LABEL,TEXT,URL,EMAIL,PHONE
spam,Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call 08718738034,No,No,yes
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,No,No,No
ham,When can ü come out?,No,No,No
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,No,No,No
ham,No:-)i got rumour that you going to buy apartment in chennai:-),No,No,No
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,No,No,No
ham,Geeeee ... I love you so much I can barely stand it,No,No,No
ham,Tell me whos this pls:-),No,No,No
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,No,No,No
ham,LOOK AT THE TIME. WHAT  YOU THINK IS UP,No,No,No
ham,Reverse is cheating. That is not mathematics.,No,No,No
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",No,No,No
ham,Hi good mornin.. Thanku wish u d same..,No,No,No
Smishing,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,No,No,yes
ham,Hey whats up? U sleeping all morning?,No,No,No
ham,Easy ah?Then U wll get selected... its good..,No,No,No
ham,I'll be at mu in like  &lt;#&gt;  seconds,No,No,No
ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,No,No,No
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",No,No,No
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",No,No,No
ham,"It's wylie, you in tampa or sarasota?",No,No,No
ham,Okie,No,No,No
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,No,No,No
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",No,No,No
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",No,No,No
ham,Anything...,No,No,No
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 86.,No,No,yes
ham,S.i'm watching it in live..,No,No,No
ham,Gud mrng dear hav a nice day�keep doing well�,No,No,No
ham,Aiyah u did ok already lar. E nydc at wheellock?,No,No,No
Smishing,Please CALL 08712402578 immediately as there is an urgent message waiting for you,No,No,yes
ham,Long after I quit. I get on only like 5 minutes a day as it is.,No,No,No
Smishing,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",No,No,yes
Smishing,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,No,No,yes
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",No,No,yes
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,No,No,No
ham,No calls..messages..missed calls..just missing her�.,No,No,No
ham,Dude ive been seeing a lotta corvettes lately,No,No,No
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",No,No,No
ham,I'm leaving my house now. Will reach in half an hour�,No,No,No
ham,What Today-sunday....so no work..,No,No,No
ham,Oops. 4 got that bit.,No,No,No
ham,"Come to mu, we're sorting out our narcotics situation",No,No,No
ham,Ambrith..madurai..met u in arun dha marrge..remembr?,No,No,No
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd.,No,No,yes
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",No,No,No
ham,What happened to our yo date?,No,No,No
Smishing,"	FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FEE, visit www.07781482378.com",yes,No,No
ham,Yes just finished watching days of our lives. I love it.,No,No,No
ham,Dont know you bring some food,No,No,No
Smishing,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",No,No,yes
spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",No,No,No
ham,Dear are you angry i was busy dear,No,No,No
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,No,No,No
Smishing,We have identified some unusual activity on your Online Banking. Log in via the secure link http:/95.141.32.7:81/default.aspx�to avoid account suspension.,yes,No,No
ham,"Sir, I need AXIS BANK account no and bank address.",No,No,No
ham,I will treasure every moment we spend together...,No,No,No
ham,Unlimited texts. Limited minutes.,No,No,No
ham,… and don‘t worry we‘ll have finished by march … ish!,No,No,No
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,No,No,No
Smishing,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790321 from land line. Claim 3030. Valid 12hrs only 150ppm,No,No,yes
ham,Me fine..absolutly fine�.dont worry!!!,No,No,No
Smishing,"Please call our customer service representative on 6299257179 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.5,00,000 FL1PKART TEAM",No,No,yes
ham,Waiting for your call.,No,No,No
ham,I am late. I will be there at 12,No,No,No
Smishing,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,No,No,yes
ham,Er mw im filled tuth is aight,No,No,No
Smishing,URGENT: UKGOV has issued a payment of 458 GBP to all residents as part of its promise to battle COVID 19.  TAP here https:/uk-covid-19.webredirect.org/to apply,yes,No,No
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",No,No,No
ham,S:)but he had some luck.2 catches put down:),No,No,No
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,No,No,yes
ham,Hello..Wake up.Sweet morning welcomes You. Enjoy This Day with full of joy.,No,No,No
ham,We have all rounder:)so not required:),No,No,No
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,No,No,No
ham,Nope... C ü then...,No,No,No
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,No,No,No
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,yes,No,No
spam,"Hottest pics straight to your phone!! See me getting and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",No,No,yes
Smishing,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,No,No,yes
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,No,No,No
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",No,No,No
Smishing,"	Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow",No,No,yes
ham,Can you say what happen,No,No,No
ham,Is she replying. Has boye changed his phone number,No,No,No
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,No,No,No
Smishing,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,No,No,yes
ham,I will see in half an hour,No,No,No
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277.,No,No,yes
Smishing,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209467 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",No,No,yes
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,No,No,No
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,No,No,No
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,No,No,No
ham,"Short But Cute: ""Be a good person, but dont try to prove it..""",No,No,No
ham,Just finished eating. Got u a plate. NOT leftovers this time.,No,No,No
ham,WHORE YOU ARE UNBELIEVABLE.,No,No,No
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,No,No,No
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,No,No,No
ham,Anything lor. Juz both of us lor.,No,No,No
ham,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,No,No,No
ham,I cant pick the phone right now. Call later,No,No,No
ham,Do u noe how 2 send files between 2 computers?,No,No,No
ham,"Sorry, I'll call later..urgent work..",No,No,No
ham,At home by the way,No,No,No
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,No,No,No
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,No,No,No
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x,No,No,No
ham,Early bird! Any purchases yet?,No,No,No
ham,Lmao you know me so well...,No,No,No
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,No,No,No
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,No,No,No
ham,At WHAT TIME should i come tomorrow,No,No,No
ham,Oh :-)only 4 outside players allowed to play know,No,No,No
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,No,No,No
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",No,No,No
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,yes,No,yes
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. ",No,No,yes
ham,Speaking of does he have any cash yet?,No,No,No
ham,Love you virat..love u lot..,No,No,No
ham,"Text me when you get off, don't call, my phones having problems",No,No,No
ham,7 lor... Change 2 suntec... Wat time u coming?,No,No,No
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",No,No,No
ham,"Yep, at derek's house now, see you Sunday &lt;3",No,No,No
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,No,No,No
ham,"not that I know of, most people up here are still out of town",No,No,No
ham,Well that must be a pain to catch,No,No,No
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,No,No,No
ham,Ok i go change also...,No,No,No
ham,Ok�beautiful..,No,No,No
ham,if you text on your way to cup stop that should work. And that should be BUS,No,No,No
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,No,No,No
ham,1's finish meeting call me.,No,No,No
ham,Hey do you want anything to buy:),No,No,No
ham,Not a drop in the tank,No,No,No
Smishing,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,No,No,yes
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,No,No,No
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",No,No,No
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",No,No,No
ham,There the size of elephant tablets & u shove um up ur ass!!,No,No,No
Smishing,"	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",No,No,yes
ham,I'll be late...,No,No,No
ham,How dare you change my ring,No,No,No
ham,Ok ill tell the company,No,No,No
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,No,No,No
ham,Ew are you one of them?,No,No,No
Smishing,"As a valued customer, I am pleased to advise you that following recent draw of your Mobile No. you are awarded with a Rs.2,00,000 Bonus Prize, call 6200992462",No,No,yes
ham,Watching tv lor. Nice one then i like lor.,No,No,No
ham,R u meeting da ge at nite tmr?,No,No,No
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",No,No,No
ham,Thats cool. Where should i cum? On you or in you? :),No,No,No
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,No,No,No
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,No,No,No
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,No,No,No
ham,Great comedy..cant stop laughing da:),No,No,No
ham,Lol boo I was hoping for a laugh,No,No,No
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",No,No,yes
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",No,No,No
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",No,No,No
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",No,No,No
ham," if anyone calling from a mobile Co. and asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card�.",No,No,No
spam,Now Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIM.TEA PH:9311304872/9268250573,No,No,yes
Smishing,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,No,No,yes
ham,Ok cool. See ya then.,No,No,No
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",No,No,No
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",No,No,No
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),No,No,No
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,No,No,No
ham,So how are you really. What are you up to. How's the masters. And so on.,No,No,No
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,No,No,No
ham,What happened in interview?,No,No,No
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,No,No,No
Smishing,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,No,No,yes
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",No,No,No
ham,I am waiting machan. Call me once you free.,No,No,No
ham,Going on nothing great.bye,No,No,No
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",No,No,No
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",No,No,No
ham,I liked the new mobile,No,No,No
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,No,No,No
ham,Sweet heart how are you?,No,No,No
ham,K I'll take care of it,No,No,No
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,No,No,yes
ham,G wants to know where  you are,No,No,No
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,No,No,yes
ham,"Aight, can you text me the address?",No,No,No
ham,Ok... Ur typical reply...,No,No,No
ham,Im on gloucesterroad what are uup to later?,No,No,No
ham,Same as kallis dismissial in 2nd test:-).,No,No,No
ham,Moji just informed me that you saved our lives. Thanks.,No,No,No
ham,Cool. So how come you havent been wined and dined before?,No,No,No
ham,Ok�congrats�,No,No,No
Smishing,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,No,No,yes
ham,Or ü go buy wif him then i meet ü later can?,No,No,No
ham,Taka lor. Wat time u wan 2 come n look 4 us?,No,No,No
ham,Ok i'm coming home now.,No,No,No
ham,Then ü come n pick me at 530 ar?,No,No,No
ham,Sorry me going home first... Daddy come fetch ü later...,No,No,No
Smishing,YOU ARE CHOSEN TO RECEIVE A £450 AWARD! Pls call claim number 09066364315 to collect your award which you are selected to receive as a valued mobile customer.,No,No,yes
Smishing,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,No,No,yes
ham,I've reached already.,No,No,No
ham,Aight should I just plan to come up later tonight?,No,No,No
ham,How much are we getting?,No,No,No
ham,How do you plan to manage that,No,No,No
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,No,No,No
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",No,No,No
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,No,No,No
ham,Was it something u ate?,No,No,No
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,No,No,No
ham,Does daddy have a bb now.,No,No,No
ham,When are you guys leaving?,No,No,No
ham,Lmao!nice 1,No,No,No
ham,Happy New Year Princess!,No,No,No
ham,Where to get those?,No,No,No
ham,Armand says get your ass over to epsilon,No,No,No
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",No,No,yes
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,No,No,No
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,No,No,No
Smishing,A transaction of AUD 590.3 was made with your bank account on 08/02/17 11:17:37 if unauthorised follow this link http://gommbanklogin:netbank.com,yes,No,No
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",No,No,No
ham,I had askd u a question some hours before. Waiting for ur reply,No,No,No
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today",No,No,No
ham,Should i send you naughty pix? :),No,No,No
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,No,No,No
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,No,No,No
Smishing,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care  7679046492 now.",No,No,yes
ham,"Hm good morning, headache anyone? :-)",No,No,No
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",No,No,yes
ham,I cant pick the phone right now. Pls send a message,No,No,No
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,No,No,No
ham,Ok. There may be a free gym about.,No,No,No
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,No,No,No
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",No,No,No
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",No,No,No
ham,Oh yah... We never cancel leh... Haha,No,No,No
Smishing,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",yes,No,No
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,No,No,No
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,No,No,No
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,No,No,No
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",No,No,No
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",No,No,No
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",No,No,No
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,No,No,No
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",No,No,No
ham,Can. Dunno wat to get 4 her...,No,No,No
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,No,No,No
ham,I think i've fixed it can you send a test message?,No,No,No
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",No,No,No
ham,Ok�I am agreed..,No,No,No
ham,"When you get free, call me",No,No,No
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",No,No,No
ham,lAMI..where are you dear..ITS TOO TOUGH,No,No,No
ham,No did you check? I got his detailed message now,No,No,No
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,No,No,No
spam,"	http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡",yes,No,yes
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",No,No,No
ham,"Yeah, don't go to bed, I'll be back before midnight",No,No,No
ham,R u saying i should re order the slippers cos i had to pay for returning it.,No,No,No
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",No,No,No
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,No,No,yes
ham,Howz that persons story..hope u find out..,No,No,No
ham,You'll never believe this but i have actually got off at taunton. Wow,No,No,No
ham,There bold 2  &lt;#&gt; . Is that yours,No,No,No
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,No,No,No
ham,Mmmm ...  Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,No,No,No
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",yes,No,No
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,No,No,No
ham,Thanks for loving me so. You rock,No,No,No
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",No,No,No
ham,Gud mrng dear hav a nice day,No,No,No
Smishing,"IMPORTANT MESSAGE FROM WESTPAC For the safety of our customers due to the recent COVID-19 virus, all customers are required to review and update their personal details. You will be unable to use Westpac services until you have done so. Please go to https:// westpac-mobile.cc/2update or call us on 132 032.",No,No,No
Spam,Winters & Weddings. Enjoy the season with glittering garments. Wardrobe Drycleaning Best Quality @ Affordable rates. Over 60 outlets in NCR. Call 9654726000,No,No,No
ham,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",No,No,No
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382,No,No,yes
ham,Ok then u tell me wat time u coming later lor.,No,No,No
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""�Love u dear",No,No,No
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,No,No,No
ham,Rats. Hey did u ever vote for the next themes?,No,No,No
Smishing,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",No,No,yes
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year..",No,No,No
Smishing,"YOUR MOBILE NUMBER HAS WON 3.6 CRORE FROM SAMSUNG UK AWARD TO RECEIVE YOUR PRIZE,SEND UR NAME, MOBILE,N0,ADDRES, AGE,SEX, OCCUP TO�samsungzoneuk@outlook.com",yes,No,No
ham,No objection. My bf not coming.,No,No,No
ham,Also are you bringing galileo or dobby,No,No,No
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",No,No,No
ham,Sen told that he is going to join his uncle finance in cbe,No,No,No
ham,Wait . I will msg after  &lt;#&gt;  min.,No,No,No
Smishing,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 6200992462 to claim",No,No,yes
ham,Oh god..taken the teeth?is it paining,No,No,No
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",No,No,yes
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,No,No,No
ham,Try to do something dear. You read something for exams,No,No,No
Smishing,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",No,No,yes
ham,Will be out of class in a few hours. Sorry,No,No,No
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,No,No,No
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,No,No,No
ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",No,No,No
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,No,No,No
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me....",No,No,No
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,No,No,No
ham,Why de. You looking good only:-)..,No,No,No
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",No,No,No
Smishing,"You have won ?2,000 cash or a ?5,000 prize! To claim, call09050000337",No,No,yes
spam,"Swayamvara By David Hair,�Swayamvara� (The Return of Ravana Book 2) by David Hair is a story of reincarnation, two swayamvaras, 800 years apart, that sees four lives knotted forever & one rigid force, Ravana reborn.",No,No,No
ham,I am taking half day leave bec i am not well,No,No,No
ham,Hey tmr maybe can meet you at yck,No,No,No
ham,Wish i were with you now!,No,No,No
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,No,No,yes
ham,"Sure, I'll see if I can come by in a bit",No,No,No
Smishing,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7679046492 Now! ",No,No,yes
ham,I dled 3d its very imp,No,No,No
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,No,No,No
ham,Everybody had fun this evening. Miss you.,No,No,No
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,No,No,No
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,No,No,No
ham,"Cool, text me when you're parked",No,No,No
