text,label,augmentation_type,original_text,language,translation_method
עברית: Job offer: Earn $2492/month. Apply at tinyurl.com/...,phishing,,Job offer: Earn $2492/month. Apply at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: Votre colis n'a pas pu être livré en raison de fra...,phishing,,Votre colis n'a pas pu être livré en raison de frais de douane impayés. Payez maintenant sur www.postal-service.com/fees/27,hebrew,google_translate_placeholder
"עברית: Bonjour mon cher, je me demandais si tu pourrais v...",ham,,"Bonjour mon cher, je me demandais si tu pourrais venir me voir quand tu as un moment ? Je veux envoyer un fichier à quelqu'un mais ça ne passera pas par Yahoo pour eux en raison de leur mauvaise connexion, tu te souviens quand tu as mis en place cette page pour que je puisse y accéder et télécharger le disque au format ? Pourrais-tu me dire comment faire cela ? Ou connais-tu un autre moyen de télécharger de gros fichiers ? Car ils peuvent télécharger des choses directement depuis internet. Toute aide serait la bienvenue, ma proie... *bisou taquin*",hebrew,google_translate_placeholder
עברית: Send Money Now http//bit.ly/1795...,phishing,,Send Money Now http//bit.ly/1795,hebrew,google_translate_placeholder
עברית: Ich bin ganz alleine im Bett und ich habe das Gefü...,spam,,"Ich bin ganz alleine im Bett und ich habe das Gefühl, dass etwas fehlt. http://bit.ly/3MaLwc7",hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http//bit.ly/1672...,phishing,,Enviar dinero ahora http//bit.ly/1672,hebrew,google_translate_placeholder
"עברית: Alors, gd a eu de la crème glacée gratuite... Moi ...",ham,,"Alors, gd a eu de la crème glacée gratuite... Moi aussi, je veux...",hebrew,google_translate_placeholder
עברית: Pakett im Terminal festgehalten: http://ffnst.com/...,phishing,,Pakett im Terminal festgehalten: http://ffnst.com/7DH67,hebrew,google_translate_placeholder
עברית: Mmmmmmm *se acurruca contigo* ... *suspiro profund...,ham,,Mmmmmmm *se acurruca contigo* ... *suspiro profundo de contento* ... *susurra* ... Te amo tanto que apenas puedo soportarlo ...,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $2059 cash prize at goo.gl/x...,spam,,Your entry won! Claim $2059 cash prize at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Oh great. Je vais le déranger encore plus pour que...,ham,,Oh great. Je vais le déranger encore plus pour que nous puissions discuter.,hebrew,google_translate_placeholder
עברית: (aytd2773838383 https://goo.gl/783284...,spam,,(aytd2773838383 https://goo.gl/783284,hebrew,google_translate_placeholder
עברית: WIN 1646 NOW! Click tinyurl.com/abc to claim!...,spam,,WIN 1646 NOW! Click tinyurl.com/abc to claim!,hebrew,google_translate_placeholder
"עברית: È simile a quel gioco Hotel Dusk, penso. Risolvi e...",ham,,"È simile a quel gioco Hotel Dusk, penso. Risolvi enigmi in un'area.",hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 5828 at bit.ly/123...,spam,,FREE iPhone 15! Enter code 5828 at bit.ly/123,hebrew,google_translate_placeholder
עברית: Espero que hayas disfrutado tu juego ayer. Lo sien...,ham,,"Espero que hayas disfrutado tu juego ayer. Lo siento por no haberme puesto en contacto, pero por favor, sabes que estás siendo recordado con cariño. Que tengas una gran semana. Abiola",hebrew,google_translate_placeholder
עברית: Netflix: ¿Solicitaste actualizar la Cuenta Familia...,ham,,Netflix: ¿Solicitaste actualizar la Cuenta Familiar de Netflix para tu cuenta? Toca para confirmar que fuiste tú: m.netflix.com/0jmqV6eSmj,hebrew,google_translate_placeholder
עברית: Obtenez un amplificateur de données mobile gratuit...,phishing,,Obtenez un amplificateur de données mobile gratuit avec chaque nouveau forfait de téléphone chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/5,hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 37...,spam,,Debt relief program: Get out of debt fast! Call 3781,hebrew,google_translate_placeholder
עברית: Welche Klasse des Klassentreffens ist es?...,ham,,Welche Klasse des Klassentreffens ist es?,hebrew,google_translate_placeholder
עברית: Bolehkah saya menelepon Anda nanti? Terima kasih....,ham,,Bolehkah saya menelepon Anda nanti? Terima kasih.,hebrew,google_translate_placeholder
עברית: Your payment of $1696 was processed...,ham,,Your payment of $1696 was processed,hebrew,google_translate_placeholder
"עברית: Hallo, Dein Geburtstag steht bald an. Es ist Zeit,...",spam,,"Hallo, Dein Geburtstag steht bald an. Es ist Zeit, einen 1-Cr-Term-Plan für Rs.5390 zu kaufen, anstatt Rs.5603 nach dem Geburtstag zu zahlen. Klicke auf rml.lu/Cvs559Y14.",hebrew,google_translate_placeholder
עברית: Your account balance is $1275...,ham,,Your account balance is $1275,hebrew,google_translate_placeholder
עברית: Senden Sie jetzt Geld http//bit.ly/2801...,phishing,,Senden Sie jetzt Geld http//bit.ly/2801,hebrew,google_translate_placeholder
עברית: <#> Cuenta: 065526 es tu código de verificación de...,ham,,"<#> Cuenta: 065526 es tu código de verificación de cuenta de Samsung.\
bP2ROrn3fZQ",hebrew,google_translate_placeholder
עברית: Job offer: Earn $3340/month. Apply at bit.ly/123...,phishing,,Job offer: Earn $3340/month. Apply at bit.ly/123,hebrew,google_translate_placeholder
"עברית: Didn't try, g and I decided not to head out...",ham,,"Didn't try, g and I decided not to head out",hebrew,google_translate_placeholder
עברית: WhatsApp: New security code: 9587. Don't share it....,phishing,,WhatsApp: New security code: 9587. Don't share it.,hebrew,google_translate_placeholder
עברית: Marvel Mobile Mainkan game resmi Ultimate Spider-m...,spam,,Marvel Mobile Mainkan game resmi Ultimate Spider-man (√Ç¬£4.50) di ponsel Anda sekarang. Kirimkan SPIDER ke 83338 untuk memperoleh game tersebut & kami akan mengirimkan wallpaper 8Ball GRATIS kepada Anda,hebrew,google_translate_placeholder
עברית: Your verification code is 1142...,ham,,Your verification code is 1142,hebrew,google_translate_placeholder
עברית: Package dipegang di Terminal: http://ffnst.com/7DH...,phishing,,Package dipegang di Terminal: http://ffnst.com/7DH538,hebrew,google_translate_placeholder
עברית: Colis retenu au terminal : http://ffnst.com/7DH934...,phishing,,Colis retenu au terminal : http://ffnst.com/7DH934,hebrew,google_translate_placeholder
עברית: Il pacchetto è stato trattenuto nel terminale: htt...,phishing,,Il pacchetto è stato trattenuto nel terminale: http://ffnst.com/7DH814,hebrew,google_translate_placeholder
עברית: Debe enviar dinero al IRS AHORA en https://tinyurl...,spam,,Debe enviar dinero al IRS AHORA en https://tinyurl.com/8995,hebrew,google_translate_placeholder
"עברית: Sie waren zuerst sauer, aber dann wachten sie auf ...",ham,,"Sie waren zuerst sauer, aber dann wachten sie auf und gaben nach.",hebrew,google_translate_placeholder
עברית: 🎉 CONGRATS! You won $4110 Amazon gift card! Redeem...,spam,,🎉 CONGRATS! You won $4110 Amazon gift card! Redeem at tinyurl.com/abc 🎉,hebrew,google_translate_placeholder
עברית: Confirmation code: 5292. Valid for 10 minutes...,ham,,Confirmation code: 5292. Valid for 10 minutes,hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http//bit.ly/2388...,phishing,,Enviar dinero ahora http//bit.ly/2388,hebrew,google_translate_placeholder
עברית: Kesempatan Terakhir! Klaim voucher diskon senilai ...,spam,,"Kesempatan Terakhir! Klaim voucher diskon senilai ¬¨¬£150 hari ini! Ketik YA ke 85023 sekarang! SavaMob, anggota penawaran seluler! Syarat & Ketentuan SavaMob POBOX84, M263UZ. Langganan ¬¨¬£3.00 16+",hebrew,google_translate_placeholder
"עברית: Klar, ich gehe zum Motor? Denn meine Schwester ist...",ham,,"Klar, ich gehe zum Motor? Denn meine Schwester ist heute bei Kunst...",hebrew,google_translate_placeholder
עברית: Your verification code is 7301...,ham,,Your verification code is 7301,hebrew,google_translate_placeholder
עברית: FREE2DAY sexy St George's Day pic of Jordan!Txt PI...,spam,,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 ¬£3/wk",hebrew,google_translate_placeholder
עברית: Want 2 get laid tonight? Want real Dogging locatio...,spam,,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,hebrew,google_translate_placeholder
עברית: Offerta esclusiva: Ottieni il 50% di sconto sul tu...,spam,,Offerta esclusiva: Ottieni il 50% di sconto sul tuo prossimo acquisto su SuperShoes. Visita www.supershoes.com/offers. Annulla l'iscrizione su bit.ly/com37406,hebrew,google_translate_placeholder
עברית: WIN 1208 NOW! Click goo.gl/xyz to claim!...,spam,,WIN 1208 NOW! Click goo.gl/xyz to claim!,hebrew,google_translate_placeholder
עברית: Your verification code is 7221...,ham,,Your verification code is 7221,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $1063 cash prize at tinyurl....,spam,,Your entry won! Claim $1063 cash prize at tinyurl.com/abc,hebrew,google_translate_placeholder
"עברית: OH MR SHEFFIELD! Du willst dieses Spiel spielen, o...",ham,,"OH MR SHEFFIELD! Du willst dieses Spiel spielen, okay. Du bist der Chef und ich bin das Kindermädchen. Du gibst mir eine Gehaltserhöhung und ich gebe DIR eine!!",hebrew,google_translate_placeholder
עברית: Geld jetzt senden http//bit.ly/1704...,phishing,,Geld jetzt senden http//bit.ly/1704,hebrew,google_translate_placeholder
"עברית: vale, podemos recoger algo, ¿abres antes de esta n...",ham,,"vale, podemos recoger algo, ¿abres antes de esta noche?",hebrew,google_translate_placeholder
עברית: Veuillez appeler immédiatement le 08712402779 car ...,spam,,Veuillez appeler immédiatement le 08712402779 car un message urgent vous attend,hebrew,google_translate_placeholder
עברית: Don't miss this amazing deal: jacket for only $38!...,spam,,Don't miss this amazing deal: jacket for only $38!,hebrew,google_translate_placeholder
עברית: Send Money Now http//bit.ly/1352...,phishing,,Send Money Now http//bit.ly/1352,hebrew,google_translate_placeholder
עברית: URGENTE! Stiamo cercando di contattarti. L'estrazi...,spam,,URGENTE! Stiamo cercando di contattarti. L'estrazione di oggi mostra che hai vinto un premio garantito di £800. Chiama il 09050000460 da una linea fissa. Richiedi J89. PO Box245c2150pm,hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http//bit.ly/2467...,phishing,,Enviar dinero ahora http//bit.ly/2467,hebrew,google_translate_placeholder
עברית: Invia denaro ora http//bit.ly/2500...,phishing,,Invia denaro ora http//bit.ly/2500,hebrew,google_translate_placeholder
"עברית: Okay, mein Mitbewohner möchte auch ein ""Dubsack"" u...",ham,,"Okay, mein Mitbewohner möchte auch ein ""Dubsack"" und ein weiterer Freund könnte auch etwas wollen. Also plane ein bisschen extra mitzubringen. Ich werde dir Bescheid sagen, wenn sie sich sicher sind.",hebrew,google_translate_placeholder
עברית: Kirim Uang Sekarang http//bit.ly/1322...,phishing,,Kirim Uang Sekarang http//bit.ly/1322,hebrew,google_translate_placeholder
עברית: Pacchetto trattenuto in terminale: http://ffnst.co...,phishing,,Pacchetto trattenuto in terminale: http://ffnst.com/7DH1055,hebrew,google_translate_placeholder
עברית: Ja... Hey dann an einem Freitag können wir Miwa un...,ham,,"Ja... Hey dann an einem Freitag können wir Miwa und Jiayin fragen, ob sie frei nehmen und mit uns Karaoke singen gehen.",hebrew,google_translate_placeholder
עברית: Offerta esclusiva: Ottieni uno sconto del 50% sul ...,spam,,Offerta esclusiva: Ottieni uno sconto del 50% sul tuo prossimo acquisto su SuperShoes. Visita www.supershoes.com/offers. Annulla l'iscrizione su bit.ly/com37392,hebrew,google_translate_placeholder
"עברית: Hola, ¿cuándo vas a llamar?...",ham,,"Hola, ¿cuándo vas a llamar?",hebrew,google_translate_placeholder
עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,phishing,,Paket im Terminal festgehalten: http://ffnst.com/7DH93,hebrew,google_translate_placeholder
עברית: Invia denaro ora http//bit.ly/1091...,phishing,,Invia denaro ora http//bit.ly/1091,hebrew,google_translate_placeholder
"עברית: ¡Hola, mi amor! ¿Cómo fue tu día? ¿Estás bien? Pie...",ham,,"¡Hola, mi amor! ¿Cómo fue tu día? ¿Estás bien? Pienso en ti, mi dulce y envío una sacudida a tu corazón para recordarte... ¡TE AMO! ¿Puedes escucharlo? ¡Lo grité a través del mar para que todo el mundo lo escuche. ¡Ahmad al Hallaq es amado y poseído! *apasionado beso posesivo*",hebrew,google_translate_placeholder
"עברית: Hi, Your birthday is coming soon. It is time to bu...",spam,,"Hi, Your birthday is coming soon. It is time to buy a 1 Cr Term Plan for Rs.5390 rather paying Rs.5603 after birthday. Click rml.lu/Cvs559Y8",hebrew,google_translate_placeholder
עברית: WIN 3539 NOW! Click goo.gl/xyz to claim!...,spam,,WIN 3539 NOW! Click goo.gl/xyz to claim!,hebrew,google_translate_placeholder
עברית: 🎉 CONGRATS! You won $3768 Amazon gift card! Redeem...,spam,,🎉 CONGRATS! You won $3768 Amazon gift card! Redeem at tinyurl.com/abc 🎉,hebrew,google_translate_placeholder
עברית: Utilisez 838161 comme code de sécurité pour le com...,ham,,Utilisez 838161 comme code de sécurité pour le compte Microsoft.,hebrew,google_translate_placeholder
עברית: WIN 4733 NOW! Click goo.gl/xyz to claim!...,spam,,WIN 4733 NOW! Click goo.gl/xyz to claim!,hebrew,google_translate_placeholder
עברית: Your payment of $3018 was processed...,ham,,Your payment of $3018 was processed,hebrew,google_translate_placeholder
עברית: ¡Gran venta de verano! Compra uno y llévate otro g...,spam,,¡Gran venta de verano! Compra uno y llévate otro gratis en toda la ropa de playa en TrendyStyles. ¡Compra ahora en www.trendystyles.com/sale13!,hebrew,google_translate_placeholder
"עברית: Wie wäre es, wenn du mir zuerst 25.000 Rupiah auf ...",spam,,"Wie wäre es, wenn du mir zuerst 25.000 Rupiah auf meine neue Nummer schickst: 085377771822.",hebrew,google_translate_placeholder
עברית: Earn $2472 per week working from home!...,spam,,Earn $2472 per week working from home!,hebrew,google_translate_placeholder
עברית: ¿Eso significa que el trabajo de Pentaho se presen...,ham,,¿Eso significa que el trabajo de Pentaho se presenta directamente en el Pentaho?,hebrew,google_translate_placeholder
עברית: Staff di formazione al collocamento presso il coll...,ham,,Staff di formazione al collocamento presso il college Amrita.,hebrew,google_translate_placeholder
עברית: Semoga kepalamu tidak terlalu sakit! Aku sedang me...,ham,,"Semoga kepalamu tidak terlalu sakit! Aku sedang menyelesaikan tumpukan pakaian yang harus disetrika! Aku akan tinggal di rumah dengan makanan China malam ini, datanglah jika kamu mau.",hebrew,google_translate_placeholder
"עברית: Bonjour, votre solde de compte Voicespin Test_Keyl...",ham,,"Bonjour, votre solde de compte Voicespin Test_Keylock_05 est de 9,25. À moins que vous ne le rechargiez immédiatement, il atteindra la limite de crédit et sera bloqué automatiquement.",hebrew,google_translate_placeholder
"עברית: nama1, minta controller dan view nya aja....",ham,,"nama1, minta controller dan view nya aja.",hebrew,google_translate_placeholder
"עברית: Ciao, il saldo del tuo account Voicespin ARBEL_PHA...",ham,,"Ciao, il saldo del tuo account Voicespin ARBEL_PHARMA è di 66,49. A meno che tu non lo ricarichi al più presto, raggiungerà il limite di credito e verrà bloccato automaticamente.",hebrew,google_translate_placeholder
עברית: Se envía a uno?...,ham,,Se envía a uno?,hebrew,google_translate_placeholder
עברית: Never y lei... I v lazy... Got wat? Dat day Ã_ sen...,ham,,Never y lei... I v lazy... Got wat? Dat day Ã_ send me da url cant work one...,hebrew,google_translate_placeholder
עברית: Invia denaro ora http//bit.ly/2190...,phishing,,Invia denaro ora http//bit.ly/2190,hebrew,google_translate_placeholder
עברית: Halo 07734396839! Penawaran Kesetiaan Pelanggan IB...,spam,,Halo 07734396839! Penawaran Kesetiaan Pelanggan IBH: Ponsel NOKIA6600 BARU mulai dari hanya ¬£10 di TXTAUCTION! Ketik kata: MULAI ke No: 81151 & dapatkan milik Anda sekarang! 4T&,hebrew,google_translate_placeholder
עברית: WIN 3434 NOW! Click goo.gl/xyz to claim!...,spam,,WIN 3434 NOW! Click goo.gl/xyz to claim!,hebrew,google_translate_placeholder
עברית: Your tax refund of $2187 is ready. Claim at bit.ly...,phishing,,Your tax refund of $2187 is ready. Claim at bit.ly/123,hebrew,google_translate_placeholder
עברית: Dernière chance ! Réclamez vos £150 de bons de réd...,spam,,"Dernière chance ! Réclamez vos £150 de bons de réduction dès aujourd'hui ! Envoyez OUI au 85023 maintenant ! SavaMob, offres réservées aux membres mobiles ! T Cs SavaMob POBOX84, M263UZ. £3.00 /abonnement 16",hebrew,google_translate_placeholder
עברית: Sende jetzt Geld http//bit.ly/2615...,phishing,,Sende jetzt Geld http//bit.ly/2615,hebrew,google_translate_placeholder
עברית: URGENT: Your prize is waiting! Call 8326...,spam,,URGENT: Your prize is waiting! Call 8326,hebrew,google_translate_placeholder
"עברית: Entschuldigung, ich rufe später an. In Bezug auf d...",ham,,"Entschuldigung, ich rufe später an. In Bezug auf den Handel rufen Sie bitte Arul an. <#>",hebrew,google_translate_placeholder
עברית: Envoyez de l'argent maintenant http//bit.ly/1233...,phishing,,Envoyez de l'argent maintenant http//bit.ly/1233,hebrew,google_translate_placeholder
עברית: Paket ditahan di terminal: http://ffnst.com/7DH951...,phishing,,Paket ditahan di terminal: http://ffnst.com/7DH951,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $688 cash prize at goo.gl/xy...,spam,,Your entry won! Claim $688 cash prize at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 1987 at tinyurl.com/abc...,spam,,FREE iPhone 15! Enter code 1987 at tinyurl.com/abc,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 9416 at goo.gl/xyz...,spam,,FREE iPhone 15! Enter code 9416 at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Sì. Nigh you cant aha....,ham,,Sì. Nigh you cant aha.,hebrew,google_translate_placeholder
עברית: Package held at the terminal: http://ffnst.com/7DH...,phishing,,Package held at the terminal: http://ffnst.com/7DH164,hebrew,google_translate_placeholder
עברית: Stai ancora partecipando alle conferenze?...,ham,,Stai ancora partecipando alle conferenze?,hebrew,google_translate_placeholder
עברית: Oh... I was thkin of goin yogasana at 10 den no nd...,ham,,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",hebrew,google_translate_placeholder
עברית: Package detained at the terminal: http://ffnst.com...,phishing,,Package detained at the terminal: http://ffnst.com/7DH83,hebrew,google_translate_placeholder
עברית: Work from home: Earn $2988/hour! Start today: goo....,spam,,Work from home: Earn $2988/hour! Start today: goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 14...,spam,,Debt relief program: Get out of debt fast! Call 1493,hebrew,google_translate_placeholder
עברית: Avez-vous des douleurs en urinant ou autre chose ?...,ham,,Avez-vous des douleurs en urinant ou autre chose ?,hebrew,google_translate_placeholder
עברית: 🎉 CONGRATS! You won $4082 Amazon gift card! Redeem...,spam,,🎉 CONGRATS! You won $4082 Amazon gift card! Redeem at bit.ly/123 🎉,hebrew,google_translate_placeholder
עברית: WIN 2101 NOW! Click bit.ly/123 to claim!...,spam,,WIN 2101 NOW! Click bit.ly/123 to claim!,hebrew,google_translate_placeholder
"עברית: Entschuldigung, dass ich deinen Anruf verpasst hab...",spam,,"Entschuldigung, dass ich deinen Anruf verpasst habe. Lass uns sprechen, wenn du Zeit hast. Ich bin unter 07090201529 erreichbar.",hebrew,google_translate_placeholder
"עברית: Sto con lui adesso, sto comprando i biglietti......",ham,,"Sto con lui adesso, sto comprando i biglietti...",hebrew,google_translate_placeholder
עברית: Anda. tolong jangan jawab SMS ini...,ham,,Anda. tolong jangan jawab SMS ini,hebrew,google_translate_placeholder
עברית: Pesan resmi DARI PT.PLANET 3CARD anda telah memena...,spam,,Pesan resmi DARI PT.PLANET 3CARD anda telah memenangkan hadiah CEK TUNAI senilai Rp.100 juta (3) kode PIN:bg58757. Silakan cek di: www.planet-3care2016.blogspot.com.,hebrew,google_translate_placeholder
עברית: England gegen Mazedonien - verpasse nicht die Tore...,spam,,"England gegen Mazedonien - verpasse nicht die Tore/Teamnews. Sende eine SMS an deine Nationalmannschaft an 87077 z.B. ENGLAND an 87077. Versuche es mit: WALES, SCHOTTLAND 4 SMS/'√∫1.20 POBOXox36504W45WQ 16+",hebrew,google_translate_placeholder
עברית: Work from home: Earn $1387/hour! Start today: goo....,spam,,Work from home: Earn $1387/hour! Start today: goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $1477 cash prize at bit.ly/1...,spam,,Your entry won! Claim $1477 cash prize at bit.ly/123,hebrew,google_translate_placeholder
עברית: Tidak ada listrik dan makanan di sini. Saya juga s...,ham,,Tidak ada listrik dan makanan di sini. Saya juga sendirian.,hebrew,google_translate_placeholder
"עברית: Aiyo, sei proprio una povera cosa... Allora non vu...",ham,,"Aiyo, sei proprio una povera cosa... Allora non vuoi mangiare? Ti sei già lavato?",hebrew,google_translate_placeholder
עברית: Your entry won! Claim $760 cash prize at goo.gl/xy...,spam,,Your entry won! Claim $760 cash prize at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Pacchetto trattenuto in terminal: http://ffnst.com...,phishing,,Pacchetto trattenuto in terminal: http://ffnst.com/7DH136,hebrew,google_translate_placeholder
"עברית: Verdammt, ich muss aufhören zu schlafen, was ist l...",ham,,"Verdammt, ich muss aufhören zu schlafen, was ist los?",hebrew,google_translate_placeholder
עברית: Invia un SMS con la scritta BANNEDUK al numero 895...,spam,,Invia un SMS con la scritta BANNEDUK al numero 89555 per scoprire! costa 150p textoperator g696ga 18+ XXX,hebrew,google_translate_placeholder
עברית: U dun say so early hor... U c already then say......,ham,,U dun say so early hor... U c already then say...,hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http://bit.ly/2705...,phishing,,Enviar dinero ahora http://bit.ly/2705,hebrew,google_translate_placeholder
"עברית: Sono 6 sterline per entrare, va bene?...",ham,,"Sono 6 sterline per entrare, va bene?",hebrew,google_translate_placeholder
עברית: Yar il est assez intelligent mais après de nombreu...,ham,,Yar il est assez intelligent mais après de nombreuses suppositions. Il m'a demandé d'apporter mais je pense que Darren n'est pas si disposé à y aller. Aiya ils pensent toujours que Leona n'est pas encore attachée.,hebrew,google_translate_placeholder
עברית: Invia denaro ora http//bit.ly/1358...,phishing,,Invia denaro ora http//bit.ly/1358,hebrew,google_translate_placeholder
עברית: Solo están facilitando el pago. Tengo &lt;#&gt; añ...,ham,,"Solo están facilitando el pago. Tengo &lt;#&gt; años para decirlo, pero puedo pagar antes. ¿Entiendes?",hebrew,google_translate_placeholder
עברית: ¡Hola! Puedes pagar con tu salario. Solo &lt;#&gt;...,ham,,¡Hola! Puedes pagar con tu salario. Solo &lt;#&gt;.,hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http//bit.ly/1771...,phishing,,Enviar dinero ahora http//bit.ly/1771,hebrew,google_translate_placeholder
עברית: Enviar dinero ahora http//bit.ly/1993...,phishing,,Enviar dinero ahora http//bit.ly/1993,hebrew,google_translate_placeholder
עברית: Ihr OKX-Verifizierungscode lautet: 007654. Dieser ...,ham,,Ihr OKX-Verifizierungscode lautet: 007654. Dieser Code wird in 10 Minuten ablaufen. Teilen Sie diesen Code nicht mit anderen; unsere Mitarbeiter werden niemals nach dem Code fragen.,hebrew,google_translate_placeholder
"עברית: ""Y lei?"" könnte eine verkürzte Form der Frage ""Why...",ham,,"""Y lei?"" könnte eine verkürzte Form der Frage ""Why are you lying?"" sein. Das würde auf Deutsch bedeuten: ""Warum lügst du?""",hebrew,google_translate_placeholder
עברית: Vous avez 1 nouveau message. Appelez le 0207-083-6...,spam,,Vous avez 1 nouveau message. Appelez le 0207-083-6089,hebrew,google_translate_placeholder
עברית: Package held at the terminal: http://ffnst.com/7DH...,phishing,,Package held at the terminal: http://ffnst.com/7DH468,hebrew,google_translate_placeholder
עברית: Desideri un rapporto sessuale esplicito in 30 seco...,spam,,Desideri un rapporto sessuale esplicito in 30 secondi? Chiama ora il 02073162414! Costo: 20p/min.,hebrew,google_translate_placeholder
עברית: Ich bin zu Hause und bereit......,ham,,Ich bin zu Hause und bereit...,hebrew,google_translate_placeholder
עברית: Invia denaro ora http//bit.ly/2126...,phishing,,Invia denaro ora http//bit.ly/2126,hebrew,google_translate_placeholder
עברית: FREE iPhone 15! Enter code 9315 at goo.gl/xyz...,spam,,FREE iPhone 15! Enter code 9315 at goo.gl/xyz,hebrew,google_translate_placeholder
עברית: Work from home: Earn $4338/hour! Start today: bit....,spam,,Work from home: Earn $4338/hour! Start today: bit.ly/123,hebrew,google_translate_placeholder
"עברית: Ne donnez à personne, y compris SHOPEE. Code OTP 1...",ham,,"Ne donnez à personne, y compris SHOPEE. Code OTP 164230 pour SE CONNECTER À VOTRE COMPTE SHOPEE.
jKPmMcdNAgI",hebrew,google_translate_placeholder
עברית: Earn $3315 per week working from home!...,spam,,Earn $3315 per week working from home!,hebrew,google_translate_placeholder
עברית: Your entry won! Claim $1676 cash prize at bit.ly/1...,spam,,Your entry won! Claim $1676 cash prize at bit.ly/123,hebrew,google_translate_placeholder
עברית: Envoyer de l'argent maintenant http//bit.ly/1177...,phishing,,Envoyer de l'argent maintenant http//bit.ly/1177,hebrew,google_translate_placeholder
עברית: Colis retenu au terminal : http://ffnst.com/7DH110...,phishing,,Colis retenu au terminal : http://ffnst.com/7DH1104,hebrew,google_translate_placeholder
"עברית: Nggak apa-apa, kalau kamu bisa bawa marijuana atau...",ham,,"Nggak apa-apa, kalau kamu bisa bawa marijuana atau minuman atau sesuatu yang lebih berguna daripada uang tunai langsung",hebrew,google_translate_placeholder
עברית: Obtenez gratuitement un amplificateur de données m...,phishing,,Obtenez gratuitement un amplificateur de données mobiles avec chaque nouveau forfait téléphone chez MobileNet. Appelez-nous au 800-555-0199 ou visitez www.mobilenet.com/6,hebrew,google_translate_placeholder
עברית: Work from home: Earn $2156/hour! Start today: bit....,spam,,Work from home: Earn $2156/hour! Start today: bit.ly/123,hebrew,google_translate_placeholder
עברית: WIN 4266 NOW! Click bit.ly/123 to claim!...,spam,,WIN 4266 NOW! Click bit.ly/123 to claim!,hebrew,google_translate_placeholder
עברית: Am Donnerstag habe ich gerade angefangen....,ham,,Am Donnerstag habe ich gerade angefangen.,hebrew,google_translate_placeholder
"עברית: Actuellement, exprimez ce que vous avez en tête à ...",spam,,"Actuellement, exprimez ce que vous avez en tête à travers des autocollants Line, achetez avec du crédit TSel https://store.line.me/ téléchargez sur stickershop",hebrew,google_translate_placeholder
עברית: WIN 2616 NOW! Click bit.ly/123 to claim!...,spam,,WIN 2616 NOW! Click bit.ly/123 to claim!,hebrew,google_translate_placeholder
עברית: Debt relief program: Get out of debt fast! Call 10...,spam,,Debt relief program: Get out of debt fast! Call 1093,hebrew,google_translate_placeholder
עברית: Appelle-moi. Je ne peux pas appeler. Rencontrons B...,ham,,Appelle-moi. Je ne peux pas appeler. Rencontrons Bhaskar et Deep,hebrew,google_translate_placeholder
"עברית: Lo siento, ya hemos contactado pero no estamos con...",spam,,"Lo siento, ya hemos contactado pero no estamos conectados. Su número ha ganado el premio número 2 de PT.MKIOS PIN;M248K81, verifique su PIN en www.hadiahresmi-mkios29.blogspot.com.",hebrew,google_translate_placeholder
עברית: Your account balance is $2798...,ham,,Your account balance is $2798,hebrew,google_translate_placeholder
עברית: Tout a de la valeur uniquement dans deux situation...,ham,,"Tout a de la valeur uniquement dans deux situations : premièrement, avant de l'obtenir... deuxièmement, après l'avoir perdu...",hebrew,google_translate_placeholder
עברית: Your tax refund of $1400 is ready. Claim at bit.ly...,phishing,,Your tax refund of $1400 is ready. Claim at bit.ly/123,hebrew,google_translate_placeholder
עברית: Ist das Fujitsu S Series Lifebook gut?...,ham,,Ist das Fujitsu S Series Lifebook gut?,hebrew,google_translate_placeholder
