text,label,original_text,language,translation_method,source_index
עברית : Una domanda fantastica con una dolce risposta : Qua . . .,ham,עברית: Una domanda fantastica con una dolce risposta: Qua...,hebrew,rule_based,1707
עברית : Sende jetzt Geld http / / bit . ly / 2800 . . .,phishing,עברית: Sende jetzt Geld http//bit.ly/2800...,hebrew,rule_based,1708
עברית : Vous avez configuré avec succès l ' authentification . . .,ham,עברית: Vous avez configuré avec succès l'authentification...,hebrew,rule_based,1709
עברית : Its sunny in california . The weather ' s just cool . . .,ham,עברית: Its sunny in california. The weather's just cool...,hebrew,rule_based,1710
עברית : Allora aspettami alla fermata dell ' autobus dopo la . . .,ham,עברית: Allora aspettami alla fermata dell'autobus dopo la...,hebrew,rule_based,1711
עברית : את need to send money the IRS מיד at https : / / tiny . . .,spam,עברית: You need to send money the IRS NOW at https://tiny...,hebrew,rule_based,1712
עברית : Job הטבה : Earn $ 2249 / month . Apply at tinyurl . com / . . .,phishing,עברית: Job offer: Earn $2249/month. Apply at tinyurl.com/...,hebrew,rule_based,1713
עברית : WhatsApp : New אבטחה code : 1041 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 1041. Don't share it....,hebrew,rule_based,1714
"עברית : Sure , saya akan kirim pulsa sebesar 25rb ke nomor . . .",spam,"עברית: Sure, saya akan kirim pulsa sebesar 25rb ke nomor ...",hebrew,rule_based,1715
עברית : Quand toi et Derek avez fini avec la classe ? . . .,ham,עברית: Quand toi et Derek avez fini avec la classe ?...,hebrew,rule_based,1716
"עברית : Kocak abis ! Mau liat aksi 8 pemuda galau , iseng , d . . .",spam,"עברית: Kocak abis! Mau liat aksi 8 pemuda galau, iseng, d...",hebrew,rule_based,1717
עברית : Enviar dinero ahora http / / bit . ly / 2219 . . .,phishing,עברית: Enviar dinero ahora http//bit.ly/2219...,hebrew,rule_based,1718
"עברית : Eres un ganador , has sido seleccionado especialmen . . .",spam,"עברית: Eres un ganador, has sido seleccionado especialmen...",hebrew,rule_based,1719
"עברית : Salut , je m ' appelle Sue . J ' ai 20 ans et je travail . . .",spam,"עברית: Salut, je m'appelle Sue. J'ai 20 ans et je travail...",hebrew,rule_based,1720
עברית : בהול ! We are trying to contact אתם . Last weekend . . .,spam,עברית: URGENT! We are trying to contact you. Last weekend...,hebrew,rule_based,1721
עברית : 8007 חינם for 1st week ! No1 Nokia tone 4 ur mob ev . . .,spam,עברית: 8007 FREE for 1st week! No1 Nokia tone 4 ur mob ev...,hebrew,rule_based,1722
עברית : Your חשבון בנק balance is $ 521 . . .,ham,עברית: Your account balance is $521...,hebrew,rule_based,1723
עברית : Enviar dinero ahora http / / bit . ly / 2287 . . .,phishing,עברית: Enviar dinero ahora http//bit.ly/2287...,hebrew,rule_based,1724
עברית : Abbiamo cercato di chiamarti riguardo alla tua ris . . .,spam,עברית: Abbiamo cercato di chiamarti riguardo alla tua ris...,hebrew,rule_based,1725
עברית : חשבון בנק of America : חשוד charge of $ 1239 . Revie . . .,phishing,עברית: Bank of America: Suspicious charge of $1239. Revie...,hebrew,rule_based,1726
עברית : Ne partagez pas le code de retrait 1270516 avec qu . . .,ham,עברית: Ne partagez pas le code de retrait 1270516 avec qu...,hebrew,rule_based,1727
"עברית : Ihre Zahlung ist bereits überfällig , melden Sie si . . .",spam,"עברית: Ihre Zahlung ist bereits überfällig, melden Sie si...",hebrew,rule_based,1728
עברית : מתנה winner ! תבע your $ 2593 gift card at tinyur . . .,phishing,עברית: Prize winner! Claim your $2593 gift card at tinyur...,hebrew,rule_based,1729
עברית : Su saldo en efectivo es actualmente de 500 libras . . .,spam,עברית: Su saldo en efectivo es actualmente de 500 libras ...,hebrew,rule_based,1730
"עברית : Cher abonné , votre tirage au sort pour un bon cade . . .",spam,"עברית: Cher abonné, votre tirage au sort pour un bon cade...",hebrew,rule_based,1731
עברית : Ehi carino . Come va ? Qui in GALLES va più o meno . . . .,ham,עברית: Ehi carino. Come va? Qui in GALLES va più o meno. ...,hebrew,rule_based,1732
"עברית : Saya juga demikian , tapi saya menganggap tembok , b . . .",ham,"עברית: Saya juga demikian, tapi saya menganggap tembok, b...",hebrew,rule_based,1733
עברית : Kirim Uang Sekarang http / / bit . ly / 2572 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/2572...,hebrew,rule_based,1734
עברית : פרס winner ! דרוש your $ 2682 gift card at goo . gl . . .,phishing,עברית: Prize winner! Claim your $2682 gift card at goo.gl...,hebrew,rule_based,1735
עברית : Your payment of $ 2196 was processed . . .,ham,עברית: Your payment of $2196 was processed...,hebrew,rule_based,1736
עברית : U are subscribed to the best Mobile Content Servic . . .,spam,עברית: U are subscribed to the best Mobile Content Servic...,hebrew,rule_based,1737
עברית : 🎉 CONGRATS ! אתה זכית $ 4295 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $4295 Amazon gift card! Redeem...,hebrew,rule_based,1738
עברית : WhatsApp : New ביטחון code : 2877 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 2877. Don't share it....,hebrew,rule_based,1739
עברית : Your tax refund of $ 1487 is ready . דרוש at bit . ly . . .,phishing,עברית: Your tax refund of $1487 is ready. Claim at bit.ly...,hebrew,rule_based,1740
"עברית : Ich weiß , dass Sie arbeiten . Ich meine , was tun Si . . .",ham,"עברית: Ich weiß, dass Sie arbeiten. Ich meine, was tun Si...",hebrew,rule_based,1741
עברית : Combien a - t - elle payé . Suganya . . . .,ham,עברית: Combien a-t-elle payé. Suganya....,hebrew,rule_based,1742
עברית : 500 messaggi di testo gratuiti . Invia semplicement . . .,spam,עברית: 500 messaggi di testo gratuiti. Invia semplicement...,hebrew,rule_based,1743
עברית : Confirmation code : 8283 . Valid for 10 minutes . . .,ham,עברית: Confirmation code: 8283. Valid for 10 minutes...,hebrew,rule_based,1744
עברית : අය ි යම ් අප ේ ම ෙ න ් ඩ ු බ ො ක ් ප ු ල ු වන ් . හ ා ද ක ා ඹ ූ . එස ෴ ස ේ න . . .,ham,"עברית: අයියම් අපේ මෙන්ඩු බොක් 
පුලුවන්. හාද කාඹූ. එස෴ සේන...",hebrew,rule_based,1745
עברית : Dringend - rufen Sie 09066649731 vom Festnetz aus . . .,spam,עברית: Dringend - rufen Sie 09066649731 vom Festnetz aus ...,hebrew,rule_based,1746
עברית : Invia denaro ora http / / bit . ly / 1171 . . .,phishing,עברית: Invia denaro ora http//bit.ly/1171...,hebrew,rule_based,1747
עברית : Selamat Anda mendapatkan voucher Lazada Rp100rb . M . . .,spam,עברית: Selamat Anda mendapatkan voucher Lazada Rp100rb. M...,hebrew,rule_based,1748
עברית : Invia denaro ora http : / / bit . ly / 1470 . . .,phishing,עברית: Invia denaro ora http://bit.ly/1470...,hebrew,rule_based,1749
עברית : Where did u go ? My phone is gonna die אתה have to . . .,ham,עברית: Where did u go? My phone is gonna die you have to ...,hebrew,rule_based,1750
עברית : את said to me before i went back to bed that את . . .,ham,עברית: You said to me before i went back to bed that you ...,hebrew,rule_based,1751
עברית : Work from home : Earn $ 4149 / hour ! Start כיום : goo . . . .,spam,עברית: Work from home: Earn $4149/hour! Start today: goo....,hebrew,rule_based,1752
עברית : PENTING ! ! Liburan Anda di Costa Del Sol dengan rat . . .,spam,עברית: PENTING!! Liburan Anda di Costa Del Sol dengan rat...,hebrew,rule_based,1753
עברית : Je vais bien . Ça va bientôt passer . Bonne chance . . .,ham,עברית: Je vais bien. Ça va bientôt passer. Bonne chance...,hebrew,rule_based,1754
עברית : Necesitas enviar dinero al IRS AHORA en https : / / ti . . .,spam,עברית: Necesitas enviar dinero al IRS AHORA en https://ti...,hebrew,rule_based,1755
עברית : Don ' t miss this amazing deal : bag for only $ 61 ! . . .,spam,עברית: Don't miss this amazing deal: bag for only $61!...,hebrew,rule_based,1756
עברית : Your verification code is 2314 . . .,ham,עברית: Your verification code is 2314...,hebrew,rule_based,1757
עברית : máticamente . pls do not answer this SMS . . .,ham,עברית: máticamente. pls do not answer this SMS...,hebrew,rule_based,1758
עברית : Oh oh . . . Wasted . . . Den muz chiong on sat n sun lia . . .,ham,עברית: Oh oh... Wasted... Den muz chiong on sat n sun lia...,hebrew,rule_based,1759
עברית : U having lunch alone ? I עכשיו so bored . . . . . .,ham,עברית: U having lunch alone? I now so bored......,hebrew,rule_based,1760
עברית : Perusahaannya apa aja kalau boleh tau ? . . .,ham,עברית: Perusahaannya apa aja kalau boleh tau?...,hebrew,rule_based,1761
עברית : Package detained at terminal : http : / / ffnst . com / 7DH . . .,phishing,עברית: Package detained at terminal: http://ffnst.com/7DH...,hebrew,rule_based,1762
עברית : Obtenez un amplificateur de données mobile gratuit . . .,phishing,עברית: Obtenez un amplificateur de données mobile gratuit...,hebrew,rule_based,1763
עברית : Sepertinya kamu menemukan sesuatu untuk dilakukan . . .,ham,עברית: Sepertinya kamu menemukan sesuatu untuk dilakukan ...,hebrew,rule_based,1764
עברית : Gagnez le tout dernier ¬ ìHarry Potter et l ' Ordre d . . .,spam,עברית: Gagnez le tout dernier ¬ìHarry Potter et l'Ordre d...,hebrew,rule_based,1765
עברית : FLASH SALE : 48 % OFF all items ! Shop מייד : goo . gl / xy . . .,spam,עברית: FLASH SALE: 48% OFF all items! Shop now: goo.gl/xy...,hebrew,rule_based,1766
עברית : WhatsApp : New ביטחון code : 9361 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 9361. Don't share it....,hebrew,rule_based,1767
עברית : Exclusive מבצע : Get 50 % off on your next purchase . . .,spam,עברית: Exclusive Offer: Get 50% off on your next purchase...,hebrew,rule_based,1768
עברית : Debt relief program : Get out of debt fast ! חייג 87 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 87...,hebrew,rule_based,1769
עברית : בהול : Your זכייה is waiting ! צור קשר 8623 . . .,spam,עברית: URGENT: Your prize is waiting! Call 8623...,hebrew,rule_based,1770
עברית : Envoyer de l ' argent maintenant http / / bit . ly / 1669 . . .,phishing,עברית: Envoyer de l'argent maintenant http//bit.ly/1669...,hebrew,rule_based,1771
עברית : בנק of America : חשוד charge of $ 4344 . Revie . . .,phishing,עברית: Bank of America: Suspicious charge of $4344. Revie...,hebrew,rule_based,1772
עברית : Devi inviare denaro all ' IRS ADESSO su https : / / tiny . . .,spam,עברית: Devi inviare denaro all'IRS ADESSO su https://tiny...,hebrew,rule_based,1773
עברית : Il pacchetto è stato trattenuto al terminal : http : . . .,phishing,עברית: Il pacchetto è stato trattenuto al terminal: http:...,hebrew,rule_based,1774
עברית : Anda perlu segera mengirim uang ke IRS SEKARANG di . . .,spam,עברית: Anda perlu segera mengirim uang ke IRS SEKARANG di...,hebrew,rule_based,1775
עברית : פרס winner ! תבע your $ 1070 gift card at bit . ly . . .,phishing,עברית: Prize winner! Claim your $1070 gift card at bit.ly...,hebrew,rule_based,1776
"עברית : 500 neue Handys aus dem Jahr 2004 , MÜSSEN WEG ! Sen . . .",spam,"עברית: 500 neue Handys aus dem Jahr 2004, MÜSSEN WEG! Sen...",hebrew,rule_based,1777
עברית : Paquete retenido en la terminal : http : / / ffnst . com / . . .,phishing,עברית: Paquete retenido en la terminal: http://ffnst.com/...,hebrew,rule_based,1778
עברית : Sie müssen dem IRS JETZT Geld senden unter https : / . . .,spam,עברית: Sie müssen dem IRS JETZT Geld senden unter https:/...,hebrew,rule_based,1779
עברית : Debt relief program : Get out of debt fast ! התקשר 11 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 11...,hebrew,rule_based,1780
עברית : בנק שלי of America : חשוד charge of $ 3852 . Revie . . .,phishing,עברית: Bank of America: Suspicious charge of $3852. Revie...,hebrew,rule_based,1781
עברית : Saya tidak ingin Anda pergi . Tetapi saya hampir ti . . .,ham,עברית: Saya tidak ingin Anda pergi. Tetapi saya hampir ti...,hebrew,rule_based,1782
עברית : Gratis > Ringtone ! Balas REAL atau POLY misalnya REA . . .,spam,עברית: Gratis>Ringtone! Balas REAL atau POLY misalnya REA...,hebrew,rule_based,1783
עברית : Pero tengo que hacerlo . Me gusta tener amor y orga . . .,ham,עברית: Pero tengo que hacerlo. Me gusta tener amor y orga...,hebrew,rule_based,1784
"עברית : Okay , das wird funktionieren , danke . . .",ham,"עברית: Okay, das wird funktionieren, danke...",hebrew,rule_based,1785
עברית : בהול : Your זכייה is waiting ! צור קשר 4290 . . .,spam,עברית: URGENT: Your prize is waiting! Call 4290...,hebrew,rule_based,1786
עברית : Paket ditahan di terminal : http : / / ffnst . com / 7DH100 . . .,phishing,עברית: Paket ditahan di terminal: http://ffnst.com/7DH100...,hebrew,rule_based,1787
עברית : Envoyer de l ' argent maintenant http / / bit . ly / 2417 . . .,phishing,עברית: Envoyer de l'argent maintenant http//bit.ly/2417...,hebrew,rule_based,1788
עברית : K . . k : ) et si on parlait de votre processus de form . . .,ham,עברית: K..k:) et si on parlait de votre processus de form...,hebrew,rule_based,1789
עברית : WhatsApp : New הגנה code : 7452 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 7452. Don't share it....,hebrew,rule_based,1790
עברית : Sende jetzt Geld http / / bit . ly / 1527 . . .,phishing,עברית: Sende jetzt Geld http//bit.ly/1527...,hebrew,rule_based,1791
עברית : Hmm mikir dulu deh . . . . . .,ham,עברית: Hmm mikir dulu deh......,hebrew,rule_based,1792
עברית : FANTASI PANAS LANGSUNG telepon sekarang 0870750902 . . .,spam,עברית: FANTASI PANAS LANGSUNG telepon sekarang 0870750902...,hebrew,rule_based,1793
עברית : HAI VINTO ! La tua vacanza a 4 * Costa Del Sol o £ 50 . . .,spam,עברית: HAI VINTO! La tua vacanza a 4* Costa Del Sol o £50...,hebrew,rule_based,1794
עברית : Your entry זכית ! תבע $ 3964 תשלום מתנה at bit . ly / 1 . . .,spam,עברית: Your entry won! Claim $3964 cash prize at bit.ly/1...,hebrew,rule_based,1795
"עברית : G bilang kamu tidak pernah membalas pesan teksmu , . . .",ham,"עברית: G bilang kamu tidak pernah membalas pesan teksmu, ...",hebrew,rule_based,1796
"עברית : Pedido # 1338375 . Para confirmación , responda por f . . .",ham,"עברית: Pedido #1338375. Para confirmación, responda por f...",hebrew,rule_based,1797
עברית : Nous ne regardons pas encore un film . Xy veut fair . . .,ham,עברית: Nous ne regardons pas encore un film. Xy veut fair...,hebrew,rule_based,1798
"עברית : ¡ Jaja ! ¡ Ups , perdón ! Diviértete . . . .",ham,"עברית: ¡Jaja! ¡Ups, perdón! Diviértete....",hebrew,rule_based,1799
עברית : WhatsApp : New ביטחון code : 4931 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 4931. Don't share it....,hebrew,rule_based,1800
עברית : Papá dice que te apresures maldita sea . . .,ham,עברית: Papá dice que te apresures maldita sea...,hebrew,rule_based,1801
עברית : פרס winner ! תבע your $ 3608 gift card at goo . gl . . .,phishing,עברית: Prize winner! Claim your $3608 gift card at goo.gl...,hebrew,rule_based,1802
עברית : WhatsApp : New הגנה code : 3371 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 3371. Don't share it....,hebrew,rule_based,1803
עברית : Work from home : Earn $ 3451 / hour ! Start היום : goo . . . .,spam,עברית: Work from home: Earn $3451/hour! Start today: goo....,hebrew,rule_based,1804
עברית : Colis retenu au terminal : http : / / ffnst . com / 7DH135 . . .,phishing,עברית: Colis retenu au terminal : http://ffnst.com/7DH135...,hebrew,rule_based,1805
"עברית : Aku ketawa terbahak - bahak , di mana memori ikanmu k . . .",ham,"עברית: Aku ketawa terbahak-bahak, di mana memori ikanmu k...",hebrew,rule_based,1806
עברית : Don ' t miss this amazing deal : shoes for only $ 51 ! . . .,spam,עברית: Don't miss this amazing deal: shoes for only $51!...,hebrew,rule_based,1807
"עברית : De acuerdo , te enviaré un mensaje cuando regrese . . . .",ham,"עברית: De acuerdo, te enviaré un mensaje cuando regrese....",hebrew,rule_based,1808
עברית : Kirim Uang Sekarang http / / bit . ly / 1018 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/1018...,hebrew,rule_based,1809
עברית : Your verification code is 9739 . . .,ham,עברית: Your verification code is 9739...,hebrew,rule_based,1810
עברית : Debt relief program : Get out of debt fast ! התקשר 73 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 73...,hebrew,rule_based,1811
עברית : S ' il vous plaît ne répondez pas à ce SMS . . .,ham,עברית: S'il vous plaît ne répondez pas à ce SMS...,hebrew,rule_based,1812
עברית : Your order # 8672 has been shipped . . . .,ham,עברית: Your order #8672 has been shipped....,hebrew,rule_based,1813
"עברית : Va bene , allora hai cenato ? . . .",ham,"עברית: Va bene, allora hai cenato?...",hebrew,rule_based,1814
עברית : J ' ai joué à Smash Bros religieusement . . . .,ham,עברית: J'ai joué à Smash Bros religieusement....,hebrew,rule_based,1815
עברית : חייג 8143 for customer support . . .,ham,עברית: Call 8143 for customer support...,hebrew,rule_based,1816
עברית : WhatsApp : New הגנה code : 6003 . Don ' t share it . . . .,phishing,עברית: WhatsApp: New security code: 6003. Don't share it....,hebrew,rule_based,1817
עברית : Apa yang ingin saya sampaikan adalah tidak sabar u . . .,ham,עברית: Apa yang ingin saya sampaikan adalah tidak sabar u...,hebrew,rule_based,1818
עברית : Le colis est retenu au terminal : http : / / ffnst . com / . . .,phishing,עברית: Le colis est retenu au terminal: http://ffnst.com/...,hebrew,rule_based,1819
עברית : Kirim Uang Sekarang http / / bit . ly / 2280 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/2280...,hebrew,rule_based,1820
עברית : Yank אנא fill the credit on this number . 085325 . . .,spam,עברית: Yank Please fill the credit on this number. 085325...,hebrew,rule_based,1821
עברית : GRATUIT pour la 1ère semaine ! Sonnerie Nokia n ° 1 . . .,spam,עברית: GRATUIT pour la 1ère semaine ! Sonnerie Nokia n°1 ...,hebrew,rule_based,1822
עברית : Your entry זכית ! קבל $ 2561 תשלום מתנה at tinyurl . . . .,spam,עברית: Your entry won! Claim $2561 cash prize at tinyurl....,hebrew,rule_based,1823
עברית : Your entry זכית ! דרוש $ 3499 כסף מתנה at goo . gl / x . . .,spam,עברית: Your entry won! Claim $3499 cash prize at goo.gl/x...,hebrew,rule_based,1824
עברית : Je ne suis pas tout à fait sûr d ' avoir compris ce . . .,ham,עברית: Je ne suis pas tout à fait sûr d'avoir compris ce ...,hebrew,rule_based,1825
עברית : Earn $ 3535 per week working from home ! . . .,spam,עברית: Earn $3535 per week working from home!...,hebrew,rule_based,1826
עברית : Earn $ 879 per week working from home ! . . .,spam,עברית: Earn $879 per week working from home!...,hebrew,rule_based,1827
"עברית : Tieni i tuoi problemi nel tuo cuore , perché nessun . . .",ham,"עברית: Tieni i tuoi problemi nel tuo cuore, perché nessun...",hebrew,rule_based,1828
עברית : PENTING ! Nomor Ponsel Anda mendapatkan Hadiah Pene . . .,spam,עברית: PENTING! Nomor Ponsel Anda mendapatkan Hadiah Pene...,hebrew,rule_based,1829
עברית : Your verification code is 1481 . . .,ham,עברית: Your verification code is 1481...,hebrew,rule_based,1830
עברית : Ce texte n ' a pas de sens en français . . . .,phishing,עברית: Ce texte n'a pas de sens en français....,hebrew,rule_based,1831
עברית : Questo testo non ha un significato in lingua itali . . .,ham,עברית: Questo testo non ha un significato in lingua itali...,hebrew,rule_based,1832
עברית : ( aytd2773838383 https : / / goo . gl / 783388 . . .,spam,עברית: (aytd2773838383 https://goo.gl/783388...,hebrew,rule_based,1833
"עברית : Hai sayang , ini aku , terima kasih sudah datang mes . . .",ham,"עברית: Hai sayang, ini aku, terima kasih sudah datang mes...",hebrew,rule_based,1834
עברית : ( aytd2773838383 https : / / goo . gl / 783210 ) . . .,spam,עברית: (aytd2773838383 https://goo.gl/783210)...,hebrew,rule_based,1835
עברית : Earn $ 4913 per week working from home ! . . .,spam,עברית: Earn $4913 per week working from home!...,hebrew,rule_based,1836
עברית : Hey gorgeous man . My work mobile number is . Have a . . .,ham,עברית: Hey gorgeous man. My work mobile number is. Have a...,hebrew,rule_based,1837
עברית : Estoy en un restaurante comiendo calamares ! Estaré . . .,ham,עברית: Estoy en un restaurante comiendo calamares! Estaré...,hebrew,rule_based,1838
עברית : Tolong jangan menjawab SMS ini . . .,ham,עברית: Tolong jangan menjawab SMS ini...,hebrew,rule_based,1839
עברית : Your order # 6050 has been shipped . . . .,ham,עברית: Your order #6050 has been shipped....,hebrew,rule_based,1840
עברית : Sende jetzt Geld : http : / / bit . ly / 1167 . . .,phishing,עברית: Sende jetzt Geld: http://bit.ly/1167...,hebrew,rule_based,1841
עברית : 🎉 CONGRATS ! אתם ניצחת $ 1864 Amazon gift card ! Redeem . . .,spam,עברית: 🎉 CONGRATS! You won $1864 Amazon gift card! Redeem...,hebrew,rule_based,1842
עברית : Il tuo pacchetto non ha potuto essere consegnato a . . .,phishing,עברית: Il tuo pacchetto non ha potuto essere consegnato a...,hebrew,rule_based,1843
עברית : Darren stava dicendo che se incontri quella person . . .,ham,עברית: Darren stava dicendo che se incontri quella person...,hebrew,rule_based,1844
עברית : Enviar dinero ahora http : / / bit . ly / 2351 . . .,phishing,עברית: Enviar dinero ahora http://bit.ly/2351...,hebrew,rule_based,1845
עברית : Hanya Rp 7500 dapat melakukan panggilan dan SMS ta . . .,spam,עברית: Hanya Rp 7500 dapat melakukan panggilan dan SMS ta...,hebrew,rule_based,1846
עברית : bonjour john . . .,ham,עברית: bonjour john...,hebrew,rule_based,1847
עברית : מיידי : Your זכייה is waiting ! חייג 2239 . . .,spam,עברית: URGENT: Your prize is waiting! Call 2239...,hebrew,rule_based,1848
עברית : Kirim Uang Sekarang http / / bit . ly / 1598 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/1598...,hebrew,rule_based,1849
עברית : Your tax refund of $ 909 is ready . דרוש at tinyurl . . .,phishing,עברית: Your tax refund of $909 is ready. Claim at tinyurl...,hebrew,rule_based,1850
עברית : Paket im Terminal festgehalten : http : / / ffnst . com / 7 . . .,phishing,עברית: Paket im Terminal festgehalten: http://ffnst.com/7...,hebrew,rule_based,1851
עברית : Your order # 1871 has been shipped . . . .,ham,עברית: Your order #1871 has been shipped....,hebrew,rule_based,1852
עברית : את need to send money the IRS מיד at https : / / tiny . . .,spam,עברית: You need to send money the IRS NOW at https://tiny...,hebrew,rule_based,1853
עברית : Hehe iya sayang lihat bagaimana aku memeluk kamu b . . .,ham,עברית: Hehe iya sayang lihat bagaimana aku memeluk kamu b...,hebrew,rule_based,1854
עברית : < # > Code Snapchat : 202532 . Profitez de Snap ! qunyt . . .,ham,עברית: <#> Code Snapchat: 202532. Profitez de Snap! qunyt...,hebrew,rule_based,1855
עברית : Work from home : Earn $ 3299 / hour ! Start היום : tiny . . .,spam,עברית: Work from home: Earn $3299/hour! Start today: tiny...,hebrew,rule_based,1856
עברית : Send Money מיד http / / bit . ly / 1392 . . .,phishing,עברית: Send Money Now http//bit.ly/1392...,hebrew,rule_based,1857
עברית : Ich stöbere im Online - Shop . Möchtest du etwas kauf . . .,ham,עברית: Ich stöbere im Online-Shop. Möchtest du etwas kauf...,hebrew,rule_based,1858
עברית : nama1 bisa lembar yg kamrin bisa minta ke pak anto . . .,ham,עברית: nama1 bisa lembar yg kamrin bisa minta ke pak anto...,hebrew,rule_based,1859
"עברית : Carlos se está tomando su tiempo como siempre , así . . .",ham,"עברית: Carlos se está tomando su tiempo como siempre, así...",hebrew,rule_based,1860
עברית : Sunshine Hols . Para reclamar sus vacaciones médica . . .,spam,עברית: Sunshine Hols. Para reclamar sus vacaciones médica...,hebrew,rule_based,1861
עברית : Kirim Uang Sekarang http / / bit . ly / 2652 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/2652...,hebrew,rule_based,1862
עברית : Kirim Uang Sekarang http / / bit . ly / 2786 . . .,phishing,עברית: Kirim Uang Sekarang http//bit.ly/2786...,hebrew,rule_based,1863
עברית : Auf einem Junggesellinnenabschied . Mit viel Schwun . . .,ham,עברית: Auf einem Junggesellinnenabschied. Mit viel Schwun...,hebrew,rule_based,1864
עברית : חינם iPhone 15 ! Enter code 1036 at goo . gl / xyz . . .,spam,עברית: FREE iPhone 15! Enter code 1036 at goo.gl/xyz...,hebrew,rule_based,1865
עברית : Envoyer de l ' argent maintenant http : / / bit . ly / 2535 . . .,phishing,עברית: Envoyer de l'argent maintenant http://bit.ly/2535...,hebrew,rule_based,1866
עברית : URGENTE Estamos tratando de comunicarnos contigo . . . .,spam,עברית: URGENTE Estamos tratando de comunicarnos contigo. ...,hebrew,rule_based,1867
עברית : Non ha un compleanno ? Wkwk . . .,ham,עברית: Non ha un compleanno? Wkwk...,hebrew,rule_based,1868
עברית : Texte und triff heute jemanden Sexy . Du kannst ein . . .,spam,עברית: Texte und triff heute jemanden Sexy. Du kannst ein...,hebrew,rule_based,1869
עברית : Enviar dinero ahora http / / bit . ly / 1780 . . .,phishing,עברית: Enviar dinero ahora http//bit.ly/1780...,hebrew,rule_based,1870
עברית : Halo hewan pesta kecilku ! Aku hanya ingin menggang . . .,ham,עברית: Halo hewan pesta kecilku! Aku hanya ingin menggang...,hebrew,rule_based,1871
עברית : Debt relief program : Get out of debt fast ! חייג 30 . . .,spam,עברית: Debt relief program: Get out of debt fast! Call 30...,hebrew,rule_based,1872
"עברית : Normalmente , el cuerpo se encarga de ello asegurán . . .",ham,"עברית: Normalmente, el cuerpo se encarga de ello asegurán...",hebrew,rule_based,1873
עברית : Attention : Votre email a été signalé pour une act . . .,phishing,עברית: Attention : Votre email a été signalé pour une act...,hebrew,rule_based,1874
"עברית : Viernes BUENO promo , BRONET 24Horas 1GB 30hr Rp109 . . .",spam,"עברית: Viernes BUENO promo, BRONET 24Horas 1GB 30hr Rp109...",hebrew,rule_based,1875
עברית : Invia denaro adesso http : / / bit . ly / 2437 . . .,phishing,עברית: Invia denaro adesso http://bit.ly/2437...,hebrew,rule_based,1876
עברית : Решение от Tri Care ИНДОНЕЗИЯ אין . XV / 2016 PIN_PEMEN . . .,spam,עברית: Решение от Tri Care ИНДОНЕЗИЯ No.XV/2016 PIN_PEMEN...,hebrew,rule_based,1877
עברית : Your payment of $ 1690 was processed . . .,ham,עברית: Your payment of $1690 was processed...,hebrew,rule_based,1878
עברית : Package held at the terminal : http : / / ffnst . com / 7DH . . .,phishing,עברית: Package held at the terminal: http://ffnst.com/7DH...,hebrew,rule_based,1879
עברית : בנק שלי of America : שונה charge of $ 3786 . Revie . . .,phishing,עברית: Bank of America: Suspicious charge of $3786. Revie...,hebrew,rule_based,1880
"עברית : Ella fue a asistir a otras dos rondas hoy , pero aú . . .",ham,"עברית: Ella fue a asistir a otras dos rondas hoy, pero aú...",hebrew,rule_based,1881
עברית : Confirmation code : 4271 . Valid for 10 minutes . . .,ham,עברית: Confirmation code: 4271. Valid for 10 minutes...,hebrew,rule_based,1882
עברית : Wir schauen einen Film auf Netflix . . . .,ham,עברית: Wir schauen einen Film auf Netflix....,hebrew,rule_based,1883
עברית : Your verification code is 6440 . . .,ham,עברית: Your verification code is 6440...,hebrew,rule_based,1884
"עברית : Non , je ne pourrai pas . | | Avis trop tardif . | | Je . . .",ham,"עברית: Non, je ne pourrai pas. || Avis trop tardif. || Je...",hebrew,rule_based,1885
עברית : Job מבצע : Earn $ 1905 / month . Apply at tinyurl . com / . . .,phishing,עברית: Job offer: Earn $1905/month. Apply at tinyurl.com/...,hebrew,rule_based,1886
עברית : Envoyer de l ' argent maintenant http / / bit . ly / 2089 . . .,phishing,עברית: Envoyer de l'argent maintenant http//bit.ly/2089...,hebrew,rule_based,1887
עברית : A che ora vuoi che venga su ? . . .,ham,עברית: A che ora vuoi che venga su?...,hebrew,rule_based,1888
עברית : Send Money מיד http / / bit . ly / 1836 . . .,phishing,עברית: Send Money Now http//bit.ly/1836...,hebrew,rule_based,1889
