text,label,augmentation_type
"Bonjour, je viens de sortir du bain et je dois me coiffer, je viendrai quand j'aurai fini, d'accord ?",ham,
Earn $856 per week working from home!,spam,
Envoyer de l'argent maintenant http//bit.ly/1995,phishing,
Invia denaro ora http//bit.ly/2533,phishing,
තැරැල් තැප්මනිල්සනයෙන් පැදියේ: http://ffnst.com/7DH654,phishing,
Ricevi gratuitamente un potenziatore di dati mobili con ogni nuovo piano telefonico presso MobileNet. Chiamaci al 800-555-0199 oppure visita www.mobilenet.com,spam,
"nama1 ti prego, venerdì mattina ci riuniamo e papà ci chiede di aiutarlo a convincere nama1 a tornare a studiare.",ham,
Bank of America: Suspicious charge of $2491. Review at bit.ly/123,phishing,
நான் வீடுக்கு பாதுகாப்பாக முடிந்த பிரபலமாக வந்தேன்...,ham,
Heißer Sommerverkauf! Kaufen Sie ein Produkt und erhalten Sie das zweite gratis auf alle Strandbekleidung bei TrendyStyles. Kaufen Sie jetzt unter www.trendystyles.com/sale35,spam,
Pacchetto trattenuto in deposito: http://ffnst.com/7DH4,phishing,
Ti ho inviato &lt;#&gt; dollari,ham,
"Поздравляем! 1-летний специальный кинопропуск на 2 человека - Ваш. Позвоните сейчас по номеру 09061209465! Читайте: Супермен 5, Матрица 3, Звездные войны 3 и многое другое - все бесплатно! bx420-ip4-5we. 150рм. Не упустите!",spam,
لن أقوم بذلك. إذا ماذا حدث مع الرجال؟,ham,
https://goo.gl/782868,spam,
"Вы слышали о новой ""Барби-разводе""? Она поставляется со всем имуществом Кена!",spam,
ටර්මිනල්වෙනියහන්රළ සතියෙන් කටයුතු කර ඇත: http://ffnst.com/7DH479,phishing,
"හාද, ඔබගේ දුරසැලසක් දැන් ඔබගේ තැපැල් කරමින් ඇඟවීමෙහි! ඔබගේ ලිපිනය කුණුසුවරගුවේ?",ham,
Enviar dinero ahora http://bit.ly/1265,phishing,
"No, it was cancelled yeah baby! Well that sounds important so I understand my darlin, give me a ring later on this phone love Kate x",ham,
Für Hilfe rufen Sie bitte +65 6327 2742 an. Es gelten die Geschäftsbedingungen. Bitte antworten Sie nicht.,ham,
Oui princesse! Je veux t'attraper avec mes grandes mains puissantes...,ham,
"ஆம், தெறிக்க போகும், துன்பமாக உள்ளேன், டெலிஃபோன் அழுக்குரல் காத்திருக்கிறேன்... ஆனால் காற்று குறைக்க வேண்டும், பயமுறுத்தும்",ham,
Your tax refund of $4505 is ready. Claim at tinyurl.com/abc,phishing,
Invia denaro ora http//bit.ly/2670,phishing,
"Помните всех тех, кого я ранил во дни сатанинского импостера во мне. Нужно заплатить цену, пусть так и будет. Пусть судьба поддерживает меня и, как вы сказали, молитесь, чтобы у меня было силы преодолеть это.",ham,
Я в кино... собрать машину ореди...,ham,
"In Ordnung, habe das Morphin genommen. Bin zurück.",ham,
Your tax refund of $4387 is ready. Claim at tinyurl.com/abc,phishing,
https://bit.ly/11119,spam,
أرسل الأموال الآن http//bit.ly/1174,phishing,
Sende jetzt Geld: http://bit.ly/1432,phishing,
Iya. Semua ini hanya bersenang-senang. O:-),ham,
FREE iPhone 15! Enter code 4883 at tinyurl.com/abc,spam,
"මට ඔයාට කිසිවක් මොනවා හිතුවාද? මම ඔයාට අවශ්යද, මම කවුද හෝ ... ප්රශ්නයට සතුව නොමා ... මම තවත් ඔයාට ආදරවන්ය මගේ පිරිසැල රදුන් ... ම්ම්්්් ...... උමිමිම්",ham,
K என்பது முடிவடைந்த பின்என் Nordstrom வரும்,ham,
Vous appelez times job aujourd'hui ok umma et leur demandez d'accélérer,ham,
நன்றாக இங்கிலாந்து! அதிகாரப்பூர்வ பாலி ரிங்டோன் அல்லது வண்ணப்பதக்கத்தை உங்கள் மொபைலில் பெறுங்கள்! ரசை அல்லது கொடை என்று 84199 க்கு உரை அனுப்பவும்! பதிலளிப்பு உரை ENG STOP எனினும் உரையாக்கவும். பெட்டகம் 39822 W111WX £1.50,spam,
بلي واحد واحصل على واحد مجانًا لنكهة الشاي الليتشي أو اللاتيه من Yellow Truck Jl. Patuha رقم 29. قم بتبديل هذه الرسالة النصية. ساري المفعول فقط لهذا اليوم. تطبق الشروط والأحكام. عرض *606#,spam,
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,ham,
Prize winner! Claim your $4833 gift card at goo.gl/xyz,phishing,
Premi asuransi jiwa meningkat seiring bertambahnya usia. Beli Asuransi Jiwa 1 Cr sekarang & bayar Rs5390 daripada Rs5603 setelah ulang tahun Anda. Ajukan di rml.lu/KQgkgv34,spam,
Apakah Anda menerima pesan saya?,ham,
تخفيضات صيفية ساخنة! اشتري قطعة واحصل على قطعة واحدة مجانًا على جميع ملابس الشاطئ في TrendyStyles. تسوق الآن على www.trendystyles.com/sale,spam,
Kirim Uang Sekarang http//bit.ly/1611,phishing,
"Ciò che rende alcune persone più care non è solo la felicità che si prova quando le si incontra, ma il dolore che si prova quando si sente la loro mancanza!!!",ham,
Package di Terminal ditahan: http://ffnst.com/7DH885,phishing,
Comment rendre une fille heureuse ? Il n'est pas du tout difficile de rendre une fille heureuse. Vous avez juste besoin d'être... 1. Un ami 2. Un compagnon 3. Un amoureux 4. Un chef... <#> Bon auditeur <#> Organisateur <#> Bon petit ami <#> Très propre <#> Sympathique <#> Athlétique <#> Chaleureux... <#> Courageux <#> Déterminé <#> Sincère <#> Fiable <#> Intelligent... <#> Psychologue <#> Exterminateur de parasites <#> Psychiatre <#> Guérisseur... <#> Styliste <#> Chauffeur... Aaniye pudunga venaam..,ham,
Bank of America: Suspicious charge of $1924. Review at goo.gl/xyz,phishing,
"කැලි පිහිටියේ වාර්යය විශේෂය. ඇතැම් සෞභාගී විශේෂඹාලයන්ගේ වාර්යය. අනාගත්කරණයට නංවාලියක් අවශ්ය වේ, ගිනි බාදා කරන ලද ඉධිළි හොදවුවොත් කරණයේ දක්වති. එලඹවේ තමන්ට ඉඟි වෙයි. සතුටු කාදන්නේ මාගේ ගෙදරට හදන්නේ හොඳයි.",ham,
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,ham,
"Pero por favor, no juegues con la vida de los demás.",ham,
පුද්ගලික ගිනි සහිතය නම් මට හින්ද් පාක් විලේජ් හෝ සිරිල් විලේජ්වල ගෙදර ආවනවාද?,ham,
DRINGEND! Du hast eine 1-wöchige KOSTENLOSE Mitgliedschaft in unserem £100.000 Preis-Jackpot gewonnen! Sende das Wort: BEANSPTUCH an die Nummer: 81010 AGB unter www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18,spam,
"Nonton kartun, mendengarkan musik & malamnya harus pergi ke kuil dan gereja. Bagaimana denganmu?",ham,
🎉 CONGRATS! You won $2570 Amazon gift card! Redeem at goo.gl/xyz 🎉,spam,
Verstehst du? Ich habe alles durchdacht.,ham,
Sende jetzt Geld: http://bit.ly/2129,phishing,
Debt relief program: Get out of debt fast! Call 8231,spam,
"Apa yang terjadi, sayang? Ceritakan padaku.",ham,
Jam berapa Anda akan pergi ke asrama Xin?,ham,
Dapatkan booster data seluler gratis dengan setiap paket ponsel baru di MobileNet. Hubungi kami di 800-555-0199 atau kunjungi www.mobilenet.com/37,phishing,
Controlla questo: https://www.google.com/search?q=nvidia&oq=&gs_lcrp=EgZjaHJvbWUqBggAEEUYOzIGCAAQRRg7MhAIARAuGMcBGLEDGNEDGIAEMhAIAhAAGIMBGLEDGIAEGIoFMhMIAxAuGIMBGMcBGLEDGNEDGIAEMg0IBBAuGIMBGLEDGIAEMgoIBRAAGLEDGIAEMhAIBhAuGMcBGLEDGNEDGIAEMg0IBxAAGIMBGLEDGIAEMg0ICBAAGIMBGLEDGIAEMgcICRAAGI8C0gEJMTk1MWowajE1qAIAsAIA&sourceid=chrome&ie=UTF-8,ham,
Enviar dinero ahora http//bit.ly/1552,phishing,
https://goo.gl/782952,spam,
"Halo, saldo akun Voicespin StockTradeGlobal Anda saat ini sebesar -1873.02. Kecuali Anda mengisinya segera, saldo akan mencapai batas kredit dan akan diblokir secara otomatis.",ham,
Job offer: Earn $887/month. Apply at tinyurl.com/abc,phishing,
"Pas de nouvelles de U4 depuis un moment. Appelez pour une discussion coquine en privé au 01223585334 pour jouir. Vous voulez voir des photos de moi en train de me faire baiser, puis envoyez PIX au 8552. Pour arrêter, envoyez STOP au 8552 SAM xxx",spam,
"சரி, அது அழகுவாக இருக்கும், நீங்கள் உறுதி இல்லையா எனில். நீங்கள் என்ன செய்ய விரும்புகிறீர்கள் என்று சிந்திக்கவும், குடிக்க, ஆடுவது, சாப்பிடுவது, சினிமா, வெளியில், உள்ள விஷயம்... உங்கள் மேல்! என்ன பற்றி?",ham,
Necesitas enviar dinero al IRS AHORA en https://tinyurl.com/9052,spam,
Your account balance is $1956,ham,
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",spam,
Don't miss this amazing deal: shoes for only $30!,spam,
Enviar dinero ahora http//bit.ly/2339,phishing,
Your tax refund of $3706 is ready. Claim at tinyurl.com/abc,phishing,
"Schweinchen, bist du wach? Ich wette, du schläfst noch. Ich gehe jetzt zum Mittagessen ...",ham,
https://goo.gl/783630,spam,
أرسل المال الآن http//bit.ly/2301,phishing,
Yunny... Je vais être en retard,ham,
WIN 837 NOW! Click tinyurl.com/abc to claim!,spam,
Send Money Now http//bit.ly/2236,phishing,
Mmm così delizioso tesoro ... Bel colpo per la suzy,ham,
Prize winner! Claim your $2021 gift card at goo.gl/xyz,phishing,
Paquete retenido en la terminal: http://ffnst.com/7DH671,phishing,
مرحبًا، هل يمكنني الحصول على قرض بقيمة &lt;#&gt; دولار منك؟ سأرد لك المبلغ بحلول منتصف فبراير. من فضلك.,ham,
أرسل المال الآن http//bit.ly/2521,phishing,
Obtenga un amplificador gratuito de datos móviles con cada nuevo plan de teléfono en MobileNet. Llámenos al 800-555-0199 o visite www.mobilenet.com/7,phishing,
Anda dapat mengakses tautan di https://goo.gl/783276.,spam,
Hallo John,ham,
"Sto andando ora per il pranzo con la mia famiglia, poi dopo vado a Orchard.",ham,
Paket im Terminal festgehalten: http://ffnst.com/7DH826,phishing,
Código de Carousell. Nunca compartas tu código con nadie: los empleados de Carousell nunca lo pedirán. Tu código es 4203. Es válido durante 2 minutos.,ham,
أرسل الأموال الآن http//bit.ly/2544,phishing,
Call 4296 for customer support,ham,
Prize winner! Claim your $1514 gift card at bit.ly/123,phishing,
நீங்கள் நாளில் எண்ணெய் &lt;#&gt; அல்லது அதற்கு மேல் மாற முடியுமா?,ham,
நீங்கள் என்னை எப்படி எண்ணினீர். வருத்தமாக உங்களுடைய வகுப்பில் என்னை முதல் முறையாக காண்கின்றீர்களா.,ham,
Poi lei compra oggi? Non c'è bisogno di vedermi...,ham,
http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,phishing,
Enviar dinero ahora http//bit.ly/2514,phishing,
Wat இப்போ செய்கின்றீர்களா?,ham,
"Anruf von 08702490080 - fordert Sie auf, 09066358152 anzurufen, um einen Preis von £5000 zu erhalten. Sie müssen alle Ihre Handy- und persönlichen Daten an den entsprechenden Stellen eingeben. Vorsicht!",spam,
Envoyer de l'argent maintenant http//bit.ly/1337,phishing,
تزداد قيمة القسط الشهري لتأمين الحياة مع التقدم في العمر. اشترِ تأمين حياة بقيمة 1 كرو على الفور وادفع 5390 روبية بدلاً من 5603 بعد عيد ميلادك. تقدم الآن عبر الرابط: rml.lu/KQgkgv41.,spam,
Job offer: Earn $1827/month. Apply at goo.gl/xyz,phishing,
"Hello, your Voicespin Becerra_Ltd account balance is 312.98. Unless you fill it up ASAP it will reach the credit limit and it will be blocked automatical",ham,
Thanks for the help with project.,ham,
تم القبض على الحزمة في المحطة: http://ffnst.com/7DH39,phishing,
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,ham,
Job offer: Earn $1116/month. Apply at goo.gl/xyz,phishing,
Hi here. have birth at on the to at 8lb 7oz. Mother and baby doing brilliantly.,ham,
Oui mais je n'étudie pas le surf lor. Je suis en mode paresseux aujourd'hui.,ham,
"Höre Alfie Moons ""Children in Need"" Song auf deinem Handy. Informiere deine Freunde. Sende Tone charity an 8007 für Nokias oder Poly charity für Polys: Zed 08701417012 spendet an die Wohltätigkeitsorganisation.",spam,
Your verification code is 6229,ham,
ඔබගේ සබැකියා කෝඩ් වාර්තා ප්රදරව්ථය 877987යි,ham,
أرسل شعارًا إلى حبيبك - اسمان يتصلان بالقلب. أرسل الرسالة LOVE NAME1 NAME2 MOBNO مثال: LOVE ADAM EVE 07123456789 إلى 87077. ياهو! ص.ب. 36504W45WQ TxtNO لعدم تلقي الإعلانات. التكلفة 150 بيسة.,spam,
Your payment of $4565 was processed,ham,
Sie müssen dem IRS JETZT Geld senden auf https://tinyurl.com/8989.,spam,
"Entschuldigung, das war mein Onkel. Ich werde in Kontakt bleiben.",ham,
Your order #2661 has been shipped.,ham,
"Kuis TV EASTENDERS. Bunga apa yang dibandingkan DOT dengan dirinya? D = VIOLET E = TULIP F = LILY kirim D, E, atau F ke 84025 SEKARANG untuk kesempatan memenangkan ¬£100 Tunai WKENT/150P16+",spam,
Je peux faire des lasagnes pour vous... vodka...,ham,
Debt relief program: Get out of debt fast! Call 7053,spam,
"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",spam,
Send Money Now http//bit.ly/1112,phishing,
Bank of America: Suspicious charge of $4889. Review at goo.gl/xyz,phishing,
Envoyez de l'argent maintenant http//bit.ly/1826,phishing,
Work from home: Earn $2872/hour! Start today: bit.ly/123,spam,
"Se puoi farlo in qualsiasi momento stasera o quando puoi, va bene, mandami un messaggio quando sei disponibile",ham,
"Salut, le numéro de téléphone &lt;#&gt; vous a ajouté à sa liste de contacts sur www.fullonsms.com. C'est un excellent endroit pour envoyer des SMS gratuits aux gens. Pour en savoir plus, visitez fullonsms.com.",ham,
Call 7376 for customer support,ham,
Пакет зафиксирован в терминале: http://ffnst.com/7DH220,phishing,
Earn $4001 per week working from home!,spam,
مرحبًا، رصيد حسابك في Voicespin DotBig_Limited هو 432.53 دولار. ما لم تقم بشحنه على الفور، سيصل إلى الحد الأقصى للائتمان وسيتم حظره تلقائيًا.,ham,
"Anruf vom Weihnachtsmann! Möchten Ihre Kleinen einen Anruf vom Weihnachtsmann am Heiligen Abend erhalten? Rufen Sie 09077818151 an, um Ihre Zeit zu reservieren. Anrufe kosten 1,50€ pro Minute, dauern 3 Minuten und 30 Sekunden. AGB unter www.santacalling.com.",spam,
https://bit.ly/10800,spam,
بلومبرغ - مركز الرسائل +447797706009 لماذا تنتظر؟ قدّم الآن لمستقبلك http://careers.bloomberg.com,spam,
"உங்கள் பண இருப்பு தற்போது 500 பவுண்டுக்குள் உள்ளது - உங்கள் பணத்தை அதிகபடுத்த உங்கள் பணத்தை அன்பு அன்பை அனுப்பி 86688 க்கு அனுப்பவும், ஒரு செய்தியில் மட்டும் 150 பென்ஸ். CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL",spam,
Вам нужно отправить деньги IRS СЕЙЧАС по адресу https://tinyurl.com/8959,spam,
Work from home: Earn $4041/hour! Start today: bit.ly/123,spam,
Send Money Now http//bit.ly/1226,phishing,
Verwenden Sie den Verifizierungscode 811632 zur Authentifizierung bei Microsoft.,ham,
Your verification code is 7228,ham,
Ok pa. எதுவும் பிரச்சினை இல்லை:-),ham,
காலை வணக்கம் ராணியே! உங்கள் நண்பர் எப்படி இருக்கிறார்?,ham,
Send Money Now http//bit.ly/1115,phishing,
Call 9439 for customer support,ham,
Спасибо большое за звонок. Я ценю ваше внимание.,ham,
Pacchetto trattenuto in transito: http://ffnst.com/7DH72,phishing,
කොක්නෝ ආහාරය සිටිනවා. මම ශීලවාවක් වියහැකියාවක් වෙතත් පිහිටවීමෙන් සමග මෙනු කරාද?,ham,
දැන්ම මුදල් යවන්න http//bit.ly/2550,phishing,
Your payment of $2929 was processed,ham,
"GEWINNER!! Als geschätzter Netzwerkkunde wurden Sie ausgewählt, einen ¬£900-Preis zu erhalten! Um den Preis zu erhalten, rufen Sie bitte unter 09061701461 an. Anspruchscode KL341. Gültig nur 12 Stunden.",spam,
Отправить деньги сейчас http//bit.ly/2794,phishing,
N'oubliez pas de prendre le bol de Dobby dans votre voiture,ham,
ටර්මිනල් පසු පැළරිය ඇතුළු: http://ffnst.com/7DH404,phishing,
Tu código de verificación es 56667.,ham,
Paquete retenido en la terminal: http://ffnst.com/7DH374,phishing,
ඇත්තට ඔබ ගෙන යනවා ඒක බෞද්ධ ඕනේ.,ham,
أرسل الأموال الآن http//bit.ly/1439,phishing,
Package held at the terminal: http://ffnst.com/7DH798,phishing,
ITS A LAPTOP TAKE IT WITH YOU.,ham,
Invia denaro ora http//bit.ly/2001,phishing,
حسنًا، انتظر يا تشيكو..سأرسل بعد &lt;#&gt; دقيقة,ham,
ටර්මිනල්වල ප්රතිරූපය: http://ffnst.com/7DH568,phishing,
Invia denaro ora http//bit.ly/1925,phishing,
ශ්රීලන්කරුගේ! අපි ඔබ සම්බන්ධ කරමු. පෙර සතියේ ඡන්දය දක්වයි අමතර රුපියල් 1000 ලෙස ලැබුණා GUARANTEED. 09064012160 ට ඇමතුම. අයපෙළ කේතය K52. වලංගුය 12ප.ට. දර්ශනය 150කග ලෙස.,spam,
දැන් මුදල් යවන්න http//bit.ly/1222,phishing,
Your tax refund of $2634 is ready. Claim at bit.ly/123,phishing,
Votre colis n'a pas pu être livré en raison de frais de douane impayés. Payez maintenant sur www.postal-service.com/fees/30,phishing,
K..k:) ¿Dónde estás? ¿Cómo te fue en tu presentación?,ham,
Paket di Terminal tertahan: http://ffnst.com/7DH937,phishing,
"Банк ICICI Счет ХХ079 списал 1,34,902.64 рупии 13-Дек-23 InfoEBA*NSE M 202.Доступный баланс 61,750.46 рупии. Для оспаривания звоните по 00914071403333",ham,
<#> Verificación del Servicio Social de Samsung: 4325,ham,
https://bit.ly/10518,spam,
"¡Hola, el saldo de tu cuenta de Voicespin Test_Keylock_05 es de 9.25. A menos que lo recargues lo antes posible, alcanzará el límite de crédito y se bloqueará automáticamente!",ham,
"Ok, pas de problème... Oui je vais à l'école à 4h si je me souviens correctement...",ham,
Invia denaro ora http//bit.ly/2248,phishing,
Send Money Now http//bit.ly/2532,phishing,
Job offer: Earn $936/month. Apply at tinyurl.com/abc,phishing,
أرسل الأموال الآن http//bit.ly/2739,phishing,
RM0.00 Firefly FY3552 PEN-KNO le 22DEC23 a été reprogrammé à 0700Hrs. Nouvel itinéraire envoyé par email. Veuillez appeler le +60378454543 pour toute demande de renseignements.,ham,
(aytd2773838383 https://goo.gl/783078,spam,
"Boah ... Dein Internet ist heute wirklich schlecht, oder?",ham,
Enviar dinero ahora http//bit.ly/2109,phishing,
🎉 CONGRATS! You won $2212 Amazon gift card! Redeem at tinyurl.com/abc 🎉,spam,
Sende jetzt Geld http//bit.ly/1460,phishing,
URGENT: Your prize is waiting! Call 8970,spam,
Send Money Now http//bit.ly/1327,phishing,
"Aku merasa geleh sendiiri ini lipstik aku merah sekali wkkw, mana dapet dikasih ini jg",ham,
"Désolé, je vais appeler plus tard",ham,
Work from home: Earn $2257/hour! Start today: goo.gl/xyz,spam,
<#> 6129 - это ваш проверочный код Disney+ Hotstar. Приятного просмотра! 0P1dUnbmS/K,ham,
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,spam,
Sende jetzt Geld: http://bit.ly/2308,phishing,
Call 8768 for customer support,ham,
Penjualan Musim Panas! Beli satu dapat satu gratis untuk semua pakaian pantai di TrendyStyles. Belanja sekarang di www.trendystyles.com/sale10,spam,
Paquete detenido en la terminal: http://ffnst.com/7DH245,phishing,
مرحبًا، لقد فاتني تحدثك بالبارحة لأن هاتفي كان على الشحن... *يبتسم*... سألتقي صديقًا قريبًا,ham,
Wylie-Update: Mein Drogenhändler Carlos war in Freedom und hatte eine Klasse mit Lunsford.,ham,
Work from home: Earn $4873/hour! Start today: goo.gl/xyz,spam,
I got your back! Do you have any dislikes in bed?,ham,
Отправить деньги сейчас http//bit.ly/2565,phishing,
உங்கள் Airbnb சரிபார்க்குக் குறியீடு 117990 ஆகும்.,ham,
දැන් මුදල් යොමු කරන්න http//bit.ly/1640,phishing,
දැන් මුදල් යවන්න http//bit.ly/1074,phishing,
முக்கியமான ஒரு செய்திக்கு உங்களை அழைப்பது பயப்படும் என்று எனக்கு நிபந்தித்தது முடிந்து உள்ளது.,ham,
"Sebagian besar waktu ketika saya tidak membiarkan Anda memeluk saya, itu karena saya takut akan menangis.",ham,
ඔබගේ ඩිස්කෝර්ඩ් ආරක්ෂක ලකුණු ඇතළ: 002603 \\\tzD9jY28Wrn,ham,
نتفلكس - ثلاث خطوات أخرى وسنقوم بالباقي. انتهي من التسجيل هنا: m.netflix.com/cA8oCtodPMb,ham,
"Saya ingin memberitahu Anda satu hal, jangan salah paham karenaku. INILAH PESAN YANG ANDA KIRIM :)",ham,
"¡Promoción especial! ¡BONO DE 500MB (1hr) de CUOTA! ¡Simplemente recarga a partir de 5,000 hoy! Vamos, ¡recarga tu saldo ahora mismo! T580",spam,
Debt relief program: Get out of debt fast! Call 9606,spam,
நீங்கள் IRS குறித்து இப்போது பணம் அனுப்ப வேண்டும் https://tinyurl.com/9020,spam,
ටර්මිනල් තැටින් පැකට් ඇතුළු කළා: http://ffnst.com/7DH497,phishing,
هل رأيت من عاد إلى هولبي؟,ham,
Don't miss this amazing deal: watch for only $69!,spam,
WhatsApp: New security code: 6065. Don't share it.,phishing,
Don't miss this amazing deal: jacket for only $30!,spam,
FREE iPhone 15! Enter code 8709 at tinyurl.com/abc,spam,
Your entry won! Claim $2723 cash prize at goo.gl/xyz,spam,
"මෙම අධිකරණය සිංහලයෙන් සඳහන් කරන්නට හැකි නම් උදාවෙන් එය නොමැවිනිපස් මෙහි දැන් ඇප් ටිස් සහිත හේන්ර්, පරාජය, ඇස්පබ්බා සහ විශේෂයෙන් ස්පර්ස් මත අදින පණිවිඩය.... කියන්න හැකිද කරුණු මෙන්ම ලිපිගත කර තිබෙනවාට ඉවහිර කළ වචන වර්ගනක් එයි. එහි පහසුයි නැවතර මට පිටවුණු එකයි.",ham,
குரூப் எண் 348811 ஐப் பயன்படுத்தி மைக்ரோசாப்ட் உறுதிப்படுத்தலுக்கு பயன்படுத்துங்கள்.,ham,
Send Money Now http//bit.ly/2779,phishing,
Yo do you know anyone &lt;#&gt; or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,ham,
Yar lor in realtà siamo abbastanza veloci... Perché quell'altro è lento... Haha...,ham,
Mungkin nanti. Aku juga perlu belajar untuk ujian MCAT.,ham,
ඔයාට කෙසේ වැඩි කියලා. පුනරා ඔය උඹට හදාගුත්. මම 5 ට ශජිත නැහැ. මම තවත් tired නැත්තා නැතිහො ස්තුතින් ඉරනවා. ඔයට මේ භාවිතයේ කරනු කොටස් දෙකකෙදි. හොඳටම දන්න තියනවා. එයට පටත් සම්බන්දකව. X,ham,
வலி நிறைந்துவிட்டது. மீண்டும் தூக்கிறேன்.,ham,
"Gentile titolare del buono, per richiedere i pass per la sala business dell'aeroporto inclusi nel vostro voucher vacanza, chiamate il 08704439680. Durante la prenotazione, menzionate ""business class x 2"".",spam,
Sende jetzt Geld: http://bit.ly/2781,phishing,
Storie sporche e RAGAZZE in attesa dei tuoi,spam,
டெர்மினலில் பேக்கேஜ் படத்தில் உள்ளது: http://ffnst.com/7DH322,phishing,
"No sé, mi papá dijo que va a venir a casa para llevarnos a almorzar. Sí, voy contigo. Te llamo cuando llegue a la escuela...",ham,
"Obtenez la sonnerie de l'Angleterre avec 3 lions, répondez lionm 4 mono ou lionp 4 poly. Pour en savoir plus, allez sur www.ringtones.co.uk, l'original et le meilleur. Les tonalités sont à 3 GBP, des tarifs de l'opérateur réseau s'appliquent.",spam,
مرحبًا، رصيد حسابك في Voicespin DotBig_Limited هو 372.46. ما لم تقم بشحنه على الفور، سيصل إلى الحد الأقصى للائتمان وسيتم حظره تلقائيًا.,ham,
Work from home: Earn $1976/hour! Start today: goo.gl/xyz,spam,
திரும்பி பணம் அனுப்புங்கள் http//bit.ly/2019,phishing,
Bank of America: Suspicious charge of $3565. Review at goo.gl/xyz,phishing,
Vous devez envoyer de l'argent au fisc MAINTENANT sur https://tinyurl.com/8961,spam,
"Я проголосую за то, куда поведёт меня моё сердце.",ham,
🎉 CONGRATS! You won $4835 Amazon gift card! Redeem at goo.gl/xyz 🎉,spam,
Your entry won! Claim $2507 cash prize at goo.gl/xyz,spam,
கடிலில் உள்ள பொருள்: http://ffnst.com/7DH1027,phishing,
"Oncle Boye, j'ai besoin de films. Guide-moi. En plus, tu sais que les torrents ne sont pas particulièrement légaux ici. Et le système ralentit. Que devrais-je faire ? Passe une excellente journée. Et as-tu commencé car je ne te rencontre pas en ligne. Comment s'est passée la lune de miel ?",ham,
"Ja, hallo, was ist dein Problem?",ham,
"உங்கள் என்றும் நான் இல்லை என்று இழக்கபட்டுவிட்டேன், நான் எப்போதும் உங்களுக்கு இங்கே உள்ளேன். நான் உங்களை காயப்படுத்த வேண்டியதில்லை ஆனால், பற்றி உங்களை எப்படி உண்மையாக நான் எனக்கும் உண்டு என்று நான் எப்படி அறிந்திருந்தார் என்று இலங்கில் என் அம்மாவுக்கு சொன்னது. நான் உங்கள் பாரவைக்கு காத்திருக்கிறேன்.",ham,
SMS-ஐ தானமாக பதில் அளிக்க வேண்டாம்,ham,
Your entry won! Claim $4459 cash prize at bit.ly/123,spam,
Where in abj are you serving. Are you staying with dad or alone.,ham,
"Ketika kamu terluka oleh orang yang dekat denganmu, jangan berkelahi dengan mereka. Karena terkadang pertengkaran itu menyelamatkan hubungan, tetapi diam saja tidak akan meninggalkan apa pun dalam hubungan. Selamat sore :)",ham,
Tengo dieci rupie sullo scaffale:) compra due uova.,ham,
"Amico, mentre stavamo preparando quei brownies strani, mia sorella ha fatto dei biscotti fantastici. Ho fatto delle foto.",ham,
حليف. يُرجى عدم الرد على هذه الرسالة النصية.,ham,
Codice di accesso Snapchat: 139656. Il supporto di Snapchat non richiederà questo codice. Non condividere con nessuno.,ham,
Mi farai sapere quando torni dalla vacanza quel giorno. Sta arrivando. Non dimenticare di mandarmi un messaggio col numero.,ham,
Envoyez de l'argent maintenant http//bit.ly/2646,phishing,
"Gebyar плюс-поинт INDOSAT 2013 выпуск 2013, период 9, Ваш пин-код (d377hi8) одержал приз, для информации; www.gebyarINDOSATpoinplus.weebly.com",spam,
"Halo, saldo akun Voicespin INTENDA_GROUP_LIMITED Anda saat ini adalah -170.14. Kecuali Anda mengisinya secepatnya, saldo akan mencapai batas kredit dan akun akan diblokir.",ham,
Отправьте деньги сейчас http//bit.ly/1869,phishing,
අද මගේ පද්ධතිය සූර්ව ඉගෙන ගැනීමක්. සියලුම අනුයුක්තක සහ මම බොකුක් සිටිනවා.,ham,
"Hast du manchmal einen Song grundlos im Kopf, der nicht mehr weggeht, bis du ihn etwa 5 Mal gehört hast?",ham,
لم لم تتصل بي أثناء وجبة الغداء؟,ham,
أرسل الأموال الآن http//bit.ly/2357,phishing,
Envoyez de l'argent maintenant http//bit.ly/1675,phishing,
Earn $2989 per week working from home!,spam,
Send Money Now http//bit.ly/1038,phishing,
"Verdammt nochmal, ich kann nicht glauben, dass Sie meinen Nachnamen vergessen haben, Herr . Ich gebe Ihnen einen Hinweis, er ist spanisch und beginnt mit M...",ham,
Dont know you bring some food,ham,
Kenapa saya ikut campur di antara kalian,ham,
Bersenang-senang dengan saudara laki-laki saya dan keluarganya,ham,
