id,source,text,label
s01297,synthetic,【みずほ銀行】お取引を一時制限しました。本人確認はこちら: id-check-client.vip,phishing
s01298,synthetic,PаyРаl: your account іs lіmitеd. Restоre accеss: роrtаl-servісе-рay.onlіnе,phishing
s01299,synthetic,BPER: Il tuo conto è stato bloccato. Verifica la tua identità: portal-client.top,phishing
s01300,synthetic,בנק לאומי: חשבונך הוגבל עקב פעילות חריגה. אמת את פרטיך: verify.client.top,phishing
s01301,synthetic,Your bank card has been deactivated. Call +44 7906 925497 now to reactivate. Do NOT visit a branch.,phishing
s01302,synthetic,Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: verify.client-login.app,phishing
s01303,synthetic,"LAATSTE WAARSCHUWING: Onbetaalde tol € 12,90. Betaal nu: account.login.cn-bank.com",phishing
s01304,synthetic,بنك الرياض: تم إيقاف حسابك مؤقتاً. تحقق من هويتك الآن: verify.client-pay.online,phishing
s01305,synthetic,"Se ha realizado un cargo de 8,450 MXN en su cuenta. Si no lo reconoce, llame al 06 47 78 22 39 de inmediato.",phishing
s01306,synthetic,"Sua conta do WhatsApp será desativada. Para mantê-la, encaminhe o código de 6 dígitos que acabamos de enviar.",phishing
s01307,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: update.client-verify.net",phishing
s01308,synthetic,"DHL: Su paquete está retenido en aduana. Pague 499,99 € para liberarlo: verify.service.live",phishing
s01309,synthetic,"Chronopost: Votre colis est bloqué. Frais de 1,99 € requis sous 48h: update.service-pay.online",phishing
s01310,synthetic,La Banque Postale: Votre compte a été bloqué. Vérifiez votre identité immédiatement: verify-login-billing.net,phishing
s01311,synthetic,"Hesabınızdan 19,90 TL çekildi. Tanımıyorsanız hemen 1-840-499-3105 numarasını arayın.",phishing
s01312,synthetic,Hier ist der Chef. Bin im Meeting. Kauf bitte 5 Apple-Geschenkkarten zu je 100€ für Kunden und schick mir die Codes.,phishing
s01313,synthetic,"Tu cuenta de WhatsApp será desactivada. Para mantenerla, reenvía el código de 6 dígitos que acabamos de enviarte.",phishing
s01314,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: billing-pay-billing.net",phishing
s01315,synthetic,"IRS: You have a pending tax refund of ¥1,980. Claim before the deadline: account.pay.cn-bank.com",phishing
s01316,synthetic,FINAL NOTICE: Unpaid toll of 500 ريال. Pay now to avoid a late fee and license suspension: update-login-login.app,phishing
s01317,synthetic,"Belastingdienst: U krijgt € 184,50 terug. Bevestig uw gegevens: billing.pay.cn-bank.com",phishing
s01318,synthetic,"FINAL NOTICE: Unpaid toll of ¥4,990. Pay now to avoid a late fee and license suspension: id-check.pay.live",phishing
s01319,synthetic,"DHL: Sua encomenda está retida na alfândega. Pague R$ 9,90: encomenda.client.xyz",phishing
s01320,synthetic,"Hi mum, my phone broke so this is my new number. Can you message me on WhatsApp? Something urgent came up x",phishing
s01321,synthetic,Y0ur p@ck@g3 n33d$ @ f33. P@y @t http$://1$.gd/j002196,phishing
s01322,synthetic,"Geek Squad: Your 9.90 ₪ annual plan auto-renews today. To cancel, call 1-842-944-3657 immediately.",phishing
s01323,synthetic,أرامكس: شحنتك معلقة في الجمارك. ادفع 1.99 دولار للإفراج: verify-client-verify.net,phishing
s01324,synthetic,Уоur cаrd is suspended. Сall 888-402-1176 tо re-асtivatе.,phishing
s01325,synthetic,Тинькофф: Ваша карта заблокирована. Подтвердите личность: verify-client-pay.online,phishing
s01326,synthetic,Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: verify.client-billing.net,phishing
s01327,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: id-check-client.live",phishing
s01328,synthetic,"LAATSTE WAARSCHUWING: Onbetaalde tol € 184,50. Betaal nu: portal.service.live",phishing
s01329,synthetic,Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: account-client-secure.com,phishing
s01330,synthetic,P a y P a l : y o u r a c c o u n t i s l i m i t e d . R e s t o r e a c c e s s : p o r t a l . p a y . c n - b a n k . c o m,phishing
s01331,synthetic,"Jadlog: Sua encomenda está retida na alfândega. Pague R$ 1.482,00: portal.service-verify.net",phishing
s01332,synthetic,"Hey it's me, new number, old phone died. Need a quick favour, can you transfer me some money? I'll explain later",phishing
s01333,synthetic,P@yP@l: y0ur @cc0unt 1$ l1m1t3d. R3$t0r3 @cc3$$: v3r1fy.p@y.cn-b@nk.c0m,phishing
s01334,synthetic,"Hallo Mama, mein Handy ist kaputt. Das ist meine neue Nummer. Kannst du mir schnell bei einer Überweisung helfen?",phishing
s01335,synthetic,"FINAL NOTICE: Unpaid toll of 19,90 TL. Pay now to avoid a late fee and license suspension: toll-login-secure.com",phishing
s01336,synthetic,"Se ha realizado un cargo de 499,99 € en su cuenta. Si no lo reconoce, llame al 1-886-953-2926 de inmediato.",phishing
s01337,synthetic,BCA: Rekening Anda akan diblokir. Verifikasi data Anda: verifikasi-login.cn-bank.com,phishing
s01338,synthetic,"BRT: Il tuo pacco è in giacenza. Paga 184,50 € per lo sdoganamento: pacco.login-billing.net",phishing
s01339,synthetic,"Geek Squad: Your ¥1,980 annual plan auto-renews today. To cancel, call +44 7814 854329 immediately.",phishing
s01340,synthetic,FINAL NOTICE: Unpaid toll of ₹99. Pay now to avoid a late fee and license suspension: update.pay.top,phishing
s01341,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: id-check.pay-login.app",phishing
s01342,synthetic,"DHL: Su paquete está retenido en aduana. Pague 184,50 € para liberarlo: aduana.login.top",phishing
s01343,synthetic,IRS: You have a pending tax refund of ₹499. Claim before the deadline: update-service.vip,phishing
s01344,synthetic,FINAL NOTICE: Unpaid toll of $499.99. Pay now to avoid a late fee and license suspension: update.login.top,phishing
s01345,synthetic,"LETZTE MAHNUNG: Offene Mautgebühr 499,99 €. Zahlen Sie jetzt: portal.login.top",phishing
s01346,synthetic,Bancomer: Su cuenta ha sido bloqueada por seguridad. Verifique su identidad: id-check-login-pay.online,phishing
s01347,synthetic,Your bank card has been deactivated. Call +44 7879 291590 now to reactivate. Do NOT visit a branch.,phishing
s01348,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: update.client-billing.net",phishing
s01349,synthetic,سمسا: شحنتك معلقة في الجمارك. ادفع 500 ريال للإفراج: id-check.service-login.app,phishing
s01350,synthetic,P​a​y​P​a​l​:​ ​y​o​u​r​ ​a​c​c​o​u​n​t​ ​i​s​ ​l​i​m​i​t​e​d​.​ ​R​e​s​t​o​r​e​ ​a​c​c​e​s​s​:​ ​a​c​c​o​u​n​t​-​p​a​y​-​p​a​y​.​o​n​l​i​n​e,phishing
s01351,synthetic,"Eine Abbuchung von 9,90 € wurde vorgenommen. Falls nicht autorisiert, rufen Sie +44 7595 823090 an.",phishing
s01352,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: portal.login-pay.online",phishing
s01353,synthetic,"Correios: Sua encomenda está retida na alfândega. Pague R$ 49,90: encomenda.client-secure.com",phishing
s01354,synthetic,Yurtiçi Kargo: Paketiniz gümrükte bekliyor. 499 TL ödeyin: kargo-pay.cn-bank.com,phishing
s01355,synthetic,בנק דיסקונט: חשבונך הוגבל עקב פעילות חריגה. אמת את פרטיך: update-pay-verify.net,phishing
s01356,synthetic,【招商银行】您的银行卡已被冻结，请立即验证身份：billing-login.top,phishing
s01357,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: portal.service.top",phishing
s01358,synthetic,Delhivery: Aapka parcel customs mein ruka hai. ₹499 pay karein: verify.client.top,phishing
s01359,synthetic,Y0ur p@ck@g3 n33d$ @ f33. P@y @t http$://t.ly/@5395,phishing
s01360,synthetic,"GLS: Ihr Paket konnte nicht zugestellt werden. Zollgebühr 184,50 €: update-login.vip",phishing
s01361,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: id-check.pay.xyz",phishing
s01362,synthetic,P@yP@l: y0ur @cc0unt 1$ l1m1t3d. R3$t0r3 @cc3$$: r3$t0r3-p@y.t0p,phishing
s01363,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: portal.client-pay.online",phishing
s01364,synthetic,"LAATSTE WAARSCHUWING: Onbetaalde tol € 184,50. Betaal nu: id-check-login.xyz",phishing
s01365,synthetic,FINAL NOTICE: Unpaid toll of Rp 9.900. Pay now to avoid a late fee and license suspension: id-check-login-pay.online,phishing
s01366,synthetic,"LETZTE MAHNUNG: Offene Mautgebühr 499,99 €. Zahlen Sie jetzt: billing.pay.live",phishing
s01367,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: id-check-client.top",phishing
s01368,synthetic,Bradesco: Sua conta foi bloqueada. Atualize seus dados agora: verify.login.info,phishing
s01369,synthetic,FINAL NOTICE: Unpaid toll of 14 500 ₽. Pay now to avoid a late fee and license suspension: billing-pay-verify.net,phishing
s01370,synthetic,BPER: Il tuo conto è stato bloccato. Verifica la tua identità: id-check-login.cn-bank.com,phishing
s01371,synthetic,"Ciao mamma, ho rotto il telefono, questo è il mio nuovo numero. Mi serve aiuto per un pagamento urgente",phishing
s01372,synthetic,"IRS: You have a pending tax refund of ¥14,800. Claim before the deadline: id-check-login.live",phishing
s01373,synthetic,"AVISO: Peaje pendiente de 1,99 €. Pague ahora para evitar recargos: billing-client.vip",phishing
s01374,synthetic,"Geek Squad: Your $1,482.00 annual plan auto-renews today. To cancel, call +1 (809) 961-5554 immediately.",phishing
s01375,synthetic,FINAL NOTICE: Unpaid toll of Rp 49.900. Pay now to avoid a late fee and license suspension: account-client.top,phishing
s01376,synthetic,Yurtiçi Kargo: Paketiniz gümrükte bekliyor. 499 TL ödeyin: billing.client.live,phishing
s01377,synthetic,P​a​y​P​a​l​:​ ​y​o​u​r​ ​a​c​c​o​u​n​t​ ​i​s​ ​l​i​m​i​t​e​d​.​ ​R​e​s​t​o​r​e​ ​a​c​c​e​s​s​:​ ​a​c​c​o​u​n​t​-​s​e​r​v​i​c​e​.​v​i​p,phishing
s01378,synthetic,"Finanzamt: Ihnen steht eine Erstattung von 184,50 € zu. Bestätigen Sie Ihre Daten: verify.service-billing.net",phishing
s01379,synthetic,FINAL NOTICE: Unpaid toll of Rp 9.900. Pay now to avoid a late fee and license suspension: portal.login.live,phishing
s01380,synthetic,"PostNL: Uw pakket wacht op een douanekosten van € 1,99: verify-pay.top",phishing
s01381,synthetic,Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: account.service.vip,phishing
s01382,synthetic,P a y P a l : y o u r a c c o u n t i s l i m i t e d . R e s t o r e a c c e s s : r e s t o r e . l o g i n - p a y . o n l i n e,phishing
s01383,synthetic,Rabobank: Uw rekening is geblokkeerd. Verifieer uw identiteit: verify-client-billing.net,phishing
s01384,synthetic,"SDA: Il tuo pacco è in giacenza. Paga 1,99 € per lo sdoganamento: update-service.live",phishing
s01385,synthetic,Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: update.pay.live,phishing
s01386,synthetic,【中国邮政】您的包裹因关税被扣留，请支付¥49.90：update-pay-billing.net,phishing
s01387,synthetic,Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: id-check.service.vip,phishing
s01388,synthetic,Your bank card has been deactivated. Call +44 7763 597335 now to reactivate. Do NOT visit a branch.,phishing
s01389,synthetic,"DERNIER AVIS: Péage impayé de 499,99 €. Réglez maintenant pour éviter une amende: id-check.client.live",phishing
s01390,synthetic,"Papá soy yo, perdí mi teléfono, este es mi número temporal. Necesito que me ayudes con un pago hoy",phishing
s01391,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: verify.login.cn-bank.com",phishing
s01392,synthetic,"Aqui é o chefe, estou em reunião. Compre 5 cartões-presente Apple de $100 para clientes e me envie os códigos, reembolso hoje.",phishing
s01393,synthetic,Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: update-client.top,phishing
s01394,synthetic,"Geek Squad: Your Rp 1.482.000 annual plan auto-renews today. To cancel, call 06 47 98 16 62 immediately.",phishing
s01395,synthetic,"Belastingdienst: U krijgt € 12,90 terug. Bevestig uw gegevens: update.service-verify.net",phishing
s01396,synthetic,"Mondial Relay: Votre colis est bloqué. Frais de 184,50 € requis sous 48h: update-pay-verify.net",phishing
s01397,synthetic,FINAL NOTICE: Unpaid toll of 499 TL. Pay now to avoid a late fee and license suspension: account-pay-verify.net,phishing
s01398,synthetic,מזרחי טפחות: חשבונך הוגבל עקב פעילות חריגה. אמת את פרטיך: verify-pay-secure.com,phishing
s01399,synthetic,Aapke account se ₹99 cut hua hai. Agar aapne nahi kiya to turant +1 (811) 992-8254 par call karein.,phishing
s01400,synthetic,Delhivery: Aapka parcel customs mein ruka hai. ₹99 pay karein: account-client-pay.online,phishing
s01401,synthetic,"Hi, this is HR. We're updating payroll. Please confirm your bank account details before Friday's run: id-check.login.top",phishing
s01402,synthetic,Уоur рackаgе needs a fee. Раy аt httрs://t.lу/у8708,phishing
s01403,synthetic,ING: Uw rekening is geblokkeerd. Verifieer uw identiteit: portal-service.live,phishing
s01404,synthetic,IRS: You have a pending tax refund of 499 ₽. Claim before the deadline: account.client-billing.net,phishing
s01405,synthetic,"PTT Kargo: Paketiniz gümrükte bekliyor. 19,90 TL ödeyin: billing.service.vip",phishing
s01406,synthetic,MNG Kargo: Paketiniz gümrükte bekliyor. 499 TL ödeyin: kargo.pay.live,phishing
s01407,synthetic,P​a​y​P​a​l​:​ ​y​o​u​r​ ​a​c​c​o​u​n​t​ ​i​s​ ​l​i​m​i​t​e​d​.​ ​R​e​s​t​o​r​e​ ​a​c​c​e​s​s​:​ ​p​o​r​t​a​l​-​p​a​y​-​b​i​l​l​i​n​g​.​n​e​t,phishing
s01408,synthetic,PауPаl: your ассоunt is limited. Restorе аccess: aссount.client-securе.cоm,phishing
s01409,synthetic,FINAL NOTICE: Unpaid toll of 1 990 ₽. Pay now to avoid a late fee and license suspension: account.login-verify.net,phishing
s01410,synthetic,"Coinbase: Auszahlung von 0,45 BTC eingeleitet. Falls nicht von Ihnen, hier stornieren: id-check-service-billing.net",phishing
s01411,synthetic,דואר ישראל: החבילה שלך מעוכבת במכס. שלם 9.90 ₪ לשחרור: update.login.vip,phishing
s01412,synthetic,BNI: Rekening Anda akan diblokir. Verifikasi data Anda: portal.login.top,phishing
s01413,synthetic,"【圆通速递】您的包裹因关税被扣留，请支付¥1,482：portal.client.xyz",phishing
s01414,synthetic,"Impots.gouv: Vous avez droit à un remboursement de 184,50 €. Confirmez vos coordonnées: verify-login.vip",phishing
s01415,synthetic,"DHL: Sua encomenda está retida na alfândega. Pague R$ 49,90: account-pay-secure.com",phishing
s01416,synthetic,"Geek Squad: Your ¥14,800 annual plan auto-renews today. To cancel, call 06 91 60 51 25 immediately.",phishing
s01417,synthetic,"DHL: Ihr Paket konnte nicht zugestellt werden. Zollgebühr 184,50 €: billing-service.cn-bank.com",phishing
s01418,synthetic,Aras Kargo: Paketiniz gümrükte bekliyor. 1.482 TL ödeyin: update-pay.info,phishing
s01419,synthetic,Commerzbank: Ihr Konto wurde gesperrt. Bestätigen Sie Ihre Identität: id-check-service-pay.online,phishing
s01420,synthetic,"【佐川急便】お荷物のお届けに¥4,990の関税が必要です: haitatsu.client.live",phishing
s01421,synthetic,Hesabınızdan 1.482 TL çekildi. Tanımıyorsanız hemen 1-807-960-7601 numarasını arayın.,phishing
s01422,synthetic,Yоur pасkagе nееds a fее. Paу аt httрs://tinуurl.сom/u538660,phishing
s01423,synthetic,BRI: Rekening Anda akan diblokir. Verifikasi data Anda: update-client.cn-bank.com,phishing
s01424,synthetic,"Impots.gouv: Vous avez droit à un remboursement de 499,99 €. Confirmez vos coordonnées: remboursement-login-secure.com",phishing
s01425,synthetic,"Impots.gouv: Vous avez droit à un remboursement de 499,99 €. Confirmez vos coordonnées: remboursement.login-secure.com",phishing
s01426,synthetic,Lloyds Alert: Your account has been LOCKED due to suspicious activity. Verify your identity now: id-check.pay-secure.com,phishing
s01427,synthetic,JNE: Paket Anda tertahan di bea cukai. Bayar Rp 9.900: portal-pay.live,phishing
s01428,synthetic,"Finanzamt: Ihnen steht eine Erstattung von 9,90 € zu. Bestätigen Sie Ihre Daten: id-check.pay-pay.online",phishing
s01429,synthetic,"Hi, this is HR. We're updating payroll. Please confirm your bank account details before Friday's run: portal.login-login.app",phishing
s01430,synthetic,"DERNIER AVIS: Péage impayé de 184,50 €. Réglez maintenant pour éviter une amende: update-service-secure.com",phishing
s01431,synthetic,"FINAL NOTICE: Unpaid toll of 1,490 ₪. Pay now to avoid a late fee and license suspension: id-check.client-secure.com",phishing
s01432,synthetic,Banco do Brasil: Sua conta foi bloqueada. Atualize seus dados agora: update.pay-login.app,phishing
s01433,synthetic,"GLS: Ihr Paket konnte nicht zugestellt werden. Zollgebühr 1,99 €: verify-service.live",phishing
s01434,synthetic,"Coinbase: Se inició un retiro de 0.45 BTC. Si no fue usted, cancele aquí: billing-login.vip",phishing
s01435,synthetic,FINAL NOTICE: Unpaid toll of 499 TL. Pay now to avoid a late fee and license suspension: billing-pay-billing.net,phishing
s01436,synthetic,"Mummy mera phone toot gaya, ye mera naya number hai. Aaj ek payment karni hai, help karo please",phishing
s01437,synthetic,"Er is € 184,50 afgeschreven. Niet herkend? Bel direct +1 (819) 513-8517.",phishing
s01438,synthetic,Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: id-check-login.xyz,phishing
s01439,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: portal-login-login.app",phishing
s01440,synthetic,"DERNIER AVIS: Péage impayé de 184,50 €. Réglez maintenant pour éviter une amende: peage.login-verify.net",phishing
s01441,synthetic,FINAL NOTICE: Unpaid toll of 14 500 ₽. Pay now to avoid a late fee and license suspension: billing-service-login.app,phishing
s01442,synthetic,"Eine Abbuchung von 1,99 € wurde vorgenommen. Falls nicht autorisiert, rufen Sie +1 (885) 705-1217 an.",phishing
s01443,synthetic,"Ваш аккаунт WhatsApp будет деактивирован. Перешлите 6-значный код, который мы только что отправили.",phishing
s01444,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: account-pay.xyz",phishing
s01445,synthetic,"FINAL NOTICE: Unpaid toll of ₹1,482. Pay now to avoid a late fee and license suspension: toll.client.cn-bank.com",phishing
s01446,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: billing-client.top",phishing
s01447,synthetic,PTT Kargo: Paketiniz gümrükte bekliyor. 1.482 TL ödeyin: verify-service-pay.online,phishing
s01448,synthetic,"FINAL NOTICE: Unpaid toll of 19,90 TL. Pay now to avoid a late fee and license suspension: toll-pay-secure.com",phishing
s01449,synthetic,IRS: You have a pending tax refund of $499.99. Claim before the deadline: portal.service.xyz,phishing
s01450,synthetic,Тинькофф: Ваша карта заблокирована. Подтвердите личность: verify.login-secure.com,phishing
s01451,synthetic,"DPD: Uw pakket wacht op een douanekosten van € 12,90: verify.pay-pay.online",phishing
s01452,synthetic,FINAL NOTICE: Unpaid toll of 1 990 ₽. Pay now to avoid a late fee and license suspension: id-check.login.top,phishing
s01453,synthetic,"LETZTE MAHNUNG: Offene Mautgebühr 184,50 €. Zahlen Sie jetzt: billing-pay-verify.net",phishing
s01454,synthetic,"Votre compte WhatsApp va être désactivé. Pour le garder, transférez le code à 6 chiffres que nous venons d'envoyer.",phishing
s01455,synthetic,IRS: You have a pending tax refund of ₹499. Claim before the deadline: id-check.pay-billing.net,phishing
s01456,synthetic,Lloyds Alert: Your accоunt has bеen loсkеd. Verifу now аt pоrtаl.рaу.vіp,phishing
s01457,synthetic,Your MetaMask wallet will be suspended. Validate your seed phrase to keep access: portal-login-login.app,phishing
s01458,synthetic,"Addebito di 499,99 € effettuato. Se non riconosci, chiama il +1 (803) 698-1490 entro 24h.",phishing
s01459,synthetic,C​i​t​i​b​a​n​k​ ​A​l​e​r​t​:​ ​Y​o​u​r​ ​a​c​c​o​u​n​t​ ​h​a​s​ ​b​e​e​n​ ​l​o​c​k​e​d​.​ ​V​e​r​i​f​y​ ​n​o​w​ ​a​t​ ​i​d​-​c​h​e​c​k​-​p​a​y​-​v​e​r​i​f​y​.​n​e​t,phishing
s01460,synthetic,"FINAL NOTICE: Unpaid toll of ¥14,800. Pay now to avoid a late fee and license suspension: account.client.cn-bank.com",phishing
s01461,synthetic,"Se ha realizado un cargo de 184,50 € en su cuenta. Si no lo reconoce, llame al +44 7855 337358 de inmediato.",phishing
s01462,synthetic,Your bank card has been deactivated. Call +44 7523 813301 now to reactivate. Do NOT visit a branch.,phishing
s01463,synthetic,"Belastingdienst: U krijgt € 184,50 terug. Bevestig uw gegevens: update-client-login.app",phishing
s01464,synthetic,Akbank: Hesabınız askıya alındı. Kimliğinizi doğrulayın: verify.client.top,phishing
s01465,synthetic,"Coinbase: Se inició un retiro de 0.45 BTC. Si no fue usted, cancele aquí: seguridad.service-verify.net",phishing
s01466,synthetic,FINAL NOTICE: Unpaid toll of ₹99. Pay now to avoid a late fee and license suspension: id-check-service-billing.net,phishing
s01467,synthetic,"Er is € 1,99 afgeschreven. Niet herkend? Bel direct +44 7741 246115.",phishing
s01468,synthetic,"Geek Squad: Your £1.10 annual plan auto-renews today. To cancel, call 1-856-492-6287 immediately.",phishing
s01469,synthetic,"Belastingdienst: U krijgt € 1,99 terug. Bevestig uw gegevens: account-login-login.app",phishing
s01470,synthetic,Уоur расkаge nееds а fее. Рay at https://bіt.lу/n6032,phishing
s01471,synthetic,"Hesabınızdan 19,90 TL çekildi. Tanımıyorsanız hemen 1-830-704-1519 numarasını arayın.",phishing
s01472,synthetic,IRS: You have a pending tax refund of 10 ريال. Claim before the deadline: update.client.xyz,phishing
s01473,synthetic,N@tW3$t Al3rt: Y0ur @cc0unt h@$ b33n l0ck3d. V3r1fy n0w @t p0rt@l-cl13nt.cn-b@nk.c0m,phishing
s01474,synthetic,W e l l s F a r g o A l e r t : Y o u r a c c o u n t h a s b e e n l o c k e d . V e r i f y n o w a t i d - c h e c k . c l i e n t - l o g i n . a p p,phishing
s01475,synthetic,FINAL NOTICE: Unpaid toll of ¥49.90. Pay now to avoid a late fee and license suspension: portal-service.xyz,phishing
s01476,synthetic,"Geek Squad: Your 278 ₪ annual plan auto-renews today. To cancel, call 07 70 62 66 93 immediately.",phishing
s01477,synthetic,"Eine Abbuchung von 184,50 € wurde vorgenommen. Falls nicht autorisiert, rufen Sie 06 20 72 15 68 an.",phishing
s01478,synthetic,Your bank card has been deactivated. Call +44 7565 969261 now to reactivate. Do NOT visit a branch.,phishing
s01479,synthetic,W3ll$ F@rg0 Al3rt: Y0ur @cc0unt h@$ b33n l0ck3d. V3r1fy n0w @t p0rt@l.l0g1n.1nf0,phishing
s01480,synthetic,"FINAL NOTICE: Unpaid toll of ¥1,482. Pay now to avoid a late fee and license suspension: account-pay.info",phishing
s01481,synthetic,Тинькофф: Ваша карта заблокирована. Подтвердите личность: verify.pay-verify.net,phishing
s01482,synthetic,I know what you visited online. I recorded you through your camera. Pay $950 in Bitcoin within 48 hours or everyone in your contacts sees the video.,phishing
s01483,synthetic,"SEUR: Su paquete está retenido en aduana. Pague 8,450 MXN para liberarlo: verify.login.live",phishing
s01484,synthetic,FINAL NOTICE: Unpaid toll of ¥9.90. Pay now to avoid a late fee and license suspension: update.service.live,phishing
s01485,synthetic,"DHL: Uw pakket wacht op een douanekosten van € 184,50: verify-login.top",phishing
s01486,synthetic,"LAATSTE WAARSCHUWING: Onbetaalde tol € 1,99. Betaal nu: verify-login-secure.com",phishing
s01487,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: account.pay-secure.com",phishing
s01488,synthetic,W3ll$ F@rg0 Al3rt: Y0ur @cc0unt h@$ b33n l0ck3d. V3r1fy n0w @t upd@t3.cl13nt.l1v3,phishing
s01489,synthetic,"Receita Federal: Você tem uma restituição de R$ 49,90. Confirme seus dados: billing.pay-verify.net",phishing
s01490,synthetic,"С вашей карты списано 14 500 ₽. Если это не вы, срочно позвоните 1-874-538-9676.",phishing
s01491,synthetic,FINAL NOTICE: Unpaid toll of Rp 49.900. Pay now to avoid a late fee and license suspension: id-check.pay.live,phishing
s01492,synthetic,IRS: You have a pending tax refund of ₹99. Claim before the deadline: account-service-billing.net,phishing
s01493,synthetic,"Coinbase: Withdrawal of 0.45 BTC initiated. If this wasn't you, cancel immediately: verify.client-billing.net",phishing
s01494,synthetic,"Uma cobrança de R$ 49,90 foi feita. Se não reconhece, ligue para 1-869-348-2612 imediatamente.",phishing
s01495,synthetic,Your bank card has been deactivated. Call 06 10 41 62 42 now to reactivate. Do NOT visit a branch.,phishing
s01496,synthetic,Your bank card has been deactivated. Call +44 7249 336358 now to reactivate. Do NOT visit a branch.,phishing
s01497,synthetic,"Belastingdienst: U krijgt € 12,90 terug. Bevestig uw gegevens: portal.login.cn-bank.com",phishing
s01498,synthetic,Y o u r p a c k a g e n e e d s a f e e . P a y a t h t t p s : / / r b . g y / n 1 0 4 4 8 9,phishing
s01499,synthetic,Уour cаrd is suspendеd. Call 888-402-1176 tо rе-асtivаtе.,phishing
s01500,synthetic,"Hi, this is HR. We're updating payroll. Please confirm your bank account details before Friday's run: verify.client.xyz",phishing
s01501,synthetic,"Agencia Tributaria: Tiene un reembolso pendiente de 499,99 €. Reclámelo: verify-service-billing.net",phishing
s01502,synthetic,"DERNIER AVIS: Péage impayé de 499,99 €. Réglez maintenant pour éviter une amende: billing-login-billing.net",phishing
s01503,synthetic,IRS: You have a pending tax refund of 278 ₪. Claim before the deadline: portal.login-verify.net,phishing
s01504,synthetic,DHL: Your parcel is held pending a $3.95 customs fee. Pay within 24h or it returns to sender: redelivery-pay-billing.net,phishing
s01505,synthetic,"IRS: You have a pending tax refund of ¥4,990. Claim before the deadline: account-login-login.app",phishing
s01506,synthetic,L​l​o​y​d​s​ ​A​l​e​r​t​:​ ​Y​o​u​r​ ​a​c​c​o​u​n​t​ ​h​a​s​ ​b​e​e​n​ ​l​o​c​k​e​d​.​ ​V​e​r​i​f​y​ ​n​o​w​ ​a​t​ ​u​p​d​a​t​e​-​l​o​g​i​n​-​v​e​r​i​f​y​.​n​e​t,phishing
s01507,synthetic,FINAL NOTICE: Unpaid toll of Rp 9.900. Pay now to avoid a late fee and license suspension: account.client.top,phishing
s01508,synthetic,"DHL: Su paquete está retenido en aduana. Pague 1,99 € para liberarlo: verify.login.cn-bank.com",phishing
s01509,synthetic,"Agencia Tributaria: Tiene un reembolso pendiente de 499,99 €. Reclámelo: billing-service.xyz",phishing
s01510,synthetic,"LETZTE MAHNUNG: Offene Mautgebühr 9,90 €. Zahlen Sie jetzt: portal-client.cn-bank.com",phishing
s01511,synthetic,"Hi, this is HR. We're updating payroll. Please confirm your bank account details before Friday's run: update-login.vip",phishing
s01512,synthetic,"Hi, this is HR. We're updating payroll. Please confirm your bank account details before Friday's run: update.service.live",phishing
s01513,synthetic,Your рaсkage nеeds a fее. Pаy at httрs://shоrturl.аt/r713097,phishing
s01514,synthetic,"Hi, this is HR. We're updating payroll. Please confirm your bank account details before Friday's run: portal-pay.info",phishing
s01515,synthetic,"Receita Federal: Você tem uma restituição de R$ 1.482,00. Confirme seus dados: restituicao.client.cn-bank.com",phishing
s01516,synthetic,"Hi, this is HR. We're updating payroll. Please confirm your bank account details before Friday's run: portal.service.info",phishing
s01517,synthetic,IRS: You have a pending tax refund of Rp 1.482.000. Claim before the deadline: portal-login.vip,phishing
