id,source,text,dataset_label,rule_label,rule,typesafe_label,typesafe_confidence,decision,decision_source
r05470,rehearsal,"ОФИЦИАЛЬНОЕ СООБЩЕНИЕ от Tri No. XV/15 Ваш победительный PIN-код 67YTG44 был выбран в качестве второго приза наличными 45 млн. Подробная информация .Tri нажмите на WWW.3-INFO.WEBNODE.COM ОТ НОМЕРА. 089655264130 ЗАТЕМ ПРИДЕТ СМС .ИЗВИНИТЕ, ПОЗВОНИТЬ МОЖНО С НОМЕРА 085104894998",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05495,rehearsal,يجب عليك إرسال الأموال الآن إلى السلطات الضريبية عبر https://tinyurl.com/8838,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05506,rehearsal,"plgn yth,TRI dan MNCTV hanno già annunciato il tuo numero il 03-Marzo-2015 mattina ma non è stato possibile contattarti, quindi io DESI HERMAWATI del Servizio Clienti di TRI presso PLAZA SEMANGGI Lt1 jl,JEND SUDIRMAN KAV50 JKT PST invio un messaggio importante prima della scadenza che il tuo numero di simcard tri ha vinto il concorso di PESTA INTERNET TRI, secondo premio TOYOTA NEW YARIS,PIN tuo:2d7id99. Per informazioni ufficiali clicca; www.internet-tri.jimdo.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05525,rehearsal,"Eres un ganador, has sido seleccionado especialmente para recibir £1000 en efectivo o un premio de £2000. Habla con un operador en vivo para reclamar, llama al 087147123779 de 9 am a 7 pm. Costo 10p.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05532,rehearsal,¡URGENTE! Estamos tratando de contactarte. El sorteo del fin de semana pasado muestra que has ganado un premio de £900 GARANTIZADO. Llama al 09061701939. Código de reclamo S89. Válido solo por 12 horas.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05537,rehearsal,"Nomor Voda hari ini yang berakhir dengan 5226 terpilih untuk menerima penghargaan ?350. Jika Anda memiliki padanan, harap hubungi 08712300220 dengan mengutip kode klaim 1131. Tarif standar berlaku.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05544,rehearsal,"Dear Sir/Madam! Your number has been officially selected as the 2nd prize winner from PT.M-tronik. Pin number: 2g43f79 For information on claiming your prize, please visit: www.gebyarmtronik.tk",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05567,rehearsal,"Félicitations! Vous avez remporté un prix en espèces de 15 millions de roupies de INDOSAT. Votre code PIN est 277fg49. Pour plus d'informations sur la collecte du prix, visitez le site Web indosat www.hadiah-indosat.blogspot.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05578,rehearsal,Du musst jetzt Geld an das Finanzamt unter der Adresse https://tinyurl.com/8942 senden.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05579,rehearsal,يجب عليك إرسال الأموال للسلطات الضريبية الآن على https://tinyurl.com/8839,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05602,rehearsal,"SIE HABEN GEWONNEN! Als geschätzter Vodafone-Kunde hat unser Computer SIE ausgewählt, um einen Preis im Wert von £150 zu gewinnen. Das Sammeln ist einfach. Rufen Sie einfach 09061743386 an.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05605,rehearsal,СРОЧНО! Ваш мобильный номер был награжден призом от звонящего на сумму £2000. Позвоните с фиксированного телефона по номеру 09058095201. Действительно 12 часов.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05640,rehearsal,¡Felicidades! Tu número 3Care ha sido seleccionado para recibir el premio Honda Jazz RS del programa de Sorteo 3care PIN: 792RW1F7 Más información en: www.tricare2016.jimdo.com Nih BANK BRI No Rekening: 313.0100.5936.535 Atas Nama: Bayu Alamsyah,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05671,rehearsal,"C'est la 2e fois que nous essayons de vous contacter. Vous avez gagné le prix de 750 livres. Pour réclamer, appelez le 08718726970 MAINTENANT! Seulement 10p par minute. Tarif national BT",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05672,rehearsal,يجب عليك إرسال المال إلى مكتب الضرائب الآن على https://tinyurl.com/8859,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05692,rehearsal,"¡HAS GANADO! Como cliente valorado de Vodafone, nuestra computadora te ha elegido a TI para ganar un premio de £150. Recogerlo es fácil. Simplemente llama al 09061743386.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05697,rehearsal,"сlіеnt de la banquе brі, féliсitatіons, voυs avez reçυ un chèquε εn espèces dε 27 milliοns dе rοupiεs de la bаnk rakуat indonesiа cοde secrеt : (ijht6k79) pour plυs d'infοrmаtions, cliqυεz еt vіsitez : www.hadiаhbri.blogspot.cοm",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05707,rehearsal,"Sehr geehrter BRI-Kunde, Sie können prüfen. 27 Millionen aus der BRI-Lotterie, Ihr dreifacher Prüfcode (02599875) Preisauskunft unter www.bripusat2016.blogspot.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05723,rehearsal,449050000301 لقد فزت بهدية بقيمة 2000 جنيه إسترليني! للحصول على الجائزة، اتصل على 09050000301.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05735,rehearsal,"срочно! мы пытаемся связаться с вами. сегодняшний розыгрыш показывает, что вы выиграли гарантированный приз в размере £2000. позвоните по номеру 09066358361 с городского телефона. укажите код y87. действительно только 12 часов",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05827,rehearsal,PT M-TRONIK telah mencoba menghubungi Anda namun tidak berhasil terhubung. Nomor Anda telah memenangkan hadiah ke-2 dengan pin 25e477r. Silakan cek hadiah Anda di www.hadiahmtronik-2016.tk,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05834,rehearsal,URGENTE! Stiamo cercando di contattare U. L'estrazione di oggi mostra che hai vinto un premio garantito di £800. Chiama il 09050001808 da una linea fissa. Richiedi M95. Valido solo per 12 ore.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05839,rehearsal,Nasabah Yth: Rek anda mndpt cek Rp.27jt kode cek anda (02599875) Info Hub: 085828523888. atau klik www.hadiahbankbri2016.blogspot.co.id,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05859,rehearsal,"Sei un vincitore di £1000 o del premio garantito per il chiamante, questo è il nostro tentativo finale di contattarti! Per richiedere chiama ora il 09071517866! 150ppmPOBox10183BhamB64XE",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05862,rehearsal,"Амазон отправляет вам возврат в размере 32,64 доллара. Пожалуйста, ответьте своим банковским счетом и номером маршрутизации, чтобы получить ваш возврат.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05891,rehearsal,Nasabah BRI Yth. Norek anda terpilih sebagai pemenang UNDIAN BRI-2016 KODE PIN anda (ijh76k79) U\info HADIAH anda klik: www.undian2016bri.blogspot.co.id,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05911,rehearsal,"!عاجل رقم هاتفك المحمول 077xxx فاز بجائزة مكالمة بونص قيمتها 2,000 جنيه إسترليني في 02/06/03! هذه هي المحاولة الثانية للتواصل معك! اتصل في أسرع وقت ممكن على الرقم 09066362206! صندوق 97N7QP، تكلفة 150 قرشًا للدقيقة.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05927,rehearsal,"Selamat, Вы получили приз 1 единицу автомобиля HONDA JAZZ & наличные 35 млн рупий от PT.TriCare Ваш победный PIN-код; 477bfg7s. Для получения информации перейдите на сайт: www.tricareindonesia.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05931,rehearsal,URGENT! We are trying to contact U. Todays draw shows that you have won a ¬£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05935,rehearsal,يجب عليك إرسال الأموال إلى الضرائب الفيدرالية الآن على http$://t!nyurl.com/8911,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05940,rehearsal,"Hola, soy Mandy Sullivan llamando de HOTMIX FM... has sido elegido para recibir £5000.00 en nuestro sorteo de premios de Pascua.... Por favor, llama al 09041940223 para reclamar antes del 29/03/05 o tu premio será transferido a otra persona....",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05941,rehearsal,Sie müssen JETZT Geld an das IRS senden unter https://tinyurl.com/9038,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r05969,rehearsal,Du musst JETZT das Geld an das IRS senden unter https://tinyurl.com/9064,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06007,rehearsal,"Offizielle Mitteilung von TRI CARE Herzlichen Glückwunsch, Sie haben einen Bargeldpreis in Höhe von Rp.45jt gewonnen. Gewinn-PIN 94AD653. Zur weiteren Informationen besuchen Sie bitte: www.undian-bimatri.blogspot.com.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06010,rehearsal,FREE: ПОЗДРАВЛЯЕМ! Вы стали победителем в розыгрыше POP-MIE GETLUCKY и выиграли 1 автомобиль NISSAN JUKE. Ваш пин-код: b89c7h9. Для получения информации перейдите по ссылке: www.hadiah-pop-mie-2013.webs.com.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06014,rehearsal,¡GANAR URGENTE! ¡Tu número de móvil ha sido premiado con un premio de £2000 GARANTIZADO llama al 09061790121 desde una línea fija. reclama 3030 válido solo 12 horas 150ppm,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06023,rehearsal,"Als geschätzter Kunde freue ich mich, Ihnen mitteilen zu können, dass nach einer kürzlichen Überprüfung Ihrer Handynummer ein Bonuspreis von £1500 für Sie vergeben wurde. Bitte rufen Sie die Nummer 09066368470 an.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06035,rehearsal,"Sie sind ein Gewinner, Sie wurden speziell ausgewählt, um £1000 Bargeld oder eine £2000 Auszeichnung zu erhalten. Sprechen Sie mit einem Live-Operator, um Ihren Gewinn geltend zu machen, rufen Sie von 9 bis 19 Uhr unter 087147123779 an. Kosten 10 Pence.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06040,rehearsal,!عاجل: تمت منح رقم جوالك جائزة مكالمة بقيمة 2000 جنيه إسترليني في 03/02/09! هذه محاولتنا الثانية للاتصال بك! اتصل على 0871-872-9755 صندوق95قو,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06045,rehearsal,¡URGENTE! Tu número de móvil ha sido premiado con un premio GARANTIZADO de £2000. Llama al 09058094454 desde un teléfono fijo. Reclama el premio 3030. Válido solo por 12 horas.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06050,rehearsal,Vous êtes un gagnant. Vous avez été spécialement sélectionné pour recevoir £1000 en espèces ou des vacances 4 étoiles (vols compris). Parlez à un opérateur en direct pour réclamer au 0871277810810.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06054,rehearsal,FREE: Anda harus segera mengirimkan uang kepada IRS sekarang di https://tinyurl.com/9024,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06062,rehearsal,"Decisión de Tri Care Indonesia No.XV\2016, tu número de ganador es 67YTG44 y has sido seleccionado para recibir un cheque de 45 millones. Para más información visita www.my-tri8.webnode.com.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06075,rehearsal,Harap hubungi perwakilan layanan pelanggan kami di 0800 169 6031 antara pukul 10 pagi hingga 9 malam karena Anda telah MENANG dengan hadiah tunai senilai ¬£1000 atau hadiah senilai ¬£5000!,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06080,rehearsal,!عاجل: تم منح رقم هاتفك المحمول جائزة قيمتها 2000 جنيه إسترليني مضمونة. اتصل على 09061790125 من خط هاتف ثابت. اطلب الرقم 3030. الصالح لمدة 12 ساعة فقط. سعر الدقيقة 150 قرشًا,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06083,rehearsal,Atto decisionale di Tri Care INDONESIA No.XV/2016 Pin_Pemenang ANDA:67ytg44 vince PREMIO IN CONTANTI di Rp.45 milioni U/INFO clicca: www.info-undian3.webnode.com,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06087,rehearsal,"Sei un vincitore, sei stato scelto specialmente per ricevere £1000 in contanti o un premio di £2000. Parla con un operatore dal vivo per richiedere la chiamata al numero 08714712377 dalle 9:00 alle 19:00. Costo 10p.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06123,rehearsal,நீங்கள் ஒரு £350 விருது பெற தேர்ந்தெடுக்கப்பட்டிருக்கீர்! மதிப்புச் செல்லாத கலை வாடிக்கையாளாக நீங்களாக தேர்ந்தெடுக்கப்பட்டிருந்தது இந்த விருதை பெற வேண்டும் என்று நீங்கள் புரிந்திருக்கின்றீர்கள். உங்கள் விருப்பமான கோப்பு எண் 09066364311 என்ற எண்ணை அழையவும் உங்கள் விருதை சேர்க்க உத்தியீர்கள்.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06129,rehearsal,Plg/Yth!! உங்கள் எண் அதிகாரிகளாக தேர்ந்தெடுக்கப்பட்டுள்ளது பிடிஎம்.எம்- ட்ரானிக் இரண்டாவது பரிசுக்காக Pin: 2g43f79 உங்கள் பரிசு மேலாண்மை இணைப்புக்கு செல்க: www.gebyarmtronik.tk,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06137,rehearsal,"¡URGENTE! ¡Este es el segundo intento de contactarte! ¡Has GANADO £1000! LLAMA AL 09071512432 antes del 300603. Términos y condiciones: BCM4235WC1N3XX. Coste de la llamada 150ppm, coste desde móviles puede variar. Máximo £7.50.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06146,rehearsal,"¡URGENTE! ¡Tu número de teléfono móvil 07xxxxxxxxx ganó un premio de bonificación de £2,000 en la llamada el 02/06/03! ¡Este es el segundo intento de contactarte! ¡Llama al 09066362231 lo antes posible!",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06151,rehearsal,"PENTING Ini adalah upaya kedua kami untuk menghubungi Anda. Hadiah ¬£900 Anda dari KEMARIN masih menunggu pengambilan. Untuk klaim, SEGERA HUBUNGI 09061702893. ACL03530150PM",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06163,rehearsal,"Ein £400-WEIHNACHTSGESCHENK WARTET AUF SIE! Unser Computer hat Sie zufällig aus unseren loyalen Handykunden ausgewählt, um eine Belohnung von £400 zu erhalten. Rufen Sie einfach die 09066380611 an.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06180,rehearsal,3 RAMADHAN Buongiorno tu sei il vincitore di Rp.100jt. PIN CODE 7Y7R8K9Z Info: www.hadiah-3ramadhan.blogspot.com,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06188,rehearsal,NFO RESMI Nomor Anda: 089772xxxxx Terpilih Men-dpt HADIAH Langsung Dari PT.TRI 3Care PIN.Pemenang Anda: F8HJ7TL Utk/Info Lengkap klik; www.HadiahTri3Care.blogspot.com,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06250,rehearsal,Carta SIM Anda memenangi HADIAH 1 UNIT MOBIL TOYOTA YARIS. Pin pemenang Anda [8JF2177]. Info lanjut di www.hadiahtricare.blogspot.com.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06268,rehearsal,URGENTE! Stiamo cercando di contattarti. Il sorteggio dello scorso fine settimana mostra che hai vinto un premio garantito di £900. Chiama il 09061701939. Codice di richiesta S89. Validità 12 ore soltanto.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06282,rehearsal,Sie müssen JETZT Geld an das IRS senden unter https://tinyurl.com/9026.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06302,rehearsal,!URGENT رقم هاتفك المحمول تم منحه جائزة بقيمة 2000 جنيه إسترليني مضمونة. اتصل على الرقم 09058094455 من الهاتف الثابت. اطلب الرمز 3030. صالحة لمدة 12 ساعة فقط,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06323,rehearsal,"WICHTIG! Ihre Mobilnummer *************** hat am 10/06/03 einen ¬£2000 Bonus Anruferpreis gewonnen! Dies ist der 2. Versuch, Sie zu erreichen! Rufen Sie sofort 09066368753 an! Box 97N7QP, 150ppm",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06325,rehearsal,PESTA M-TRONIK!! Anda sebagai pelanggan Setia M-Tronik terpilih Pemenang HADIAH ke(3) PIN pemenang:2AIU87E U/info klik www.info-undianmtronik.jimdo.com,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06340,rehearsal,رسالة رسمية من Tri Care، تهانينا لك على فوزك بجائزة شيك نقدي بقيمة 45 مليون روبية. رقم الدبوس للسحب 94AD653، لمزيد من المعلومات زوروا: www.pusat-bimatricare.jimdo.com,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06350,rehearsal,Your ! entry won! ⚡ Claim $4168 cash prize at 🚨 goo.gl/xyz,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06377,rehearsal,URGENT! Votre numéro de téléphone mobile a été récompensé par un Prix d'Appel Bonus de 2000 livres sterling. Appelez le 09058095201 à partir d'une ligne terrestre. Valable seulement pendant 12 heures,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06381,rehearsal,URGENT! Votre numéro de téléphone portable a été attribué un Prix Bonus de 2 000 livres sterling le 01/08/03! C'est notre 2ème tentative pour vous contacter! Appelez le 0871-4719-523 BOX95QU BT National Rate,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06395,rehearsal,"PT.TRI CARE PIN Gagnant ( ‚Ä¢‚Ä¢‚Ä¢‚Ä¢‚Ä¢‚Ä¢ ) vous avez gagné un PRIX 1 unité TOYOTA YARIS Pour plus d'informations, veuillez vérifier le code pin en cliquant sur: www.tricare2015.blogspot.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06397,rehearsal,"υrgеnt! уour mobіle no. wαs аwarded ¬£20ο0 bonus сaller prize on 5/9/0е thіs is our fιnal try to cοntαсt u! cαll from landline 09064019788 boх42wr29c, 150рpm",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06401,rehearsal,يرجى الاتصال بممثل خدمة العملاء لدينا على الرقم 0800 169 6031 بين الساعة 10 صباحًا و9 مساءً حيث فزت بجائزة نقدية مضمونة بقيمة 1000 جنيه إسترليني أو جائزة قيمتها 5000 جنيه إسترليني!,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06415,rehearsal,"Nomor Vodafone hari ini yang diakhiri dengan 0089 (empat digit terakhir saya) terpilih untuk menerima hadiah ¬£350. Jika nomor Anda cocok, silakan hubungi 09063442151 untuk mengklaim hadiah ¬£350 Anda.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06439,rehearsal,يجب عليك إرسال الأموال للضرائب الفيدرالية اليوم على الرابط: https://tinyurl.com/8846,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06440,rehearsal,OFFIZIELLE NACHRICHT Herzlichen Glückwunsch! Ihre SIM-Karte hat einen Preis in Höhe von Rp. 100 Mio von TRI CARE gewonnen. PIN: 7Y7R8K9Z Weitere Informationen unter: www.situstricare77.blogspot.com,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06441,rehearsal,يجب عليك إرسال الأموال إلى مصلحة الضرائب الآن على الرابط التالي: https://tinyurl.com/9000,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06453,rehearsal,"Transfiera el dinero a esta cuenta. mandiri. Número de cuenta: 152-00-1236312-9. A nombre de: DARMAN. Una vez transferido, por favor envíe un mensaje de texto a este número. Gracias.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06459,rehearsal,Veuillez appeler notre service clientèle au numéro vert 0808 145 4742 entre 9h et 23h car vous avez GAGNÉ un prix garanti de 1000 £ en espèces ou un prix de 5000 £ !,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06481,rehearsal,"இந்தோஸேட் இலியில் உள்ள உங்கள் 0815XXXXXXX எண் அனைத்தும் வெற்றியையும் சேர்த்தபோது கிடைக்கும் மொபைல் விண்ணப்பு அடடிப்புகளைப் பெற்றவராக தேர்வு செய்யப்பட்டார். பெற்றிருந்து உங்கள் வெற்றி குரலின் PIN வெற்றி பொருள் (b89c7h9) என்பதை u/info படிக்க இந்த லிங்கை சொல்லவும் www.semarak-poinplusplus-2013.webs.com"" (இந்த கைபேசியில் இடமில்லாத எண் 085798428715 இரும்)",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06485,rehearsal,Phony ⚠️ ¬£350 ! award 🔗 - Todays Voda < numbers ending XXXX are \ selected ~ to receive a ¬£350 award. If you have a 🛡️ match please : call ] 08712300220 quoting claim code 3100 standard rates app %,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06533,rehearsal,URGENT! We are trying to contact U. Todays draw shows that you have won a ¬£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06539,rehearsal,"Halo, ini Mandy Sullivan menelepon dari HOTMIX FM...Anda telah dipilih untuk menerima ¬¨¬£5000.00 dalam undian Hadiah Paskah kami.....Mohon telepon 09041940223 untuk mengklaim sebelum 29/03/05 atau hadiah Anda akan dialihkan kepada orang lain....",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06560,rehearsal,"Esta es la 2a vez que intentamos contactarte. Has ganado el premio de 750 libras. 2 reclamar es fácil, ¡llama ahora al 08712101358! Solo 10p por minuto. Tarifa nacional de BT",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06580,rehearsal,"MENSAJE OFICIAL DE PT3CARE gracias a la recarga de su crédito, su número es oficialmente premiado con un premio de Rp. 100 millones de 3CARE con su PIN. su ganador (b8337h9) p/info haga clic, www.hadiahlpt3care959.blogspot.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06596,rehearsal,SELAMAT!! Anda M-dapat hadiah Satu unit mobil alphard dr TELKOMSEL info hub;0016282336033777/kunjungi website kami di http://telkomselundian2013.jimdo.com,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06599,rehearsal,عليك إرسال الأموال لدى وزارة الخزانة الأمريكية الآن على الرابط https://tinyurl.com/8844,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06604,rehearsal,🎉 congr47$! y0u won $2260 amazon gift card! redeem at goo.9l/xyz 🎉,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06616,rehearsal,"Gentile Sig./Sig.ra, Titolare No.08994150xxx PIN del concorso: 4881247 Hai ufficialmente vinto Rp.15jt Servizio clienti: 02199545139 oppure Clicca: 3care2016.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06670,rehearsal,"Как ценный клиент, я рад сообщить вам, что после недавнего обзора вашего номера мобильного телефона вам присуждена бонусная премия в размере £1500, звоните по номеру 09066368470.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06701,rehearsal,Sie müssen jetzt Geld an das IRS senden unter https://tinyurl.com/9010.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06710,rehearsal,Решение компании Tri Care INDONESIA No.XV/2016 Пин_Победитель ВЫ: 67ytg44 получает ПРИЗ НАЛИЧНЫМИ в размере 45 миллионов рупий. Для получения информации нажмите: www.info-undian3.webnode.com,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06719,rehearsal,"Estimado cliente: ¡Felicidades! Su número de tarjeta SIM 081571xxx ha sido elegido como el ganador del sorteo Puntos adicionales de la edición 2014. Su PIN es: er56d7 Para más información, haga clic en: www.hadiah-poin.blogspot.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06738,rehearsal,"URGENT! Votre numéro de mobile 077xxx a GAGNÉ un prix de 2 000 £ pour le rappel du gagnant le 02/06/03! C'est la 2e tentative pour vous joindre! Appelez rapidement le 09066362206! BOÎTE97N7QP, 150ppm",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06757,rehearsal,يجب عليك إرسال الأموال إلى مكتب الضرائب الفيدرالي الآن على الرابط https://tinyurl.com/8978,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06768,rehearsal,"¡Felicidades! Su número 3care ha sido seleccionado para recibir un PREMIO de 1 automóvil TOYOTA YARIS, su PIN de ganador es: (8jf2177). Para más información, visite: www.caretri.blogspot.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06785,rehearsal,!عاجل: حصل رقم هاتفك المحمول على جائزة مكالمة بقيمة ٢٬٠٠٠ جنيه إسترليني في ٠٢/٠٩/٠٣! هذه هي محاولتنا الثانية للاتصال بك! اتصل على ٠٨٧١-٨٧٢-٩٧٥٥ صندوق ٩٥كيو,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06786,rehearsal,"Entschuldigung, wir haben versucht, Sie zu kontaktieren, aber es konnte keine Verbindung hergestellt werden. Herzlichen Glückwunsch, Sie haben offiziell den 3. Preis von PT.3CARE unter der Pin ;b8337h9 gewonnen. Weitere Informationen erhalten Sie unter www.hadiah3care-2016.blogspot.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06826,rehearsal,يجب عليك إرسال الأموال إلى مكتب الضرائب الفيدرالي الآن من خلال https://tinyurl.com/8842.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06839,rehearsal,¡URGENTE! Tu número de teléfono móvil ha sido premiado con un premio de £2000 GARANTIZADO. Llama al 09058094454 desde un teléfono fijo. Reclama el premio 3030. Válido solo por 12 horas.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06847,rehearsal,!ملحوظة: نحن نحاول التواصل معك. يُظهر سحب اليوم أنك ربحت جائزة بقيمة 800 جنيه إسترليني مضمونة. اتصل على الرقم 09050001808 من خط الأرضي. اطلب M95. صالح لمدة 12 ساعة فقط.,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
