text,label,category
"Hi, I think we spoke about the boat last week? This is Ben.",phishing,wrong_number_opener
"Agencia Tributaria notice: an outstanding fine of $2,199 found on your record. Pay by tonight at tax-pay.cc or face prosecution.",phishing,gov_callback
"New number alert, this is Dmitri :) same WhatsApp, just a new sim. See you this weekend!",ham,friend_new_number
Flipkart Big Sale! Up to 69% off on fashion. Shop now flipkart.com. Reply STOP to opt out.,spam,ads_i18n
"Heyy Mama, it's me. Save this number and delete the old one. thank you!",phishing,new_number_family
"USPS: sorry we missed you. Your parcel is at the Manila depot, collect it with photo ID or rebook in the USPS app.",ham,real_delivery_notice
"Oi Tia, sou eu, perdi o telefone, esse é meu número novo. Salva aí e me chama no WhatsApp.",phishing,new_number_family_i18n
"Parabéns! Você foi selecionado para um vale de £850,000 da Costco. Resgate agora: https://bit.ly/s56821",phishing,prize_win_i18n
"Your loyalty points of $1,808 expire Monday! Redeem now: http://app-points.vip/pay",phishing,prize_win
STC: you've used 100% of your 20GB monthly data. Your allowance resets on 20 Jun.,ham,real_telco_util_notice
¡Gana dinero desde casa! Hasta €278.40 al mes sin experiencia. Regístrate: ganaya.es,spam,ads_i18n
"hey it's Mike from work, finally got a UK number, save me x",ham,friend_new_number
"Hi, this is Wei from Dr. Wei's office. Is this still the best number for appointment reminders?",ham,friend_wrong_number
"Thanks for your MediaMarkt order! Xbox Series X, £828. Est. delivery Thursday. Manage your order in the MediaMarkt app.",ham,real_order_notice
"WINNER: You won €500 in the Mega Draw. Send your name, address and bank details to claim. Ref #268-3229904-9277362",phishing,prize_win
"Parabéns! Você foi selecionado para um vale de €2,000 da Carrefour. Resgate agora: premio72.icu",phishing,prize_win_i18n
Job alert: typist roles from R$39/hr. Set up alerts at ziprecruiter.com. Opt out anytime.,spam,real_job_ad
"Bet $4,673 get R$1,268 in free bets at PlayMax. 18+, T&Cs apply, new customers only.",spam,generic_ads
"Selected candidate: Costco needs 13 people to test apps, $61/day. Start today, WhatsApp me on +1 538 663 5639.",phishing,job_scam
"Coucou Tata, c'est moi, j'ai perdu mon portable. Écris-moi sur WhatsApp à ce numéro.",phishing,new_number_family_i18n
On se voit samedi ? Lena vient aussi,ham,chat_i18n
Jetzt $732 Bonus sichern! Online Casino mit über 861 Spielen. casinoclub.de,spam,ads_i18n
"DHL: sorry we missed you. Your parcel is at the Moscow depot, collect it with photo ID or rebook in the DHL app.",ham,real_delivery_notice
Chronopost: your parcel is on hold. Pay €1.49 redelivery fee within 2 days: chronopost-manchester.club,phishing,delivery_fee
iCloud: payment of €61 was declined. Update your billing within 2 days or lose access: https://t.co/n88570,phishing,fake_subscription_charge
"Hola, ¿a qué hora llegas el sábado? Te espero en el bar de siempre.",ham,chat_i18n
"Starbucks: get a €2,310 gift card when you spend $437 Wednesday only. In store and online. Terms apply. Reply STOP to opt out.",spam,giftcard_promo
Sushi Go is now open on Market Square! Show this text for a free appetizer with any entree.,spam,generic_ads
"Glückwunsch! Sie wurden für einen $5,000 Tesco Gutschein ausgewählt. Jetzt einlösen: http://get-gewinn.xyz/secure",phishing,prize_win_i18n
"Apple Music receipt: $538.45 charged tonight. If you did not authorize this, cancel at https://tinyurl.com/w27282/secure",phishing,fake_subscription_charge
CAF: Your tax file has been flagged. Call +1 908 843 9326 to avoid arrest.,phishing,gov_callback
"Congratulations! You've been picked to receive a €1,000 Starbucks gift card. Claim here: winner5.xyz/secure",phishing,prize_win
La Poste: your parcel has an incomplete address. Pay €1.99 customs fee within 48h: http://app-parcel.click/pay,phishing,delivery_fee
YouTube Premium: Your premium plan was charged $951.84 to card ending 7448. Not you? Dispute here: http://youtube-secure.link/refund,phishing,fake_subscription_charge
"Use 495 585 to sign in to Barclays. If you didn't request this, ignore this message.",ham,real_codes
Weather alert: flash flood warning for Mumbai until 1pm. Avoid low-lying roads.,ham,real_hr_and_appointments
"Hi, this is Pierre from the garage. Is this still the best number for appointment reminders?",ham,friend_wrong_number
"Shein is hiring! Earn ₹705-€719 daily review hotels. No experience, instant withdrawal. Ages 22+. message (223) 578-6398 on WhatsApp",phishing,job_scam
"Hi all, Neha here. Switched carriers so this is my number from now on. No need to reply.",ham,friend_new_number
"Neha (Tesla People Ops): we saw your CV on Glassdoor. Online position, 1-2 hrs a day, $2,982/day. Interested? message +91 86637 56017 on WhatsApp",phishing,job_scam
Shell members: double points on everything this weekend. Show the app at checkout. STOP to opt out.,spam,giftcard_promo
Correos: we delivered your parcel to your front porch.,ham,real_delivery_notice
"مبروك! تم اختيارك للفوز بقسيمة $2,000 من Aldi. اضغط للمطالبة: get-prize.club",phishing,prize_win_i18n
Adobe: payment of ₹586 could not be processed. Update your billing within 48 hours or lose access: https://rb.gy/c15653,phishing,fake_subscription_charge
Seu código Telegram é 691-139. Não compartilhe com ninguém.,ham,real_codes
Chronopost: your parcel has an incomplete address. Pay $3.20 customs fee within 24h: https://is.gd/p60347/login,phishing,delivery_fee
"Your Jumia account was used to buy AirPods Pro for €1,687. If this wasn't you contact support at +971 53 189 4152 before shipment.",phishing,fake_order_callback
Aldi members: double points on everything this week. Show the app at checkout. STOP to opt out.,spam,giftcard_promo
"Uncle, this is my new number. Save this number and delete the old one. Something's come up, are you free to help with a payment? 😊",phishing,new_number_family
"Dear applicant, congratulations, IKEA has approved your product reviewer application. Salary AED 49 per day. Contact your manager Ivan: WhatsApp 07 93 16 21 79",phishing,job_scam
Pizza Pronto is now open on Market Square! Show this text for a free drink with any entree.,spam,generic_ads
"Hi all, Mike here. Switched carriers so this is my number from now on. No need to reply.",ham,friend_new_number
Evri: your driver Mia is 3 stops away.,ham,real_delivery_notice
Flipkart Big Sale! Up to 40% off on fashion. Shop now myntra.com. Reply STOP to opt out.,spam,ads_i18n
"Costco: a Kindle Paperwhite was ordered from a new device in London. Charged AED 3,135. Cancel: +1 546 429 2297",phishing,fake_order_callback
"Yo mum said dinner is at 6pm, bring Omar if they're free x",ham,friend_favor
"Hi, I think we spoke about the shipment last week? This is Ben.",phishing,wrong_number_opener
"Dear applicant, congratulations, IKEA has approved your package handler application. Salary £978.12 per week. Contact your manager Ana: WhatsApp +1 252 443 6282",phishing,job_scam
"Olá, sou Mike do RH da Costco. Você foi selecionado para uma vaga home office, $4,942 por dia. Me chama no WhatsApp 1-885-982-5500.",phishing,job_scam_i18n
Buy $33 of groceries at Walmart and get a £50 bonus card. Ends Tuesday.,spam,giftcard_promo
"Enter our holiday giveaway for a chance to win a $850,000 Target gift card. Enter at target.com/orders/giveaway. No purchase necessary.",spam,giftcard_promo
"Apple Music: a new device signed in to your account from Chicago. If this wasn't you, change your password in the Apple Music app.",ham,real_subscription_notice
Your PlayStation Plus free trial ends today. You'll be charged $202/month unless you cancel in the app.,ham,real_subscription_notice
Disney+: Your annual plan was charged $128 to card ending 6400. Not you? Dispute here: https://cutt.ly/j72750,phishing,fake_subscription_charge
"You've been chosen for a $2,176 cash bonus from BCA. Enter your card to receive it: http://refund16.top/verify",phishing,prize_win
"Olá, sou Natasha do RH da Walmart. Você foi selecionado para uma vaga home office, AED 2,696 por dia. Me chama no WhatsApp +44 7749 861652.",phishing,job_scam_i18n
"Bet $303 get AED 91 in free bets at LuckySpin. 18+, T&Cs apply, new customers only.",spam,generic_ads
Seu código Venmo é 8876. Não compartilhe com ninguém.,ham,real_codes
"Learn nursing in 9 weeks and land a $250,000 job. Enroll today at bootcamp.com/apply",spam,generic_ads
"Heyy happy birthday!!! hope you have an amazing day, call you later thank you!",ham,friend_favor
"Costco: Your order #5274-65413 for Kindle Paperwhite (€28) has been confirmed. If you did not make this order, call +91 77562 15166 immediately.",phishing,fake_order_callback
"Carrefour Loyalty: you have won £250,000! Confirm your details at http://reward-notice.xyz",phishing,prize_win
"Your Airbnb host Priya sent you a message: check-in is after 7pm, the lockbox code is in the app.",ham,real_hr_and_appointments
Correos notice: package H337550 returns to sender unless address is confirmed: e-confirm.club,phishing,delivery_fee
Jumia: a printer ink was ordered from a new device in Jakarta. Charged AED 447. Cancel: +971 54 593 5721,phishing,fake_order_callback
"مبروك! تم اختيارك للفوز بقسيمة £50,000 من Best Buy. اضغط للمطالبة: go-prize.buzz/confirm",phishing,prize_win_i18n
"Hey can you send me the wifi password again, my phone forgot it asap",ham,friend_favor
596-475 is your Monzo verification code. It expires in 10 minutes.,ham,real_codes
Offre spéciale : 59% de réduction sur la mode chez Zalando jusqu'à ce soir. sephora.fr,spam,ads_i18n
"Finanzamt notice: an outstanding fine of R$3,540 found on your record. Pay by Friday at tax-sydney.club/confirm or face prosecution.",phishing,gov_callback
Unclaimed prize! You were selected for a Apple Watch from Starbucks. Reply YES with your address to receive it.,phishing,prize_win
Seu código Wells Fargo é 328290. Não compartilhe com ninguém.,ham,real_codes
Home Depot: a MacBook Pro was ordered from a new device in Jakarta. Charged £471.37. Cancel: +44 7150 664836,phishing,fake_order_callback
"Hey!! it's Louis, got a new number, save it! Old one stops working tonight.",ham,friend_new_number
Hi Yuki's exam went well. Will update everyone tonight.,ham,friend_favor
"Dropbox: a new device signed in to your account from London. If this wasn't you, change your password in the Dropbox app.",ham,real_subscription_notice
Looking for a new job? Browse 4887 retail openings near you on Totaljobs. Unsubscribe: reply STOP,spam,real_job_ad
"Namaste, main Max TikTok HR se. Aap part-time online job ke liye select hue hain, AED 3,306/day. WhatsApp karein +1 476 807 3545.",phishing,job_scam_i18n
"Finanzamt: you are owed a rebate of $4,000. Submit your bank details at https://is.gd/e73277 to receive it.",phishing,gov_callback
مبروك! تم اختيارك للفوز بقسيمة £750 من Home Depot. اضغط للمطالبة: http://prize-sydney.club/pay,phishing,prize_win_i18n
"Final notice from Department of Motor Vehicles: a warrant will be issued unless you settle €4,679 today. Call +91 79985 27712 ref #6380-71707.",phishing,gov_callback
"Is this Lucy? It's Wei, we met at Lisa's party last month.",phishing,wrong_number_opener
Amazon Logistics: your parcel could not be delivered. Pay $1.49 customs fee within 2 days: http://track10.biz,phishing,delivery_fee
iCloud: we couldn't process your payment. Please update your payment method in the iCloud app to keep your plan.,ham,real_subscription_notice
"Your loyalty points of AED 1,660 expire today! Redeem now: http://rewards53.win/update",phishing,prize_win
"Namaste, main Chris Costco HR se. Aap part-time online job ke liye select hue hain, €698/day. WhatsApp karein +34 673 522 426.",phishing,job_scam_i18n
DPD: we delivered your parcel to a neighbour at No. 84.,ham,real_delivery_notice
"Disney+: Your premium plan was charged $3,027 to card ending 1413. Not you? Dispute here: https://rb.gy/w75198/update",phishing,fake_subscription_charge
Your table for 4 at Nobu is confirmed for Saturday 6pm. Reply CANCEL to cancel.,ham,real_hr_and_appointments
Lidl: 56% off Dyson V15 this week. Shop at the Lidl app or lidl.com. Text STOP to unsubscribe.,spam,giftcard_promo
"Badhai ho! Aapko €50,000 ka Target gift card mila hai. Abhi claim karein: app-inaam.xyz/login",phishing,prize_win_i18n
UPS: your parcel #8773-71485 will be delivered Saturday between 2:15pm and 6pm. No action needed.,ham,real_delivery_notice
"مرحبا، أنا Léa من قسم التوظيف في Shein. تم اختيارك لوظيفة عن بعد براتب £1,256 يومياً. تواصل واتساب (640) 677-6409",phishing,job_scam_i18n
"Orange: your recharge of AED 1,196 was successful. Validity 48 days.",ham,real_telco_util_notice
"Hi, is this Mike? It's Dmitri from the book club, Dmitri gave me your number about Monday.",ham,friend_wrong_number
عرض خاص! خصم 44% على جميع الأحذية في متجر الرياض مول هذا الأسبوع فقط. تسوق الآن yasmin-shop.com,spam,ads_i18n
Disney+: your payment of $546 was processed. Next billing date today. Manage your plan in Account settings.,ham,real_subscription_notice
Target: GoPro Hero 13 is out for delivery today. Someone should be available to sign.,ham,real_order_notice
Apple Rewards: you have won £500! Confirm your details at https://shorturl.at/h30384,phishing,prize_win
CAF: Your Medicare number has been suspended. Call +91 79087 17572 to avoid legal action.,phishing,gov_callback
On se voit samedi ? Léa vient aussi,ham,chat_i18n
"Hey Ana, it's Yuki, we met at Ahmed's birthday on this weekend. Great to meet you, let's do that coffee!",ham,friend_wrong_number
مرحبا، أنا Mateo من قسم التوظيف في Marriott. تم اختيارك لوظيفة عن بعد براتب €92 يومياً. تواصل واتساب 1-802-625-8729,phishing,job_scam_i18n
"Hola, soy Ivan de RRHH de DHL. Has sido seleccionado para un trabajo remoto, $18 al día. Escríbeme por WhatsApp +44 7834 916508.",phishing,job_scam_i18n
"Hey!! I sent a verification code to your number by accident, can you read it to me? Sorry!! please",phishing,code_relay
Vodafone Alert: your account will be locked today. Update your details at app-update.link,phishing,account_problem_link
"Hey!! it's Yuki, we haven't spoken in ages, are you still in Dubai? Sorry to bother you.",phishing,wrong_number_opener
"Sofía it's Kenji, I got your number from Ahmed. Are you free to chat Friday?",phishing,wrong_number_opener
مبروك! تم اختيارك للفوز بقسيمة £500 من Target. اضغط للمطالبة: prize-seattle.info,phishing,prize_win_i18n
"You've been chosen for a R$1,929 refund from Crédit Agricole. Enter your card to receive it: refund-notice.win",phishing,prize_win
"Hola, soy Natasha de RRHH de Shein. Has sido seleccionado para un trabajo remoto, AED 30 al día. Escríbeme por WhatsApp 1-859-335-2879.",phishing,job_scam_i18n
Heyy can you send me the code you just received? I'm locked out and it went to you. ttyl,phishing,code_relay
"Use 143-832 to sign in to NatWest. If you didn't request this, ignore this message.",ham,real_codes
Jumia: a Ring doorbell was ordered from a new device in Lisbon. Charged ₹17.27. Cancel: +91 97034 85799,phishing,fake_order_callback
"Hi Bro, it's Camille, this is my work phone number in case you can't reach the other one. Everything's fine!",ham,friend_new_number
"HBO Max: a new device signed in to your account from Lagos. If this wasn't you, change your password in the HBO Max app.",ham,real_subscription_notice
Unlock 50k followers overnight! Grow your Instagram fast: instaboost.pro,spam,generic_ads
¡Gana dinero desde casa! Hasta £59 al mes sin experiencia. Regístrate: trabajofacil.es,spam,ads_i18n
"Capital One: your account ending 8763 has a low balance of ₹2,845. This is the alert you set up.",ham,real_bank_notice
"Buy €459 of groceries at Starbucks and get a ₹2,954 bonus card. Ends Monday.",spam,giftcard_promo
Evri: your driver Neha is 5 stops away.,ham,real_delivery_notice
"¡Felicidades! Has sido seleccionado para recibir una tarjeta regalo de €250,000 de Lidl. Reclama aquí: https://tinyurl.com/e41064/update",phishing,prize_win_i18n
"Generic Cialis online, no prescription, discreet shipping. pharma-direct.store",spam,generic_ads
"Glückwunsch! Sie wurden für einen €5,000 Tesco Gutschein ausgewählt. Jetzt einlösen: gewinn-secure.online",phishing,prize_win_i18n
"Selected candidate: Amazon needs 37 people to complete surveys, €91/day. Start today, wa.me/83192301637.",phishing,job_scam
"Kal 1pm baje milte hain, station pe aa jana",ham,chat_i18n
Amazon Logistics notice: package #61372231 returns to sender unless address is confirmed: http://amazon-verify.info/confirm,phishing,delivery_fee
"Oi, chegou o boleto do condomínio? Preciso pagar até dia 10.",ham,chat_i18n
"Hi, this is Jake from Shein Talent Acquisition. Your profile was shortlisted for a part-time order processor role, ₹963.04/week. text +44 7286 138755 to start.",phishing,job_scam
"Hi, practice is cancelled Friday because of the heat. Coach will send the new schedule tomorrow. 🙏",ham,friend_favor
"Selected candidate: Deloitte needs 45 people to share posts, £3,634/day. Start today, WhatsApp +91 93187 12284.",phishing,job_scam
"Target Order Confirmation: dog food - $2,762. Delivery today. To cancel or report unauthorized use call 1-855-340-4920.",phishing,fake_order_callback
"Your Currys account was used to buy Samsung 65"" TV for $101. If this wasn't you contact support at +91 76566 14073 right away.",phishing,fake_order_callback
"Vivo: your recharge of AED 2,712 was successful. Validity 84 days.",ham,real_telco_util_notice
BCA: 4890 is your one-time passcode. Do not share it. We will never call to ask for it.,ham,real_codes
Claro Alert: your account will be closed today. Update your details at http://update82.top/update,phishing,account_problem_link
"Namaste, main Priya Zara HR se. Aap part-time online job ke liye select hue hain, R$258.05/day. WhatsApp karein +971 56 265 3019.",phishing,job_scam_i18n
"Hi Grandpa!! I need a favour, it's a bit urgent. love you",phishing,new_number_family
Barclays Alert: your account will be suspended in 24 hours. Update your details at https://bit.ly/f12636,phishing,account_problem_link
"¡Felicidades! Has sido seleccionado para recibir una tarjeta regalo de €250,000 de Walmart. Reclama aquí: https://shorturl.at/z84450/refund",phishing,prize_win_i18n
"Best Buy: Your order #13016556 for printer ink (AED 124) has been charged to your card. If you did not authorize this order, call +34 688 613 643 immediately.",phishing,fake_order_callback
"eBay: Samsung 65"" TV is out for delivery today. Someone should be available to sign.",ham,real_order_notice
"Hallo Papa, ich bin's, mein Handy ist kaputt. Das ist meine neue Nummer. Kannst du mir schnell $917.98 überweisen? Ich kann nicht in mein Banking.",phishing,new_number_family_i18n
"PG&E: a power cut is affecting your area. Engineers are on site, estimated restoration 8am.",ham,real_telco_util_notice
Dein Bradesco Bestätigungscode lautet 914-406.,ham,real_codes
Learn Python in 15 weeks and land a $500 job. Enroll today at bootcamp.io/apply,spam,generic_ads
"¡Gana dinero desde casa! Hasta $3,079 al mes sin experiencia. Regístrate: ingresosextra.es",spam,ads_i18n
Spotify: we couldn't process your payment. Please update your payment method in the Spotify app to keep your plan.,ham,real_subscription_notice
"New number alert, this is Priya :) same WhatsApp, just a new sim. See you tonight!",ham,friend_new_number
"Your Disney+ free trial ends Saturday. You'll be charged $4,640/month unless you cancel in the app.",ham,real_subscription_notice
ICICI: your new card ending 8496 has been sent and should arrive in 5-7 days. Activate it in the app when it arrives.,ham,real_bank_notice
Your Apple return for a winter coat was received. Refund of R$24 will appear on your card in 3-5 business days.,ham,real_order_notice
¡Gana dinero desde casa! Hasta $442 al mes sin experiencia. Regístrate: ingresosextra.es,spam,ads_i18n
"Hi, is this Kenji? It's Yuki from the football team, Léa gave me your number about this weekend.",ham,friend_wrong_number
Your Vattenfall bill of R$914 is due on tomorrow. Pay in the Vattenfall app or at vattenfall.com/track. Thank you.,ham,real_telco_util_notice
BBVA: a billing error detected. Restore your account within 24h: secure-miami.icu/refund,phishing,account_problem_link
"Buy $80 of electronics at Costco and get a £3,349 bonus card. Ends Thursday.",spam,giftcard_promo
"Hi all, Emma here. Switched carriers so this is my number from now on. No need to reply.",ham,friend_new_number
Capital One: a payment of $985.05 to Neha Carlos was sent from your account. Ref #856-7341416-3608932.,ham,real_bank_notice
"Commerzbank: AED 2,331 was deposited into your account ending 4169. Available balance €650.",ham,real_bank_notice
"Namaste, main Ava Temu HR se. Aap part-time online job ke liye select hue hain, £80.14/day. WhatsApp karein +34 615 406 487.",phishing,job_scam_i18n
"Bpost: sorry we missed you. Your parcel is at the Toronto depot, collect it with photo ID or rebook in the Bpost app.",ham,real_delivery_notice
مرحبا، أنا Ivan من قسم التوظيف في Netflix. تم اختيارك لوظيفة عن بعد براتب €50 يومياً. تواصل واتساب +971 53 377 5999,phishing,job_scam_i18n
"Hey, is this still Camille's number? Haven't heard from you since Nairobi.",phishing,wrong_number_opener
Parabéns! Você foi selecionado para um vale de £750 da Walmart. Resgate agora: http://my-vale.biz,phishing,prize_win_i18n
Looking for a new job? Browse 7132 retail openings near you on Jooble. Unsubscribe: reply STOP,spam,real_job_ad
United: flight DE5369 to Toronto now departs from gate A19. Boarding at 9:30am.,ham,real_hr_and_appointments
Vodafone: planned maintenance in your area Sunday 1pm-8am. You may lose signal briefly. Sorry for the inconvenience.,ham,real_telco_util_notice
"Heyy Arjun, did you get the invoice I sent? Hope this is still your number.",phishing,wrong_number_opener
"Buy ₹896.32 of electronics at Home Depot and get a £2,857 bonus card. Ends Friday.",spam,giftcard_promo
"Hey!! quick one, forward me the text with the code that just came through, I put your number in by mistake thank you!",phishing,code_relay
"Coucou Mamie, c'est moi, j'ai cassé mon téléphone. Écris-moi sur WhatsApp à ce numéro.",phishing,new_number_family_i18n
Vote Noah Olivia for School Board on tomorrow! Better schools. Paid for by the campaign.,spam,generic_ads
"New number alert, this is Mike :) same WhatsApp, just a new sim. See you Friday!",ham,friend_new_number
Hiya can you transfer me the R$866 for the airbnb when you get a sec? sorted it with Pierre already please,ham,friend_favor
Your YouTube Premium free trial ends Thursday. You'll be charged $377.65/month unless you cancel in the app.,ham,real_subscription_notice
EE: thanks for your payment of $614.48. Your next bill is due this weekend.,ham,real_telco_util_notice
"Heyy running 26 min late, car wouldn't start. Order me a coke? ok?",ham,friend_favor
Crédit Agricole: a payment of $37 to Fatima Mei was sent from your account. Ref #39926249.,ham,real_bank_notice
Your Jumia return for a desk lamp was received. Refund of €518 will appear on your card in 3-5 business days.,ham,real_order_notice
"Your eBay account was used to buy Samsung 65"" TV for £1,014. If this wasn't you contact support at +1 927 870 2359 before shipment.",phishing,fake_order_callback
Unlock 38k followers overnight! Grow your Instagram fast: instaboost.pro,spam,generic_ads
Xbox Game Pass: your payment of R$415.32 was processed. Next billing date tonight. Manage your plan in Account settings.,ham,real_subscription_notice
Dein Venmo Bestätigungscode lautet 461-785.,ham,real_codes
"Amazon Prime receipt: $81 charged Sunday. If you did not authorize this, cancel at https://bit.ly/m13384/verify",phishing,fake_subscription_charge
Claro: your recharge of ₹570.50 was successful. Validity 83 days.,ham,real_telco_util_notice
Netflix: payment of $95 was declined. Update your billing within 2 days or lose access: https://t.co/w14883,phishing,fake_subscription_charge
"Oi, chegou um código de WhatsApp aí? Coloquei seu número sem querer, me manda?",phishing,code_relay_i18n
Apple Music: a wire transfer of AED 509.93 is pending. Not you? Cancel it here: https://cutt.ly/v98191/claim,phishing,account_problem_link
"Cheap Viagra online, no prescription, discreet shipping. medsonline.store",spam,generic_ads
FLASH SALE 71% off at Boohoo this weekend only. Shop now: shein.com/sale,spam,generic_ads
Medicare: you are owed a stimulus payment of $877.97. Submit your bank details at http://gov-jakarta.cc to receive it.,phishing,gov_callback
"Hello? Camille, are you still coming to the golf on Tuesday?",phishing,wrong_number_opener
"Use 259 659 to sign in to Revolut. If you didn't request this, ignore this message.",ham,real_codes
E.ON: your meter reading is due. Submit it in the app by Sunday to avoid an estimated bill.,ham,real_telco_util_notice
Mercado Livre: your order #39844138 (AirPods Pro) has shipped and will arrive Thursday. Track it at the Mercado Livre app.,ham,real_order_notice
Offre spéciale : 39% de réduction sur les chaussures chez La Redoute jusqu'à ce soir. sephora.fr,spam,ads_i18n
"Thanks for coming to the interview today. We'll be in touch by Thursday with next steps. - Sarah, HR",ham,real_hr_and_appointments
Verizon: a payment of €766 is pending. Not you? Cancel it here: http://verizon-kyiv.club,phishing,account_problem_link
"Hi, this is Mike from Costco Talent Acquisition. You have been selected for a work-from-home remote assistant role, ₹685/day. wa.me/85966331451 to start.",phishing,job_scam
"hey it's João from work, finally got a UK number, save me x",ham,friend_new_number
"Citi: your card was used abroad in Toronto for €464.87. If you don't recognise this, call the number on your card.",ham,real_bank_notice
"Bonjour, Olga du service RH de IKEA. Votre profil a été retenu pour un poste à domicile, €63/jour. Contactez-moi sur WhatsApp +971 54 568 1201.",phishing,job_scam_i18n
"Hallo, hier ist Liam von Costco Recruiting. Sie wurden für eine Homeoffice-Stelle ausgewählt, £22 pro Tag. Melden Sie sich per WhatsApp (513) 298-8482.",phishing,job_scam_i18n
La Poste: we missed you today. Reschedule delivery ($1.99) at la63.icu/confirm,phishing,delivery_fee
Scotiabank: رمز التحقق الخاص بك هو 874-503. لا تشاركه مع أحد.,ham,real_codes
Flights to Madrid from $140! Book by tomorrow at flyaway-travel.com,spam,generic_ads
"Hi it's Tom, got a new number, save it! Old one stops working Tuesday.",ham,friend_new_number
"Target: 25% off Samsung 65"" TV this week. Shop at the Target app or target.com. Text STOP to unsubscribe.",spam,giftcard_promo
Seu código Venmo é 3282. Não compartilhe com ninguém.,ham,real_codes
"Je suis en retard de 5 min, commande-moi un café stp",ham,chat_i18n
"Namaste, main Fatima TikTok HR se. Aap part-time online job ke liye select hue hain, £937/day. WhatsApp karein (552) 602-4094.",phishing,job_scam_i18n
"Enter our spring giveaway for a chance to win a $2,000 Costco gift card. Enter at costco.com/account/giveaway. No purchase necessary.",spam,giftcard_promo
"New number alert, this is Mei :) same WhatsApp, just a new sim. See you Saturday!",ham,friend_new_number
"Thank you for your MediaMarkt purchase of Nintendo Switch, total R$406.90. Card ending 7325 charged. Not you? Call our fraud line +1 591 771 2281.",phishing,fake_order_callback
Jetzt ₹76 Bonus sichern! Online Casino mit über 1138 Spielen. casinoclub.de,spam,ads_i18n
Hiya lol did you see what Mia posted in the group chat xx,ham,friend_favor
PayPal: رمز التحقق الخاص بك هو 156-532. لا تشاركه مع أحد.,ham,real_codes
"PlayStation Plus receipt: €21.51 charged Tuesday. If you did not authorize this, cancel at https://t.co/y41592",phishing,fake_subscription_charge
"You are our 1,000th winner! A a desk lamp is waiting for you. Pay only shipping $2.99: win-help.xyz",phishing,prize_win
"WINNER: Your number won $750 in the Mobile Draw. Send your name, address and bank details to claim. Ref #8835-82958",phishing,prize_win
Centrelink: Your driver license has been linked to fraud. Call +34 685 739 241 to avoid legal action.,phishing,gov_callback
"Aldi Customer: you have won $250,000! Claim your prize at claim75.info/verify",phishing,prize_win
iCloud Security: enter your 2FA code at auth-support.online to confirm the pending login of €30.,phishing,account_problem_link
"Coucou Tonton, c'est moi, j'ai changé de numéro. Écris-moi sur WhatsApp à ce numéro.",phishing,new_number_family_i18n
Amazon Logistics: your driver Sofía is 8 stops away.,ham,real_delivery_notice
Hot singles near London want to chat! Free signup: meetlocal.net,spam,generic_ads
"Tom (Walmart Hiring Team): we saw your CV on Glassdoor. Online position, 1-2 hrs a day, ₹964/day. Interested? WhatsApp +34 667 624 362",phishing,job_scam
"Now hiring: forklift operators at Uber, AED 357/hr. Apply at our careers page. Reply STOP to opt out.",spam,real_job_ad
EE: planned maintenance in your area this weekend noon-4:45pm. You may lose signal briefly. Sorry for the inconvenience.,ham,real_telco_util_notice
"Your reward points of ₹3,796 expire Friday! Redeem now: http://points-secure.buzz/claim",phishing,prize_win
"Sell your house fast for cash, any condition, close in 8 days. Call 1-853-593-1436",spam,generic_ads
Rogers: your bill of $32 is now available. View or pay at rogers.com. Autopay will process on 7/6.,ham,real_telco_util_notice
"مبروك! تم اختيارك للفوز بقسيمة $1,000 من Starbucks. اضغط للمطالبة: app-prize.win",phishing,prize_win_i18n
"Uber is hiring! Earn €22-$1,976 daily boost listings. No experience, same-day pay. Ages 22+. WhatsApp me on +1 227 652 2758",phishing,job_scam
Delta: flight DK3130 to Paris now departs from gate C18. Boarding at 4:45pm.,ham,real_hr_and_appointments
490-166 is your Signal verification code. It expires in 5 minutes.,ham,real_codes
"Coucou Maman, c'est moi, j'ai perdu mon portable. J ai besoin d aide pour payer une facture urgente.",phishing,new_number_family_i18n
عمي هذا رقمي الجديد، جوالي تعطل. محتاج مساعدة عاجلة في دفع فاتورة.,phishing,new_number_family_i18n
Correos: we delivered your parcel to your safe place.,ham,real_delivery_notice
"Hi, this is Fatima from Google HR. You have been selected for a remote social media assistant role, AED 21/week. reply YES to start.",phishing,job_scam
"Car loans from 5.9% APR, decision in minutes. Apply: quickloans.net",spam,generic_ads
Congratulations! You've been selected to receive a $500 Shell gift card. Claim now: https://tinyurl.com/m62130,phishing,prize_win
"New number alert, this is Omar :) same WhatsApp, just a new sim. See you Tuesday!",ham,friend_new_number
"Part-time job offer from Zara: complete surveys for R$951.88 per task, paid to your bank instantly. wa.me/36077764283",phishing,job_scam
"iCloud: a new device signed in to your account from Kyiv. If this wasn't you, change your password in the iCloud app.",ham,real_subscription_notice
DVLA: you are owed a tax refund of $64. Submit your bank details at http://tax43.site to receive it.,phishing,gov_callback
Jumia: your order #8853-73313 (running shoes) has shipped and will arrive tonight. Track it at jumia.com/orders.,ham,real_order_notice
"Hello? Grandma, it's me. Something's come up, are you free to help with a payment? thanks",phishing,new_number_family
Learn nursing in 10 weeks and land a $500 job. Enroll today at skillup.io/apply,spam,generic_ads
"¡Felicidades! Has sido seleccionado para recibir una tarjeta regalo de £5,000 de Home Depot. Reclama aquí: http://regalo-help.top/claim",phishing,prize_win_i18n
