text,label,corpus_label,source,confidence,p_ham,p_spam,p_phishing,p_no_message
Paket im Terminal festgehalten: http://ffnst.com/7DH420,phishing,phishing,corpus,0.67,0.24,0.0,0.76,0.0
"¡URGENTE! ¡Tu número de móvil 077xxx GANÓ un premio de bonificación de llamada de £2,000 el 02/06/03! ¡Este es el 2º intento de contactarte! ¡Llama al 09066362206 lo antes posible! CAJA97N7QP, 150ppm",phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Sende jetzt Geld http//bit.ly/2347,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
Paket sedang ditahan di terminal: http://ffnst.com/7DH795,phishing,phishing,corpus,0.81,0.14,0.0,0.86,0.0
Paquete retenido en la terminal: http://ffnst.com/7DH434,phishing,phishing,corpus,0.88,0.09,0.0,0.91,0.0
"Kirim nomor teleponnya dan beri balasan besok pagi mengenai alasanmu mengatakan hal itu padanya seperti itu, ok.",ham,ham,corpus,0.91,0.93,0.0,0.07,0.0
!URGENT رقم هاتفك المحمول قد فاز بجائزة بقيمة 2000 جنيه إسترليني مضمونة. اتصل على الرقم 09061790121 عبر الهاتف الأرضي. اطالب بالجائزة 3030. صالحة لمدة 12 ساعة فقط تكلفة الاتصال 150 بينيه في الدقيقة.,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Dois-je te harceler ?,ham,ham,corpus,0.98,0.9899,0.0101,0.0,0.01
Я в компании DI,ham,ham,corpus,0.88,0.9785,0.0,0.0215,0.07
Grande vendita estiva! Acquista uno e ottieni l'altro gratis su tutti i costumi da bagno su TrendyStyles. Acquista ora su www.trendystyles.com/sale41,spam,spam,corpus,1.0,0.0,1.0,0.0,0.0
اربح رحلة تسوق بقيمة 200 جنيه إسترليني كل أسبوع ابتداءً من الآن. للمشاركة، ارسل STORE إلى الرقم 88039. SkilGme. توجد شروط وأحكام. للمساعدة، اتصل على الرقم 08714740323. أتمنى لك الفوز! مناسب للأشخاص فوق سن 16. الاشتراك يكلف 1.50 جنيه إسترليني في الأسبوع.,spam,spam,corpus,0.94,0.0,0.96,0.04,0.0
"Urgen! Hubungi 09061749602 dari telepon rumah. Liburan gratis ke Tenerife atau ¬£10,000 tunai menunggu pengambilan, SAE T&Cs BOX 528 HP20 1YF. Biaya 150ppm 18+.",phishing,spam,corpus,0.92,0.0,0.06,0.94,0.0
"Questa è la seconda volta che proviamo a contattarti. Hai vinto il premio di £1450 da reclamare, basta chiamare il 09053750005 prima del 310303. T&C/arresto SMS 08718725756. 140ppm",phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
"මිලා, 23 වසරක්, සුදු ඉංග්රීයයි, එයගේම සිරුරිල් සහත්කාර හෝන කියවනා. උන්මින් මගේ සලකුණු හාසංකා අවස්තා සාද ඇත්තොත්. කරුණාකර MTALK ලිප්ල කර 69866 ට ටෙක්ස්ට් කරන්න. 18 වැනි 30 පිවිසුම් / ලවී සැලසෙම්. £1.50 ක කිෆ් වෙළද ඔබට නායකව. උකුලකරන්න 08718728876",spam,spam,corpus,0.82,0.0101,0.8687,0.1212,0.01
Pacco trattenuto in terminal: http://ffnst.com/7DH408,phishing,phishing,corpus,0.85,0.11,0.0,0.89,0.0
Sei ancora in giro? Vorresti ritirare più tardi,ham,ham,corpus,0.99,0.99,0.0,0.01,0.0
"සුභ උදෑසනක් :-):-).""",ham,ham,corpus,0.99,1.0,0.0,0.0,0.01
හිමි ශිෂ්ය වික්රමනය! සියලු beachwear එකක් එකතු ලබාගත හැකිය නොඩින් TrendyStyles සුප් කලාභියා. දැන් යන්න www.trendystyles.com/sale18 යන්නේ.,spam,spam,corpus,0.89,0.0,0.92,0.08,0.0
Your payment of $4685 was processed,ham,ham,corpus,0.99,1.0,0.0,0.0,0.0
Sende jetzt Geld http//bit.ly/1135,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
I only brought old jeans but my hijab is new -_-,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Entonces, ¿debo pagar primero? ¿Y cuándo llegará el stock?",ham,ham,corpus,0.96,0.97,0.0,0.03,0.0
Bank of America: Suspicious charge of $3884. Review at bit.ly/123,phishing,phishing,corpus,0.98,0.02,0.0,0.98,0.0
Отправить деньги сейчас http//bit.ly/2166,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
"Wir rufen nicht wie &lt;#&gt; Mal an, ach. Mach uns nicht noch mehr Stress.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"La tua password Adobe è stata reimpostata. Se non sei stato tu, contatta il supporto.",ham,ham,corpus,0.89,0.92,0.0,0.08,0.0
أرسل المال الآن http://bit.ly/1443,phishing,phishing,corpus,0.99,0.0,0.0,1.0,0.0
!عاجل لقد حصل رقم هاتفك المحمول على جائزة مكافأة قدرها 2000 جنيه إسترليني في المتصلين الفائزين في 5/9/03 هذه محاولتنا الأخيرة للاتصال بك! اتصل من خط أرضي على 09064019788صندوق 42WR29C، 150 بنانا في الدقيقة.,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Bank of America: Suspicious charge of $1978. Review at tinyurl.com/abc,phishing,phishing,corpus,0.99,0.01,0.0,0.99,0.0
Посылка удерживается в терминале: http://ffnst.com/7DH334,phishing,phishing,corpus,0.86,0.1,0.0,0.9,0.0
Paket im Terminal festgehalten: http://ffnst.com/7DH85,phishing,phishing,corpus,0.65,0.26,0.0,0.74,0.0
Je t'aime aathi..je t'aime beaucoup..,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Aiyo, bitte hast du Zeit?",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
_Отправьте деньги сейчас http//bit.ly/1949_,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
Haiyoh... Forse il tuo criceto era geloso dei milioni,ham,ham,corpus,0.98,0.99,0.0,0.01,0.0
Quiz TV EASTENDERS. Quelle FLEUR DOT se compare-t-elle? D= VIOLET E= TULIPE F= LYS envoyer D E ou F au 84025 MAINTENANT pour avoir une chance de GAGNER 100 livres en espèces WKENT/150P16+,spam,spam,corpus,0.96,0.0,0.97,0.03,0.0
Your tax refund of $1526 is ready. Claim at tinyurl.com/abc,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
Paquete retenido en la terminal: http://ffnst.com/7DH119,phishing,phishing,corpus,0.89,0.08,0.0,0.92,0.0
"""Because the one I added.""",ham,ham,corpus,0.79,1.0,0.0,0.0,0.16
Work from home: Earn $908/hour! Start today: tinyurl.com/abc,spam,spam,corpus,0.84,0.0,0.88,0.12,0.0
Your account balance is $3556,ham,ham,corpus,0.99,0.99,0.0,0.01,0.0
You need to send money the IRS NOW at https://tinyurl.com/9064,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Paquete retenido en la terminal: http://ffnst.com/7DH586,phishing,phishing,corpus,0.89,0.08,0.0,0.92,0.0
Send Money Now http//bit.ly/2365,phishing,phishing,corpus,0.99,0.0,0.01,0.99,0.0
Your tax refund of $1777 is ready. Claim at tinyurl.com/abc,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
"නැහැ, එන්ට Blu-ray ප්ලේයර් කළ හැකුනේදැයිද කියන්නේ.",ham,ham,corpus,0.97,1.0,0.0,0.0,0.02
Send Money Now http//bit.ly/2237,phishing,phishing,corpus,0.99,0.0,0.01,0.99,0.0
🎉 CONGRATS! You won $3942 Amazon gift card! Redeem at bit.ly/123 🎉,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Anda perlu segera mengirim uang kepada IRS SEKARANG di https://tinyurl.com/9037,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
තැරිනල්සීයුවේ ඇති පැකෙට්: http://ffnst.com/7DH461,phishing,phishing,corpus,0.6,0.2784,0.0,0.7216,0.03
Envoyer de l'argent maintenant http//bit.ly/1572,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
أعتقد أن ستين سيحصل بالتأكيد على شوط واحد.,ham,ham,corpus,0.94,0.9697,0.0303,0.0,0.01
"Ha! Ich würde nicht sagen, dass ich nichts in die Art und Weise, wie du erschienst, interpretiert habe. Ich mag es nicht, urteilend zu sein … das hebe ich mir für Freitage in der Kneipe auf!",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Kirim Uang Sekarang http://bit.ly/1893,phishing,phishing,corpus,0.97,0.0,0.02,0.98,0.0
திரும்பப்பெறுகிறது பணம் http//bit.ly/1012,phishing,phishing,corpus,0.98,0.01,0.0,0.99,0.0
Envoyer de l'argent maintenant http//bit.ly/1042,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
Посылка удерживается в терминале: http://ffnst.com/7DH648,phishing,phishing,corpus,0.92,0.06,0.0,0.94,0.0
K..k..je vais bien aussi :) Quand allez-vous terminer le cours ?,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Debt relief program: Get out of debt fast! Call 7520,spam,spam,corpus,0.89,0.0,0.91,0.09,0.0
Посылка удерживается в терминале: http://ffnst.com/7DH617,phishing,phishing,corpus,0.83,0.13,0.0,0.87,0.0
Non guardare indietro verso l'edificio perché non hai un cappotto e non voglio che tu ti ammali di più. Vai subito a casa e mettiti un cappotto per andare in palestra!!!,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
لا مشكلة بالتجديد. سأقوم بذلك على الفور ولكني لا أعرف تفاصيله.,ham,ham,corpus,0.98,0.99,0.0,0.01,0.0
Your payment of $2355 was processed,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"ඔව්, පනිද්ගේ නටබුන්ට දුන්නදරි වෙන්න - පිල් නෙවිල්?",ham,ham,corpus,0.78,0.8571,0.0102,0.1327,0.02
يجب عليك إرسال الأموال إلى مكتب الضرائب الآن على الرابط التالي: https://tinyurl.com/9016,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Мне нужен логин или что-то еще?,ham,ham,corpus,0.76,0.8283,0.0,0.1717,0.01
ඔබට යාවත්කාලින කරන්නේ හොඳයි නම් මම පින්බරයක් එකතු කළ හැකිය :),ham,ham,corpus,0.85,0.8889,0.0606,0.0505,0.01
Ricevi gratuitamente un amplificatore di dati mobili con ogni nuovo piano telefonico presso MobileNet. Chiamaci al 800-555-0199 o visita www.mobilenet.com/29,spam,phishing,corpus,0.99,0.0,0.99,0.01,0.0
"நல்லதாக உங்களுக்கு இந்தாசாத் இந்தியாசாத் பணம் 100 ரூபாய் போனஸ் கிடைக்கும், இது 3 நாட்களுக்கு மட்டும் செல்லும் மற்றும் உங்கள் சிரும்பம் புள்ளியாகும். போனஸைச் சரியாக சரிசெய்ய *557*8#",phishing,spam,corpus,0.95,0.01,0.03,0.96,0.0
Beantworte zuerst meine Frage.,ham,ham,corpus,0.91,0.9792,0.0,0.0208,0.04
Вы должны немедленно отправить деньги IRS по адресу https://tinyurl.com/8941,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Your tax refund of $3879 is ready. Claim at bit.ly/123,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
🎉 CONGRATS! You won $2401 Amazon gift card! Redeem at bit.ly/123 🎉,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Your tax refund of $2899 is ready. Claim at goo.gl/xyz,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
Envoyez de l'argent maintenant http//bit.ly/2775,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
Invia denaro ora http//bit.ly/1291,phishing,phishing,corpus,0.99,0.0,0.01,0.99,0.0
வாரிய வாழ்த்துக்கள். உங்களுக்கு வெற்றி கிடைக்கின்றது. போன் எண் XV/2015 பின் குறியீட் அண்ணாசி 8JF2177. 1 மோடல் Toyota Yaris ஆர்ப்பத்தை பெறுகிறீர்கள். தகவலுக்கு கிளிக் செய்க http://tri-3.webnode.com/ உங்கள் வெற்றி குறியீடை பொருத்த முடியும்.,phishing,spam,corpus,0.99,0.0,0.01,0.99,0.0
Отправьте деньги сейчас http//bit.ly/1651,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
Enviar dinero ahora http//bit.ly/2108,phishing,phishing,corpus,0.99,0.0,0.01,0.99,0.0
الحزمة تم الاحتجاز في الميناء: http://ffnst.com/7DH1028,phishing,phishing,corpus,0.72,0.2,0.0,0.8,0.0
حسنًا، لقد خططت بالفعل. سأختارك.,ham,ham,corpus,0.95,0.96,0.0,0.04,0.0
ඔබ හෙට කියමුද?,ham,ham,corpus,0.99,1.0,0.0,0.0,0.01
"VIVAS FANTASÍAS CALIENTES llame ahora 08707509020 ¡Solo 20p por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam,spam,corpus,0.99,0.0,0.99,0.01,0.0
"Sunshine Hols. Untuk mengklaim liburan medis Anda, kirimkan amplop berisi alamat Anda yang di-stamp ke Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Kuis dimulai hari Sabtu! Berhenti berlangganan, balas dengan ""Stop"".",phishing,spam,corpus,0.7,0.0,0.22,0.78,0.0
"Promo Spesial! Dapatkan EXTRA PULSA TELKOMSEL senilai 50 ribu rupiah dengan pembelian paket internet pertama kali melalui Aplikasi My Telkomsel mulai tanggal 25 Agustus hingga 25 September. Untuk detail paket, silakan cek di tsel.me/mytsel1.",spam,spam,corpus,0.78,0.12,0.84,0.04,0.0
Silakan cek Video Pilih Babe Anda @ sms.shsex.netUN fgkslpoPW fgkslpo,spam,spam,corpus,0.96,0.0,0.98,0.02,0.0
"Gemäß Ihrer Anfrage wurde ""Maangalyam (Alaipayuthe)"" als Ihr Anrufton für alle Anrufer festgelegt. Drücken Sie *9, um den Anrufton Ihres Freundes zu kopieren.",ham,ham,corpus,0.9,0.93,0.03,0.04,0.0
N'avez-vous pas reçu la vaccination contre l'hépatite B au Nigeria ?,ham,ham,corpus,0.92,0.95,0.0,0.05,0.0
Job offer: Earn $4214/month. Apply at tinyurl.com/abc,phishing,phishing,corpus,0.6,0.0,0.3,0.7,0.0
Work from home: Earn $3708/hour! Start today: tinyurl.com/abc,spam,spam,corpus,0.89,0.0,0.92,0.08,0.0
ඔබ වෙදපහසු IRS වෙත දැන් මුදල යවන්න අවශ්යාවේ https://tinyurl.com/8922,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
"Привет, проверь это. Я перечислил это.",ham,ham,corpus,0.8,0.9444,0.0,0.0556,0.1
WIN 3497 NOW! Click goo.gl/xyz to claim!,phishing,spam,corpus,0.97,0.0,0.02,0.98,0.0
Don't miss this amazing deal: shoes for only $34!,spam,spam,corpus,1.0,0.0,1.0,0.0,0.0
همم، كثير منهم للأسف... الصور ليست بشكل رائج. لكنها مسلية بطريقة ما.,ham,ham,corpus,0.99,1.0,0.0,0.0,0.0
Envoyer de l'argent maintenant http//bit.ly/1254,phishing,phishing,corpus,0.97,0.0,0.02,0.98,0.0
"Не разговаривай с ним никогда, понял? Это мое слово.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
K:)මම මගේ kvb ගිය වල විස්ත කරනවා:),ham,ham,corpus,0.96,0.9898,0.0,0.0102,0.02
WIN 1945 NOW! Click tinyurl.com/abc to claim!,phishing,spam,corpus,0.94,0.0,0.04,0.96,0.0
"АКТИВИРУЙТЕ БЕСПЛАТНО свои 500 бесплатных текстовых сообщений, отправив ответное сообщение с словом БЕСПЛАТНО. Для ознакомления с условиями посетите www.07781482378.com.",spam,spam,corpus,0.73,0.0,0.8,0.2,0.0
Debt relief program: Get out of debt fast! Call 7377,spam,spam,corpus,0.89,0.0,0.92,0.08,0.0
"Das ist sehr unhöflich, bist du auf dem Campus?",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
பொருந்துது. ஏழு நூல் கிலோக்கு பத்துப் பேர் - நன்றாக உள்ளதெங்கிஆகவேது.,ham,ham,corpus,0.86,0.9574,0.0426,0.0,0.06
"Ya, tentu saja. Kapan kamu ingin?",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Sende jetzt Geld http//bit.ly/2394,phishing,phishing,corpus,0.99,0.0,0.0,1.0,0.0
Send Money Now http//bit.ly/1276,phishing,phishing,corpus,0.99,0.0,0.01,0.99,0.0
Kirim Uang Sekarang http//bit.ly/1196,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
"Bonjour, votre solde de compte Voicespin COSMETICS_GROUP_COMPANY est de -278,18. À moins que vous ne le rechargiez dès que possible, il atteindra la limite de crédit et sera bloqué.",ham,ham,corpus,0.66,0.75,0.0,0.25,0.0
CAHAYA TRAVEL Билеты по низкой цене и специальные предложения на внутренние и международные рейсы ОНЛАЙН БРОНИРОВАНИЕ 24 часа в сутки связаться по номеру 081310537888 или посетить www.cahayatourtravel.com,spam,spam,corpus,1.0,0.0,1.0,0.0,0.0
URGENT: Your prize is waiting! Call 6382,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Warnung: Ihre Apple ID wird an einem anderen Ort verwendet. Bestätigen Sie Ihre Identität unter http://appleid-identityconfirmation.com.,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
ඔව්... මට එයට නවත්වෙමි... ඔබ යෝගය සඳහා යනත් ඔබ අවසානය දැනුවත්කරනවා? මම අපි ගලවා කොන්ට් කිරී ගන්න හිතුවෙමි.,ham,ham,corpus,0.7,0.963,0.0123,0.0247,0.19
Your account balance is $1463,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Kirim Uang Sekarang http//bit.ly/2542,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
"WERBEAKTION ZUM FEST. Motorrad- und Ölservice-Paket NUR 35rb (normaler Preis Rp42rb) erhältlich bei Genuine Oil+GOP SHOP, Infos unter 088980007432, gültig vom 15. Juli bis 15. August 2013. www.genuineoil.co.id",spam,spam,corpus,1.0,0.0,1.0,0.0,0.0
Package is held at the terminal: http://ffnst.com/7DH42,phishing,phishing,corpus,0.6,0.3,0.0,0.7,0.0
Все еще на месте клиента,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
URGEN! Nomor Ponsel Anda telah memenangkan Hadiah Penelepon Bonus senilai ¬£2.000 pada 01/08/03! Ini adalah upaya kedua kami untuk menghubungi ANDA! Hubungi 0871-4719-523 BOX95QU Tarif Nasional BT,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Work from home: Earn $4934/hour! Start today: goo.gl/xyz,spam,spam,corpus,0.89,0.0,0.92,0.08,0.0
"Téléphones portables GRATUITS avec location à partir de 4,49€/mois avec 750 minutes de communication inter-réseaux. Des offres de forfaits SMS à moitié prix sont également disponibles. Appelez le 08001950382 ou appelez pour annuler/J MF",spam,spam,corpus,0.98,0.0,0.99,0.01,0.0
Debt relief program: Get out of debt fast! Call 3430,spam,spam,corpus,0.86,0.0,0.89,0.11,0.0
VINCI un anno di scorta di CD per un negozio a tua scelta del valore di ¬£500 e partecipa al nostro sorteggio settimanale da ¬£100 inviando un SMS con la parola MUSICA al 87066 Condizioni su www.Ldew.com.subs16+1vincita150centesimialminuto3,spam,spam,corpus,0.97,0.0,0.98,0.02,0.0
Посылка удерживается в терминале: http://ffnst.com/7DH677,phishing,phishing,corpus,0.82,0.13,0.0,0.87,0.0
WhatsApp: New security code: 2088. Don't share it.,ham,phishing,corpus,0.99,1.0,0.0,0.0,0.0
Tu n'as pas terminé ton résumé oh.,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Отправьте деньги сейчас http//bit.ly/1071,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
Envoyez de l'argent maintenant http//bit.ly/1281,phishing,phishing,corpus,0.99,0.0,0.01,0.99,0.0
الطرد محتجز في المطار: http://ffnst.com/7DH758,phishing,phishing,corpus,0.9,0.07,0.0,0.93,0.0
WhatsApp: New security code: 4733. Don't share it.,ham,phishing,corpus,1.0,1.0,0.0,0.0,0.0
WhatsApp: New security code: 3087. Don't share it.,ham,phishing,corpus,0.99,1.0,0.0,0.0,0.0
"K, mandami un messaggio quando sei in viaggio",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Earn $676 per week working from home!,spam,spam,corpus,0.99,0.0,0.99,0.01,0.0
Отправьте деньги сейчас http//bit.ly/2669,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
Yar... J'ai pensé que tu savais que cela arriverait il y a longtemps déjà.,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Earn $2234 per week working from home!,spam,spam,corpus,0.99,0.0,1.0,0.0,0.0
Link yang disediakan tidak valid atau tidak memberikan informasi yang jelas. Apakah ada sesuatu yang bisa saya bantu?,ham,spam,corpus,0.9,0.9894,0.0,0.0106,0.06
பணம் அனைத்துப்புகைகள் இப்போது அனுப்பவும் http//bit.ly/1772,phishing,phishing,corpus,0.96,0.0,0.0102,0.9898,0.02
நீங்கள் https://tinyurl.com/8902 இல் IRS க்கு தற்காலிகமாக பணம் அனுப்ப வேண்டும்,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
🎉 CONGRATS! You won $2425 Amazon gift card! Redeem at bit.ly/123 🎉,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
"Eh bien, il y a un schéma qui se dessine de mes amis me disant de monter en voiture et de venir fumer avec eux, puis me disant que je suis accro à l'herbe / que je les fais trop fumer / que je les empêche de faire d'autres choses, donc vous comprenez pourquoi je suis hésitant.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Ja, wo findet deine Klasse statt?",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Send Money Now http//bit.ly/2617,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
Enviar dinero ahora http//bit.ly/1566,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
"Привет, ты все еще в спортзале?",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
பேக்கேஜ் முகாம் தளத்தில் பதிவுசெய்யப்பட்டது: http://ffnst.com/7DH604,ham,phishing,corpus,0.63,0.7273,0.0101,0.2626,0.01
Tous ces jolis nouveaux t-shirts et la seule chose à laquelle je peux les porter est à thème nudiste ;_; tu es dans le coup?,ham,ham,corpus,0.98,0.99,0.01,0.0,0.0
Apakah kamu tersedia sekarang? Saya berada di sekitar Hillsborough &amp; &lt;#&gt;th.,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
දැන් මුදල් යැවීම http//bit.ly/2812,phishing,phishing,corpus,0.98,0.01,0.0,0.99,0.0
"Ja, wann ist der Termin wieder?",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Bank of America: Suspicious charge of $3151. Review at goo.gl/xyz,phishing,phishing,corpus,0.96,0.03,0.0,0.97,0.0
Pacchetto detenuto in terminal: http://ffnst.com/7DH358,phishing,phishing,corpus,0.78,0.1616,0.0,0.8384,0.01
🎉 CONGRATS! You won $3585 Amazon gift card! Redeem at goo.gl/xyz 🎉,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
எனக்கு ஸ்லைட் போதும் என்று என் நிகழ்ச்சியால் உள்ளது.,ham,ham,corpus,0.72,0.9294,0.0471,0.0235,0.15
"Играешь в космический покер, ты?",ham,ham,corpus,0.87,0.91,0.09,0.0,0.0
Geld jetzt senden http//bit.ly/2301,phishing,phishing,corpus,0.99,0.0,0.0,1.0,0.0
பேக்கேட்் கொள்ளை டெர்மினல்: http://ffnst.com/7DH149,phishing,phishing,corpus,0.88,0.051,0.0102,0.9388,0.02
Ibu rumah tangga yang bosan! Segera chat dan berkencan sekarang! 0871750.77.11! BT-harga nasional 10p/menit hanya untuk telepon rumah!,spam,spam,corpus,0.95,0.0,0.97,0.03,0.0
"Извините, здесь много информации через друзей друзей, я сейчас собираюсь поговорить с самим человеком, который хочет купить.",ham,ham,corpus,0.78,0.84,0.14,0.02,0.0
URGENT: Your prize is waiting! Call 9296,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Где моя игрушка? Я скучаю по тебе... Что случилось?,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"Elle est allée pour assister à deux autres tours aujourd'hui, mais n'est toujours pas rentrée chez elle.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Prize winner! Claim your $981 gift card at goo.gl/xyz,phishing,phishing,corpus,1.0,0.0,0.0,1.0,0.0
"No entiendo. ¿Puedes enviármelo? Además, ¿cómo estás?",ham,ham,corpus,0.99,0.99,0.0,0.01,0.0
خدمات الرسائل النصية. للحصول على رصيد نصوصك المدرجة، يرجى زيارة www.comuk.net تسجيل الدخول = 3qxj9 إلغاء الاشتراك مع STOP، بدون تكلفة إضافية. للمساعدة 08702840625.COMUK. 220-CM2 9AE,ham,spam,corpus,0.7,0.78,0.15,0.07,0.0
Sono in classe. Ti chiamerò dopo,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
Your entry won! Claim $2578 cash prize at goo.gl/xyz,phishing,spam,corpus,1.0,0.0,0.0,1.0,0.0
Bank of America: Suspicious charge of $3614. Review at bit.ly/123,phishing,phishing,corpus,0.97,0.02,0.0,0.98,0.0
வணக்கம். எங்கள் பப்-க்கு நாம் இருந்து மற்றும் இருந்தோம். உங்களைப் பார்த்து மகிழ்ச்சியாகவே உள்ளதாக்க படிக்கும்.,ham,ham,corpus,0.87,0.9574,0.0426,0.0,0.06
සතුටුයි මෙහෙයුද. මම sura වාදානය කිරීම උදාවද කිව්වෙමිනේ.,ham,ham,corpus,0.97,1.0,0.0,0.0,0.01
ජම් 8 න් ඉවත්කර ඉන්න මොනොත්ද?,ham,ham,corpus,0.87,0.9184,0.0102,0.0714,0.02
Envoyez de l'argent maintenant http//bit.ly/1806,phishing,phishing,corpus,0.99,0.0,0.01,0.99,0.0
Debt relief program: Get out of debt fast! Call 6267,spam,spam,corpus,0.86,0.0,0.9,0.1,0.0
¿Cómo te vigilaré ahora? ;_;,ham,ham,corpus,0.99,1.0,0.0,0.0,0.0
L'avatar dovrebbe avere sottotitoli,ham,ham,corpus,0.91,1.0,0.0,0.0,0.06
"¡Oh, vale! Luego iré allí para asegurarme de que abran a qué hora ¿Al bebek komar que está cerca de Dt se puede?",ham,ham,corpus,0.99,1.0,0.0,0.0,0.0
Kirim Uang Sekarang http//bit.ly/2793,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
هذا جميل، لكن للأسف لا يمكنني تناوله.,ham,ham,corpus,0.99,1.0,0.0,0.0,0.0
ارسل الأموال الآن http//bit.ly/1434,phishing,phishing,corpus,0.98,0.0,0.01,0.99,0.0
أرسل المال الآن http//bit.ly/1127,phishing,phishing,corpus,0.99,0.0,0.0,1.0,0.0
"Ялру лифу астне чикку.. Bt инну мундхе лиф али халла ке било (брак)програм эдхае, сю лиф ис нт йет овр чикку.. али варгу лифу мяу-мяу:-D",ham,ham,corpus,0.89,0.9892,0.0,0.0108,0.07
யார் ஆனால் அவர்கள் சில பிழை கூறுகின்றனர்.,ham,ham,corpus,0.69,0.9747,0.0,0.0253,0.21
"Natalie (20/F) lädt dich dazu ein, ihr Freund zu sein. Antworte JA-165 oder NEIN-165. Besuche sie unter: www.SMS.ac/u/natalie2k9 STOP? Sende STOP FRND an 62468.",spam,spam,corpus,0.71,0.12,0.78,0.1,0.0
Work from home: Earn $4952/hour! Start today: tinyurl.com/abc,spam,spam,corpus,0.85,0.0,0.89,0.11,0.0
Confirmation code: 5540. Valid for 10 minutes,ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
"So viele Menschen scheinen auf den ersten Blick besonders zu sein, aber nur sehr wenige werden bis zum letzten Blick für dich besonders bleiben. Pflege sie, bis das Leben endet. Sh!jas.",ham,ham,corpus,1.0,1.0,0.0,0.0,0.0
එය කොදීමේ කොදරණය කුමක්ගේ කතාළු විදියට කියනවාද?,ham,ham,corpus,0.8,0.9884,0.0,0.0116,0.14
