text,label,category,language
"(Seguridad Social) You are owed a tax refund of $2,150.00. Claim it within 48h or forfeit: seguridads0c.pw",phishing,government_notice_twin,en
LinkedIn: Security alert: a new app was granted access to your account. Review it at www.linkedin.com/pay.,ham,account_security,en
Agencia Tributaria: su declaración ha sido presentada correctamente. Ref 419468. No es necesaria ninguna acción.,ham,i18n_notice,es
VK: your VK code is BB4580. Never share this code with anyone.,ham,otp_code,en
your VK code is BB4580. A support agent will call to collect it and secure your account.,phishing,otp_code_twin,en
Hatırlatma: Dr. Kim ile randevunuz Wednesday saat 10:30. Onaylamak için EVET yazın.,ham,i18n_notice,tr
[PIX] Kenji sent you £199.00. It's in your PIX balance.,ham,p2p_payment,en
DHL: Ihr Paket 2982407811 wird heute zwischen 09:00 und 11:15am Uhr zugestellt. Sendungsverfolgung unter dhl.de.,ham,i18n_notice,de
Quest Diagnostics: your prescription is ready for pickup at 6637 Market St. Reply STOP to opt out.,ham,appointment,en
"(Adobe) Your annual plan will renew on the 28th at A$92.41. To change or cancel, visit the Adobe app. Do not reply to this message.",ham,subscription_notice,en
Adobe: Your payment failed and your account is suspended. Update your card to restore access: https://v.gd/y82596/refund,phishing,subscription_notice_twin,en
Poste Italiane: la tua spedizione K65565 è in consegna oggi. Traccia su poste.it.,ham,i18n_notice,it
"Play: faktura na 64,20 zł jest dostępna. Termin płatności Sep 30.",ham,i18n_notice,pl
MyChart: your lab results are ready. Your doctor will call to discuss them by Wednesday.,ham,appointment,en
UBER: Reminder: we never ask for your password by text or email. Learn more at uber.com. Need help? Visit the app.,ham,account_security,en
gov.gr: η αίτησή σας 999816 καταχωρήθηκε. Δεν απαιτείται καμία ενέργεια.,ham,i18n_notice,el
"SBI: Rs.4,999.00 debited from A/c XX4581 on 10-3-26 to VPA paytm@oksbi. Not you? Call 1800 547 9253.",ham,i18n_notice,hi
"From Duolingo: your annual plan will renew on Sep 25 at 18,50€. To change or cancel, visit www.duolingo.com/returns. Msg&data rates may apply.",ham,subscription_notice,en
"Octopus Energy: Your usage this month: 594 kWh, about 15% less than last month.",ham,utility_bill,en
Octopus Energy: Final notice: pay $184.20 now to avoid disconnection: https://goo.su/a66688,phishing,utility_bill_twin,en
[Best Buy] Your subscribe & save delivery of an air fryer is scheduled for today. Skip or change it at bestbuy.com or the Best Buy app. Manage alerts in the app.,ham,order_notice,en
"Eurobank: χρέωση 1,99€ στην κάρτα x7177 στο Trader Joe'S. Αν δεν την αναγνωρίζετε, καλέστε τον αριθμό στο πίσω μέρος της κάρτας.",ham,i18n_notice,el
"Alpha Bank: ύποπτη συναλλαγή 4,20€. Ακυρώστε τώρα: alpha-us.icu",phishing,i18n_notice_twin,el
InPost: Twoja paczka 996174 czeka w Paczkomacie KRA98B. Kod odbioru: 618836. Odbierz w ciągu 48h.,ham,i18n_notice,pl
"InPost: paczka wstrzymana, dopłata 29,00 zł: inpost.login-portal.shop",phishing,i18n_notice_twin,pl
Duolingo: your gift subscription from Chris has been activated. It runs until Monday. Reply STOP to opt out.,ham,subscription_notice,en
"Renfe: su tren AVE 4229 sale a las 10am por la vía 7. Coche 10, plaza 15B.",ham,i18n_notice,es
"3735 is your Barclays OTP for a payment of C$1,480.50 to Albert Heijn. Valid 10 mins. Do not share.",ham,otp_code,en
*ING* Please confirm: £184.20 at EXXON on 10/02 15:30. Reply YES to approve or NO to decline. Msg&data rates may apply. This is an automated message.,ham,bank_fraud_check,en
"From ING: Did you make a £184.20 purchase at EXXON? If NO, update your payment information at http://ing-login.site/refund or your funds will be frozen. This is an automated message.",phishing,bank_fraud_check_twin,en
Tokopedia: pesanan 3118-88570 telah dikirim. Cek status di aplikasi.,ham,i18n_notice,id
Yurtiçi Kargo: 7274992900 numaralı gönderiniz bugün dağıtıma çıktı. Takip: yurticikargo.com,ham,i18n_notice,tr
DHL: Ihr Paket 96005981 wird heute zwischen 10:30am und 18:00 Uhr zugestellt. Sendungsverfolgung unter dhl.de.,ham,i18n_notice,de
"DHL: Ihr Paket wartet im Zolllager. Zollgebühr von 2,45€ bezahlen: https://dhl.login-online.info",phishing,i18n_notice_twin,de
Halifax - Your recurring payment of C$89.99 to INDIAN OIL was processed on Monday.,ham,bank_card_txn,en
*WhatsApp* Your account is now protected with a passkey. You can sign in without a password on this device.,ham,account_security,en
"PHONEPE: You sent $3.50 to Pierre. If you didn't authorize this, contact us in the app. Reply STOP to opt out.",ham,p2p_payment,en
"PhonePe Notice: Pierre sent you $3.50. To receive it, complete verification at https://phonepe47.support/reactivate.",phishing,p2p_payment_twin,en
Hatırlatma: Dr. Ahmed ile randevunuz 14 Oct saat 08:00. Onaylamak için EVET yazın.,ham,i18n_notice,tr
Votre code de connexion Google est JC4764. Il expire dans 10 minutes.,ham,i18n_notice,fr
Dein Google Bestätigungscode lautet 2220. Gib ihn niemals weiter.,ham,i18n_notice,de
54576110 is your Paytm OTP. Valid for 10 mins. Do not share with anyone. -PhonePe,ham,i18n_notice,hi
GoPay: Anda menerima Rp1.349.850 dari Max. Saldo Anda Rp675.000.,ham,i18n_notice,id
GoPay: saldo Rp45.000.000 tertunda. Verifikasi akun Anda: https://s.id/u59663/id,phishing,i18n_notice_twin,id
N26 - your credit card statement is now available in n26.com. This is an automated message.,ham,bank_account_service,en
[e-Devlet] Reminder: your vehicle tax expires on Sunday. Renew at www.turkiye.gov.tr.,ham,government_notice,en
"AL RAJHI: C$142.00 was charged to your card ending with 2070 at ALDI on Oct 10. If you don't recognize this, call the number on the back of your card.",ham,bank_card_txn,en
*Al Rajhi* Unusual activity on card *1046. Confirm your date of birth and card details at https://ow.ly/k50468 or your account will be suspended.,phishing,bank_card_txn_twin,en
"E.ON: a power cut is affecting London. Engineers are on site, estimated restoration 6pm.",ham,utility_bill,en
Vi: your recharge of Rs.719 is successful. Validity 73 days. Data 1.5GB/day.,ham,i18n_notice,hi
Airtel: your SIM will be blocked in 24 hours. Complete KYC: https://u.to/r61483/id,phishing,i18n_notice_twin,hi
"E.ON – Your bill of 85,12 € has been issued. Payment due Tue 23 Sep. Pay at https://www.eon.de/myaccount. Do not reply to this message.",ham,utility_bill,en
gov.gr: η αίτησή σας 9922-52108 καταχωρήθηκε. Δεν απαιτείται καμία ενέργεια.,ham,i18n_notice,el
Your boiler service visit is booked for Mon 22 Sep between 20:00 and 18:00. Engineer: Lucía.,ham,appointment,en
Bupa: your prescription is ready for pickup at 1045 Main St. Reply STOP to opt out.,ham,appointment,en
Bupa: your test results show an urgent issue. View them here immediately: bupax.buzz,phishing,appointment_twin,en
*DHL* your driver Layla is 7 stops away. Estimated arrival 8am.,ham,delivery_notice,en
PNC: Your overdraft limit was changed to £72.18 as requested on Friday.,ham,bank_account_service,en
СДЭК: ваш заказ 490764 прибыл в пункт выдачи по адресу ул. Ленина 2. Хранение 7 дней.,ham,i18n_notice,ru
"Przypomnienie: wizyta u Dr. Kowalski Sep 25 o 10:30am. Odpowiedz TAK, aby potwierdzić.",ham,i18n_notice,pl
gov.gr: η αίτησή σας C29043 καταχωρήθηκε. Δεν απαιτείται καμία ενέργεια.,ham,i18n_notice,el
Agencia Tributaria: su declaración ha sido presentada correctamente. Ref 8987897782. No es necesaria ninguna acción.,ham,i18n_notice,es
Your massage appointment at Bliss Salon is 14 Oct 12:00. Reply CANCEL to cancel.,ham,appointment,en
IRS Alert: We will never contact you by text asking for bank details. Report suspicious messages to report@phishing.gov.uk. Msg ID F72800.,ham,government_notice,en
"Commerzbank – Your recurring payment of 45,00 € to AMAZON.COM was processed on 1 Oct.",ham,bank_card_txn,en
Reminder: your appointment with Dr. Kowalski at Apollo Hospital is on Oct 10 at 15:30. Reply YES to confirm.,ham,i18n_notice,hi
Oi: sua fatura de R$249.00 vence em Tue 23 Sep. Pague pelo app ou em tim.com.br.,ham,i18n_notice,pt
SGK Alert: Your tax return has been received. Ref 802560. No action is needed unless we contact you.,ham,government_notice,en
"*Dubai Police* your pension payment of 29,00 € will be paid on tomorrow.",ham,government_notice,en
Turkcell: Your device payment of £85.12 was processed on Tuesday. 21 payments remaining.,ham,telco_bill,en
[Chronopost] your parcel B39440 will be delivered Sep 25. No action needed. This is an automated message.,ham,delivery_notice,en
"PNC - Your card ••8738 was used at BEST BUY in Hamburg for C$45.00. If this wasn't you, freeze your card in www.pnc.com/help.",ham,bank_card_txn,en
"From Mercado Pago: Your password was changed on Sep 30. If you didn't do this, go to https://www.mercadopago.com/orders to secure your account. Thank you.",ham,account_security,en
Zara – Order 4849759100 is ready for collection at the Berlin store. Bring your order confirmation. Do not reply to this message.,ham,order_notice,en
[BRT] your package is out for delivery today. Track it at https://brt.it/account. Questions? Call the number on the back of your card.,ham,delivery_notice,en
"[BRT] Your parcel 670332 is held, a customs fee of £1,480.50 is unpaid. Pay to release: brt-us.ml/reactivate",phishing,delivery_notice_twin,en
"your Nubank security code: CM7180. Don't share this with anyone, including Nubank staff.",ham,otp_code,en
"your one-time code CM7180 was used to authorize £4.20. If not you, confirm your date of birth and card details: nubank-us.cc",phishing,otp_code_twin,en
Swiggy: your order from Domino's is on the way with Amit. Arriving in 6 min.,ham,i18n_notice,hi
[DHL] your shipment KE752179036 is scheduled for delivery 10/02 between 13:00-13:00. Manage delivery: your online account,ham,delivery_notice,en
"O2: Ihre Rechnung über 2,45 € ist online verfügbar. Abbuchung am Tue 23 Sep.",ham,i18n_notice,de
SGK Alert: Your payment of C$2.45 was received. Thank you.,ham,government_notice,en
"From PNC: Fraud alert: was this you? 3000,00€ at BEST BUY, card x2885. Reply Y or N.",ham,bank_fraud_check,en
PhonePe: Chris sent you £1.99. It's in your PhonePe balance.,ham,p2p_payment,en
Your broadband service visit is booked for the 28th between noon and 14:00. Engineer: Mateo.,ham,appointment,en
Zocdoc: your prescription for your regular medication is ready. Store hours 10:30am-8am.,ham,appointment,en
"*Income Tax Dept* Your refund of 89,99€ has been approved and will be paid into your bank account within 5 working days.",ham,government_notice,en
*Tesco* Your refund of $9.99 for order 15374273 has been issued to your original payment method. Thank you for banking with us.,ham,order_notice,en
Hermes: Ihr Paket wurde um 6pm Uhr an der Haustür abgegeben.,ham,i18n_notice,de
"Truist – is this you? A$312.45 to ALBERT HEIJN, card XX3301. Reply YES/NO. If NO, we'll cancel the card and send a new one. Reply STOP to unsubscribe.",ham,bank_fraud_check,en
Walgreens: your prescription is ready for pickup at 2180 Market St. Reply STOP to opt out.,ham,appointment,en
"Ally| did you attempt a $23.15 purchase at SPOTIFY on Sep 28? Reply 1 for YES, 2 for NO. This is an automated message.",ham,bank_fraud_check,en
Kal 14:00 baje Dr. Ahmed ke saath appointment hai. Confirm karne ke liye YES reply karein.,ham,i18n_notice,hi
ENDESA: Your meter reading is due. Submit it at the Endesa app by the 5th to avoid an estimated bill.,ham,utility_bill,en
Deezer Notice: your download of your playlist is ready for offline listening.,ham,subscription_notice,en
"Eurobank: χρέωση 58,20€ στην κάρτα ending 3840 στο Costco. Αν δεν την αναγνωρίζετε, καλέστε τον αριθμό στο πίσω μέρος της κάρτας.",ham,i18n_notice,el
"Πειραιώς: ύποπτη συναλλαγή 1,99€. Ακυρώστε τώρα: https://u.to/d17025/pay",phishing,i18n_notice_twin,el
Duke Energy - Planned water supply interruption 14 Oct noon-15:30 in your street. Please store some water in advance.,ham,utility_bill,en
"Альфа-Банк: покупка 29,00 ₽ в Target, карта *6079. Баланс: 129,90 ₽.",ham,i18n_notice,ru
From InPost: Your driver Anna is 7 stops away. Estimated arrival 6pm. Thank you.,ham,delivery_notice,en
*InPost* Delivery failed: incomplete address. Update your details within 24h: inpost-dubai.xyz,phishing,delivery_notice_twin,en
eBay your recent order 35591164 was delivered. How did we do? Rate your delivery in the app. Msg ID JK559493810.,ham,order_notice,en
eBay – your account has been charged £85.12 for 2 books. Cancel the order here: https://tinyurl.com/n94198/claim,phishing,order_notice_twin,en
American Express: Security check: a login to your online banking from a new device in São Paulo. Reply YES if this was you.,ham,bank_fraud_check,en
American Express Alert: Was this you? C$118.60 at BP. Cancel and confirm your details: americanexprx.link/update,phishing,bank_fraud_check_twin,en
Booking.com - Gate change: your flight to Athens now departs from gate D6. This is an automated message.,ham,travel_notice,en
Hepsiburada - Your subscribe & save delivery of dog food is scheduled for Sep 28. Skip or change it at hepsiburada.com. Do not reply to this message.,ham,order_notice,en
Hepsiburada - we could not confirm your payment for order #673-5408940-4472696. Update your card within 12h: secure-hepsiburada.center/confirm Thank you for banking with us.,phishing,order_notice_twin,en
تذكير: موعدك مع Dr. Nguyen يوم Mon 22 Sep الساعة 9:30am. أرسل نعم للتأكيد.,ham,i18n_notice,ar
ARAMEX: your package from Zara (2376903310) has shipped via Aramex. Expected Tue 23 Sep.,ham,delivery_notice,en
Aramex Alert: We could not deliver your package. Reschedule and pay the $3.50 redelivery fee: https://is.gd/a80729,phishing,delivery_notice_twin,en
PostNL: uw pakket 45728812 wordt vandaag tussen 9:30am en 1pm bezorgd. Volg het via postnl.nl.,ham,i18n_notice,nl
Trendyol: 2720-87995 numaralı siparişiniz kargoya verildi. Yarın teslim edilecek.,ham,i18n_notice,tr
"*Crédit Agricole* Fraud alert: was this you? $230.00 at APPLE.COM/BILL, card x5683. Reply Y or N.",ham,bank_fraud_check,en
(Crédit Agricole) fraud alert: $230.00 at APPLE.COM/BILL. Reply with your full card number and expiry to cancel.,phishing,bank_fraud_check_twin,en
Bank Mandiri – Please confirm: $2.45 at ALBERT HEIJN on 3 Oct 17:00. Reply YES to approve or NO to decline. Msg&data rates may apply.,ham,bank_fraud_check,en
[SBI] Your card x5275 was used online at DMART for $420.00. You set up this alert for purchases over £92.41.,ham,bank_card_txn,en
Deezer: We couldn't process your payment. Please update your payment method in the Deezer app to keep your plan.,ham,subscription_notice,en
*Deezer* your account is on hold due to a billing problem. Verify your ssn: https://ow.ly/s32706,phishing,subscription_notice_twin,en
Renfe| Your trip to Moscow starts tomorrow. Passport valid? Check entry requirements at the Renfe website.,ham,travel_notice,en
*Renfe* your flight has been cancelled. Claim your refund of $12.40 here: https://renfe.account-center.ru/id,phishing,travel_notice_twin,en
CRA - Reminder: your MOT expires on 14 Oct. Renew at https://canada.ca/cra/returns.,ham,government_notice,en
[SGK] Your property tax for this year is A$92.41. Pay in instalments at sgk.gov.tr.,ham,government_notice,en
CPFL: sua conta de R$45.00 vence em 09/30. Pague pelo app ou débito automático.,ham,i18n_notice,pt
"99 Notice: Your ride is complete. 1,99 € charged to card *7670. Rate João in the app.",ham,travel_notice,en
"Bradesco: Your available balance on account *6041 is $3,000.00 as of 12:00. Manage alerts in the Bradesco app or bradesco.com.br. This is an automated message.",ham,bank_card_txn,en
"Bradesco Notice: A payment of £34.60 to STARBUCKS was approved on card XX9695. If this was not you, cancel it now: https://v.gd/m5177/verify",phishing,bank_card_txn_twin,en
"Εθνική: χρέωση 142,00 € στην κάρτα x7832 στο Apple.Com/Bill. Αν δεν την αναγνωρίζετε, καλέστε τον αριθμό στο πίσω μέρος της κάρτας.",ham,i18n_notice,el
Axis Bank: your policy documents have been updated. No action needed. Ref E32300.,ham,insurance_loan,en
"Сбербанк: перевод 18,50 ₽ от Ивана К. зачислен на карту ending with 8001. Баланс: 23,15 ₽.",ham,i18n_notice,ru
Amazon - A new sign-in from Vancouver at 13:00. Was this you? Review recent activity in your account settings.,ham,account_security,en
Amazon - Your account will be deactivated in 24 hours due to a policy violation. Appeal here: amazon-verify.xyz/verify,phishing,account_security_twin,en
"Przypomnienie: wizyta u Dr. García Saturday o 7:30pm. Odpowiedz TAK, aby potwierdzić.",ham,i18n_notice,pl
DROPBOX: You signed out of all devices as requested. Sign in again on the devices you use. Msg&data rates may apply.,ham,account_security,en
ΕΛΤΑ Courier: το δέμα σας #897-3549236-2813171 παραδίδεται σήμερα. Παρακολούθηση στο elta-courier.gr,ham,i18n_notice,el
ΕΛΤΑ Courier: το δέμα σας K54163 παραδίδεται σήμερα. Παρακολούθηση στο elta-courier.gr,ham,i18n_notice,el
PKO BP Notice: Your mortgage payment of $64.20 is scheduled for Sep 30. Make sure funds are available. Thank you.,ham,bank_account_service,en
"PKO BP a new device signed in from Vancouver. If this wasn't you, secure your account now: https://t.co/n79768",phishing,bank_account_service_twin,en
"Renfe: su tren AVE 7588 sale a las 10am por la vía 16. Coche 9, plaza 9B.",ham,i18n_notice,es
"Deutsche Bahn: Your driver Mike is arriving in a blue Honda Civic, plate B94K460.",ham,travel_notice,en
Medicare: your ID card is ready for collection at the Dallas office. Bring your receipt.,ham,government_notice,en
Société Générale: Security check: a login to your online banking from a new device in Sydney. Reply YES if this was you.,ham,bank_fraud_check,en
"From Société Générale: Did you make a A$249.00 purchase at ALBERT HEIJN? If NO, validate your account at https://sociétégénér-pay.xyz/pay or your parcel will be returned. Text STOP to end.",phishing,bank_fraud_check_twin,en
"UniCredit: addebito di 1,99 € sulla carta ending with 7066 presso Rewe. Se non lo riconosci, chiama il numero sul retro della carta.",ham,i18n_notice,it
Société Générale Alert: Did you make a $64.20 purchase at SHELL OIL on 4/25? Reply YES or NO. Need help? Visit the app.,ham,bank_fraud_check,en
"From Société Générale: did you make a $64.20 purchase at SHELL OIL? If NO, confirm your card number and PIN at https://goo.su/g48395 or your account will be permanently closed. Text STOP to end.",phishing,bank_fraud_check_twin,en
Terminerinnerung: today um 1pm Uhr bei Dr. Rossi. Bitte antworten Sie mit JA zur Bestätigung.,ham,i18n_notice,de
Mapfre| Your premium of £49.99 was received. Your policy 70427617 is active until Thursday.,ham,insurance_loan,en
Your car is ready for collection from Jiffy Lube. Total £3.50.,ham,reservation_community,en
NHS: your GP appointment is on Tue 23 Sep at 17:00 at Berlin Hospital. Please bring any medication you take.,ham,appointment,en
Lloyds Pharmacy: you have an unpaid bill of C$312.45. Pay within 24h to avoid collections: https://lloydspharma-manchester.gq/verify,phishing,appointment_twin,en
"PKO BP: transaction alert: C$14.99 at TESCO, card ending in 3580, today 8pm. Available balance £184.20. Thank you.",ham,bank_card_txn,en
ΔΕΗ| Your monthly payment is changing to $18.50 from Tue 23 Sep based on your usage. Details at the ΔΕΗ app or dei.gr.,ham,utility_bill,en
Deutsche Bahn – Your ride is complete. $312.45 charged to card ending in 5339. Rate Jonas in the app. Ref 7575724862.,ham,travel_notice,en
Deutsche Bahn: Your flight has been cancelled. Claim your refund of A$58.20 here: get-deutschebahn.online Questions? Call the number on the back of your card.,phishing,travel_notice_twin,en
Citi: Your loan payment of C$18.50 was received on the 5th. Thank you.,ham,bank_account_service,en
Citi| your online banking is suspended due to failed verification. Restore access: https://cutt.ly/t74482,phishing,bank_account_service_twin,en
أرامكس: شحنتك 320299 خرجت للتوصيل اليوم. تتبع عبر aramex.com,ham,i18n_notice,ar
"Trenitalia: il tuo Frecciarossa 9917 parte alle 6pm dal binario 4. Carrozza 6, posto 59D.",ham,i18n_notice,it
Yurtiçi Kargo: 334717 numaralı gönderiniz bugün dağıtıma çıktı. Takip: yurticikargo.com,ham,i18n_notice,tr
PostNL: uw pakket UW174490135 wordt morgen tussen 1pm en 7:30pm bezorgd. Volg het via postnl.nl.,ham,i18n_notice,nl
"PostNL: uw pakket ligt bij de douane. Betaal 29,00€ invoerkosten: p0stnl.ws/login",phishing,i18n_notice_twin,nl
Claro: your plan renews on Mon 22 Sep at £29.00/month. Manage your plan in claro.com.br.,ham,telco_bill,en
"Lyft – Your recovery phone number was updated. If this wasn't you, review your security settings at lyft.com.",ham,account_security,en
Boots: your prescription is ready for pickup at 1785 Market St. Reply STOP to opt out.,ham,appointment,en
NHS: you are eligible for a new vaccine. Apply for your pass here and enter your bank details for the A$72.18 fee: nhsx.buzz/confirm,phishing,appointment_twin,en
PostNL: uw pakket EH784694359 wordt vandaag tussen 2pm en 8am bezorgd. Volg het via postnl.nl.,ham,i18n_notice,nl
Ο κωδικός επαλήθευσης Skroutz είναι 2669. Μην τον μοιραστείτε.,ham,i18n_notice,el
"TD Bank Notice: your login code is 24845729. If you didn't try to log in, change your password.",ham,otp_code,en
*PostNL* Your package from Nike (7471-95980) has shipped via PostNL. Expected Sunday.,ham,delivery_notice,en
"SNCF: Your train TGV 6306 departs 17:00 from platform 14. Seat 3B, coach 8.",ham,travel_notice,en
"STC: Your bill of £1,200.00 is now available. View or pay at stc.com.sa or the STC app. Autopay will process on Sunday.",ham,telco_bill,en
Amazon Prime: Your download of your playlist is ready for offline listening.,ham,subscription_notice,en
"Satispay: Jake ti ha inviato 9,99 € per i biglietti.",ham,i18n_notice,it
"Satispay: pagamento di 199,00 € in sospeso. Conferma la tua identità: https://goo.su/r91222/pay",phishing,i18n_notice_twin,it
Trendyol Alert: Your Trendyol gift card of A$18.50 from Lena has been added to your account.,ham,order_notice,en
Trendyol We could not confirm your payment for order 6289-50669. Update your card within 12h: trendyol-support.icu,phishing,order_notice_twin,en
TINKOFF: thanks for calling us today. Your request (ref #483-7928470-9951393) has been completed.,ham,bank_account_service,en
Tinkoff: Your account will be closed within 24 hours unless you verify your identity: http://e-tinkoff.top/refund,phishing,bank_account_service_twin,en
Allegro Notice: Your order arrives Monday. It's currently with the courier. Track at our app.,ham,order_notice,en
Allegro: We could not confirm your payment for order #235-4572671-9955858. Update your card within 12h: allegro-berlin.digital Thank you for banking with us.,phishing,order_notice_twin,en
Ally – Your ID card is ready. Download it from the app or the Ally website.,ham,insurance_loan,en
Chronopost : votre colis a été livré à 4pm et remis en boîte aux lettres.,ham,i18n_notice,fr
"Chronopost : livraison impossible, adresse incomplète. Mettez à jour vos coordonnées sous 24h : https://shorturl.at/z66523",phishing,i18n_notice_twin,fr
(Myntra) a delivery driver will arrive between 2:45pm and 9:30am with your order KY755740332.,ham,order_notice,en
Myntra: We could not confirm your payment for order #713-7492599-3134465. Update your card within 12h: http://myntra-chicago.xyz/id,phishing,order_notice_twin,en
تذكير: موعدك مع Dr. Santos يوم Oct 3 الساعة noon. أرسل نعم للتأكيد.,ham,i18n_notice,ar
"Scotiabank| your card XX3402 was used at GOOGLE *YOUTUBE in Mumbai for A$312.45. If this wasn't you, freeze your card in our app.",ham,bank_card_txn,en
"Wells Fargo: A 2,45€ ATM withdrawal was made from account *6125 at 10am. Balance: C$2.45.",ham,bank_card_txn,en
"Iberdrola: su factura de 2,45 € se cargará en su cuenta el Friday. Consúltela en la app.",ham,i18n_notice,es
Ο κωδικός επαλήθευσης Skroutz είναι 6315. Μην τον μοιραστείτε.,ham,i18n_notice,el
"Commonwealth Bank - 118,60€ was deposited into your checking account x8504. Available balance A$12.40.",ham,bank_card_txn,en
"Commonwealth Bank - 118,60€ was sent from your account ending 2476 to an unknown recipient. Stop this payment within 30 min: https://s.id/s15321",phishing,bank_card_txn_twin,en
*Amazon* Two-step verification is now on for your account. You'll be asked for a code when you sign in on a new device.,ham,account_security,en
Amazon| Your account will be deactivated in 24 hours due to a policy violation. Appeal here: https://e-amazon.vip/reactivate,phishing,account_security_twin,en
Library: 2 items are due Sep 28. Renew online or in the app.,ham,reservation_community,en
Tokopedia: pesanan F68319 telah dikirim. Cek status di aplikasi.,ham,i18n_notice,id
(Orange) your plan renews on Oct 1 at $23.15/month. Manage your plan in the Orange website.,ham,telco_bill,en
"*Bank Mandiri* Your card ending with 8695 was used at ALBERT HEIJN in Sydney for C$1,480.50. If this wasn't you, freeze your card in the app.",ham,bank_card_txn,en
"*Bank Mandiri* C$1,480.50 was sent from your account ••8553 to an unknown recipient. Stop this payment within 30 min: https://bankmandiri31.gq",phishing,bank_card_txn_twin,en
Ваш код подтверждения Ozon: 13923056. Никому его не сообщайте.,ham,i18n_notice,ru
ETSY: Your prescription glasses order EH190515220 is ready for collection in store.,ham,order_notice,en
"bunq: 129,90 € afgeschreven van rekening ending with 1497 bij Costco. Herkent u dit niet? Bel het nummer op uw pas.",ham,i18n_notice,nl
JNE: paket 709881 sedang dalam pengiriman dan tiba besok. Lacak di jne.co.id.,ham,i18n_notice,id
JNE: paket tertahan di bea cukai. Bayar Rp347.250 untuk pelepasan: jne-claim.org,phishing,i18n_notice_twin,id
GoPay: Anda menerima Rp277.500 dari Dmitri. Saldo Anda Rp52.500.,ham,i18n_notice,id
"Wells Fargo| We declined a A$420.00 charge at PETROBRAS because it looked unusual. If it was you, reply YES and try again.",ham,bank_card_txn,en
"ΔΕΗ: Ο λογαριασμός σας ύψους 249,00 € εκδόθηκε. Λήξη πληρωμής Sep 28. Πληρώστε στο dei.gr",ham,i18n_notice,el
СДЭК: ваш заказ 5505-60340 прибыл в пункт выдачи по адресу ул. Пушкина 68. Хранение 7 дней.,ham,i18n_notice,ru
Twój kod mBank: GL2069. Nie udostępniaj go nikomu.,ham,i18n_notice,pl
Bol.com: your package with a birthday gift was delivered. It was placed in your parcel box. Questions? Call the number on the back of your card.,ham,order_notice,en
Lieferando: Deine Bestellung bei Sushi Palace ist unterwegs mit Camille. Ankunft in 21 Min.,ham,i18n_notice,de
Quest Diagnostics: your prescription is ready for pickup at 7775 Market St. Reply STOP to opt out.,ham,appointment,en
*Grab* Your account is now protected with a passkey. You can sign in without a password on this device.,ham,account_security,en
Grab - your account will be deactivated in 24 hours due to a policy violation. Appeal here: https://shorturl.at/u81022,phishing,account_security_twin,en
Zocdoc: your lab results are ready. Your doctor will call to discuss them by Thursday.,ham,appointment,en
NHS: you are eligible for a new vaccine. Apply for your pass here and enter your bank details for the A$118.60 fee: https://u.to/s41620/update,phishing,appointment_twin,en
Chase Alert: Your overdraft limit was changed to $34.60 as requested on Tuesday.,ham,bank_account_service,en
Chase Alert: Your new card is ready but we need you to confirm your details before it can be activated: https://chase-verify.support This is an automated message.,phishing,bank_account_service_twin,en
DAZN Alert: Price update: from Thursday your plan will be $142.00/month. Details at the DAZN app or dazn.com. Text STOP to end.,ham,subscription_notice,en
DAZN Your payment failed and your account is suspended. Update your card to restore access: https://cutt.ly/e55722/refund Need help? Visit the app.,phishing,subscription_notice_twin,en
DEWA| we received your payment of $2.45. Thank you.,ham,utility_bill,en
(British Airways) Your flight UR9983 is delayed by 126 minutes. New departure 17:00. We're sorry. Questions? Call the number on the back of your card.,ham,travel_notice,en
أبشر: تم تجديد رخصة القيادة بنجاح. رقم الطلب 9684692236.,ham,i18n_notice,ar
From ePUAP: Your ID card is ready for collection at the Manchester office. Bring your receipt.,ham,government_notice,en
"WindTre: la tua fattura di 12,40 € è disponibile nell'area clienti. Addebito il Mon 22 Sep.",ham,i18n_notice,it
TIM: fattura non pagata. Evita la sospensione della linea: https://bit.ly/n92645/id,phishing,i18n_notice_twin,it
Al Rajhi Notice: your mortgage payment of £612.40 is scheduled for Mon 22 Sep. Make sure funds are available. Msg ID 5657-37266.,ham,bank_account_service,en
SBI| Please confirm: C$85.12 at TRADER JOE'S on 14 Oct 9am. Reply YES to approve or NO to decline. Msg&data rates may apply.,ham,bank_fraud_check,en
"Canva: Your password was changed. If you didn't do this, go to the app right away.",ham,subscription_notice,en
Tikkie| $89.99 has been added to your balance from Ana.,ham,p2p_payment,en
"Truist - We noticed a £420.00 charge at CARREFOUR in Sydney. Reply YES if this was you, NO if not. We'll never ask for your PIN. Thank you for banking with us.",ham,bank_fraud_check,en
[Australia Post] Delivered: your package E92610 was left at the front door. Photo in the app. Reply STOP to opt out.,ham,delivery_notice,en
your PhonePe code is 25662028. Never share this code with anyone.,ham,otp_code,en
your PhonePe code is 25662028. A support agent will call to collect it and secure your account.,phishing,otp_code_twin,en
Emirates – Your baggage has been loaded on flight BK8281. Collect it at belt 11 on arrival.,ham,travel_notice,en
Reminder: your appointment with Dr. Kim at Apollo Hospital is on 1 Oct at 8pm. Reply YES to confirm.,ham,i18n_notice,hi
*SDA* We delivered your package to the mailroom at 9am.,ham,delivery_notice,en
Correos: su envío J74794 será entregado hoy entre las 18:00 y las 18:00. No es necesario hacer nada.,ham,i18n_notice,es
