id,pool,text,label
n00204,notice_pair_lure,Banca Sella: pagamento di 12.4 € autorizzato presso un nuovo esercente con la carta 3574. Annulla qui: t.ly/rtut45,phishing
n00205,notice_pair_legit,"Banca Sella: addebito di 12.4 € sulla carta 3574. Se non lo riconosci, chiama il numero sul retro della carta.",ham
n00206,notice_pair_lure,بنك دبي: تعذر التحقق من بياناتك وتم تعليق الخدمة المصرفية. استعد الوصول خلال 24 ساعة: is.gd/cqhfun,phishing
n00207,notice_pair_legit,بنك دبي: ستكون الخدمة المصرفية عبر الإنترنت تحت الصيانة يوم الأحد من 02:00 حتى 05:00.,ham
n00208,notice_pair_lure,Nacex: no pudimos entregar el paquete 1355130785 porque la dirección está incompleta. Confírmela aquí: nacex-customer-verify.live,phishing
n00209,notice_pair_legit,Nacex: no pudimos entregar el paquete 1355130785. Queda 7 días en su oficina local.,ham
n00210,notice_pair_lure,"Banque Populaire : vos informations n'ont pas pu être vérifiées, votre banque en ligne est suspendue. Rétablissez l'accès sous 24h : banquepopula-billing-update.online",phishing
n00211,notice_pair_legit,Banque Populaire : maintenance de la banque en ligne dimanche de 02h00 à 05h00. Aucune action de votre part.,ham
n00212,notice_pair_lure,Iberdrola: 67 TL tutarındaki ödenmemiş fatura nedeniyle elektriğiniz bugün kesilecek. Şimdi ödeyin: shorturl.at/74e94v,phishing
n00213,notice_pair_legit,Iberdrola: 67 TL tutarındaki elektrik faturanızın son ödeme günü ayın 28'i. Uygulamadan ödeyebilirsiniz.,ham
n00214,notice_pair_lure,"OnTrac: parcel 063985044098 is held, a customs fee of £12.4 is unpaid. Pay to release: shorturl.at/9v529r",phishing
n00215,notice_pair_legit,OnTrac: parcel 063985044098 is out for delivery today between 14:00 and 18:00.,ham
n00216,notice_pair_lure,Zalando: вам положен возврат 1799 ₽. Введите данные карты для получения: zalando-account-check.xyz,phishing
n00217,notice_pair_legit,Zalando: возврат 1799 ₽ отправлен на карту 1992. Зачисление занимает до 5 рабочих дней.,ham
n00218,notice_pair_lure,Vakıfbank: 3184 ile biten kartınızdan yeni bir üye iş yerine 8466 TL ödeme onaylandı. Buradan iptal edin: vakfbank-billing-update.online,phishing
n00219,notice_pair_legit,Vakıfbank: 3184 ile biten kartınızdan 8466 TL tutarında işlem yapıldı. Tanımıyorsanız kartınızın arkasındaki numarayı arayın.,ham
n00220,notice_pair_lure,PLN: سيتم قطع الكهرباء اليوم بسبب فاتورة غير مدفوعة بقيمة 12.4 ريال. سدد الآن: rb.gy/ym2upt,phishing
n00221,notice_pair_legit,PLN: فاتورة الكهرباء بقيمة 12.4 ريال تستحق في الـ28. ادفع عبر التطبيق أو pln.com.,ham
n00222,notice_pair_lure,Audible: paket Anda diperpanjang hari ini seharga Rp319840 kecuali dibatalkan. Hentikan tagihan: rb.gy/tdav6b,phishing
n00223,notice_pair_legit,Audible: paket Anda diperpanjang tanggal 28 seharga Rp319840. Kelola di aplikasi atau audible.co.id.,ham
n00224,notice_pair_lure,"Colissimo : le colis 995039020830 est bloqué, frais de douane de 12.4 € impayés. Payez pour le libérer : colissimo-account-check.xyz",phishing
n00225,notice_pair_legit,Colissimo : votre colis 995039020830 sera livré aujourd'hui entre 14h00 et 18h00.,ham
n00226,notice_pair_lure,Nacex: no pudimos entregar el paquete 579621425064 porque la dirección está incompleta. Confírmela aquí: nacex-secure-id.info,phishing
n00227,notice_pair_legit,Nacex: no pudimos entregar el paquete 579621425064. Queda 7 días en su oficina local.,ham
n00228,notice_pair_lure,Disney+: paket Anda diperpanjang hari ini seharga Rp3984000 kecuali dibatalkan. Hentikan tagihan: disney-verify-now.top,phishing
n00229,notice_pair_legit,Disney+: paket Anda diperpanjang tanggal 28 seharga Rp3984000. Kelola di aplikasi atau disney.co.id.,ham
n00230,notice_pair_lure,Nacex: el paquete 969550307101 está retenido por una tasa aduanera de 129.9€. Pague para liberarlo: nacex-customer-verify.live,phishing
n00231,notice_pair_legit,Nacex: su paquete 969550307101 sale hoy a reparto entre las 14:00 y las 18:00.,ham
n00232,notice_pair_lure,EDF: your electricity will be cut off today over an unpaid bill of £9.9. Settle now: cutt.ly/8kutrf,phishing
n00233,notice_pair_lure,Banque Populaire : paiement de 9.9 € autorisé chez un nouveau commerçant avec la carte 2306. Annulez ici : banquepopula-customer-verify.live,phishing
n00234,notice_pair_legit,"Banque Populaire : 9.9 € débités aujourd'hui de la carte 2306. En cas de doute, appelez le numéro au dos de la carte.",ham
n00235,notice_pair_lure,"GLS: pakket 3005767476 is vastgehouden, douanekosten van €129.9 openstaand. Betaal om vrij te geven: gls-billing-update.online",phishing
n00236,notice_pair_legit,GLS: uw pakket 3005767476 wordt vandaag tussen 14:00 en 18:00 bezorgd.,ham
n00237,notice_pair_lure,EDF: Ihr Strom wird heute wegen einer offenen Rechnung über 3.5 € abgestellt. Jetzt begleichen: edf-secure-id.info,phishing
n00238,notice_pair_legit,EDF: Ihre Stromrechnung über 3.5 € ist am 28. fällig. Zahlung in der App oder auf edf.de.,ham
n00239,notice_pair_lure,"Duolingo: Ihr Abo verlängert sich heute für 9.9 €, wenn Sie nicht kündigen. Abbuchung stoppen: shorturl.at/pqe7qh",phishing
n00240,notice_pair_legit,Duolingo: Ihr Abo verlängert sich am 28. für 9.9 €. Verwalten Sie es in der App oder auf duolingo.de.,ham
n00241,notice_pair_lure,"Colissimo : le colis 8997914936 est bloqué, frais de douane de 1.99 € impayés. Payez pour le libérer : colissimo-account-check.xyz",phishing
n00242,notice_pair_legit,Colissimo : votre colis 8997914936 sera livré aujourd'hui entre 14h00 et 18h00.,ham
n00243,notice_pair_lure,Nacex: no pudimos entregar el paquete 4825021562 porque la dirección está incompleta. Confírmela aquí: nacex-verify-now.top,phishing
n00244,notice_pair_legit,Nacex: no pudimos entregar el paquete 4825021562. Queda 7 días en su oficina local.,ham
n00245,notice_pair_lure,Bankinter: no hemos podido verificar sus datos y su banca online queda suspendida. Restablezca el acceso en 24h: bankinter-customer-verify.live,phishing
n00246,notice_pair_legit,Bankinter: su banca online estará en mantenimiento el domingo de 02:00 a 05:00. No necesita hacer nada.,ham
n00247,notice_pair_lure,GLS: pakket 696353370451 is niet bezorgd omdat het adres onvolledig is. Bevestig het hier: gls-verify-now.top,phishing
n00248,notice_pair_legit,GLS: pakket 696353370451 is niet bezorgd en ligt 7 dagen klaar in het depot.,ham
n00249,notice_pair_lure,AnterAja: paket 7161210993 gagal dikirim karena alamat tidak lengkap. Konfirmasi di sini: anteraja-id-confirm.site,phishing
n00250,notice_pair_legit,AnterAja: paket 7161210993 gagal dikirim dan menunggu di gerai selama 7 hari.,ham
n00251,notice_pair_lure,"SiCepat: paket 554656485898 tertahan, biaya bea masuk Rp39200 belum dibayar. Bayar untuk melepaskan: sicepat-secure-id.info",phishing
n00252,notice_pair_legit,SiCepat: paket 554656485898 dalam pengiriman hari ini pukul 14.00-18.00.,ham
n00253,notice_pair_lure,"Spotify: подписка продлится сегодня за 4320 ₽, если не отменить. Остановить списание: cutt.ly/3ja6ck",phishing
n00254,notice_pair_legit,Spotify: подписка продлится 28-го за 4320 ₽. Управление в приложении или на spotify.ru.,ham
n00255,notice_pair_lure,"SiCepat: paket 694796654305 tertahan, biaya bea masuk Rp768000 belum dibayar. Bayar untuk melepaskan: is.gd/w5uhrr",phishing
n00256,notice_pair_legit,SiCepat: paket 694796654305 dalam pengiriman hari ini pukul 14.00-18.00.,ham
n00257,notice_pair_lure,PLN: 421 TL tutarındaki ödenmemiş fatura nedeniyle elektriğiniz bugün kesilecek. Şimdi ödeyin: rb.gy/epc3mz,phishing
n00258,notice_pair_legit,PLN: 421 TL tutarındaki elektrik faturanızın son ödeme günü ayın 28'i. Uygulamadan ödeyebilirsiniz.,ham
n00259,notice_pair_lure,Zalando: tiene un reembolso de 24.5€ pendiente. Introduzca los datos de su tarjeta para recibirlo: zalando-account-check.xyz,phishing
n00260,notice_pair_legit,Zalando: su reembolso de 24.5€ se ha enviado a la tarjeta terminada en 8421. Puede tardar 5 días hábiles.,ham
n00261,notice_pair_lure,EDF: Ihr Strom wird heute wegen einer offenen Rechnung über 2.45 € abgestellt. Jetzt begleichen: edf-account-check.xyz,phishing
n00262,notice_pair_legit,EDF: Ihre Stromrechnung über 2.45 € ist am 28. fällig. Zahlung in der App oder auf edf.de.,ham
n00263,notice_pair_lure,Iberdrola: Ihr Strom wird heute wegen einer offenen Rechnung über 9.9 € abgestellt. Jetzt begleichen: t.ly/mrnyn3,phishing
n00264,notice_pair_legit,Iberdrola: Ihre Stromrechnung über 9.9 € ist am 28. fällig. Zahlung in der App oder auf iberdrola.de.,ham
n00265,notice_pair_lure,Spotify: il tuo piano si rinnova oggi a 24.5 € se non lo annulli. Blocca l'addebito: spotify-customer-verify.live,phishing
n00266,notice_pair_legit,Spotify: il tuo piano si rinnova il 28 a 24.5 €. Gestiscilo nell'app o su spotify.it.,ham
n00267,notice_pair_lure,GLS: Paket 8087208394 konnte wegen unvollständiger Adresse nicht zugestellt werden. Hier bestätigen: gls-billing-update.online,phishing
n00268,notice_pair_legit,GLS: Paket 8087208394 konnte nicht zugestellt werden und liegt 7 Tage in Ihrer Filiale bereit.,ham
n00269,notice_pair_lure,"Trans-o-flex: Paket 769115968920 wird zurückgehalten, Zollgebühr von 1.99 € offen. Zum Freigeben zahlen: transoflex-portal-login.cc",phishing
n00270,notice_pair_legit,Trans-o-flex: Paket 769115968920 wird heute zwischen 14:00 und 18:00 Uhr zugestellt.,ham
n00271,notice_pair_lure,Citizens Bank: a payment of £9.9 to a new merchant was approved on card ending 5225. Cancel it here: citizensbank-portal-login.cc,phishing
n00272,notice_pair_legit,"Citizens Bank: £9.9 was debited from card ending 5225 today. If you do not recognise it, call the number on your card.",ham
n00273,notice_pair_lure,AnterAja: paket 592883066957 gagal dikirim karena alamat tidak lengkap. Konfirmasi di sini: cutt.ly/7x7e5x,phishing
n00274,notice_pair_legit,AnterAja: paket 592883066957 gagal dikirim dan menunggu di gerai selama 7 hari.,ham
n00275,notice_pair_lure,Evri: we could not deliver parcel 426659440155 because the address is incomplete. Confirm it here: evri-billing-update.online,phishing
n00276,notice_pair_legit,Evri: parcel 426659440155 could not be delivered. It is waiting at your local depot for 7 days.,ham
n00277,notice_pair_lure,Audible: paket Anda diperpanjang hari ini seharga Rp198400 kecuali dibatalkan. Hentikan tagihan: audible-verify-now.top,phishing
n00278,notice_pair_legit,Audible: paket Anda diperpanjang tanggal 28 seharga Rp198400. Kelola di aplikasi atau audible.co.id.,ham
n00279,notice_pair_lure,Spotify : votre abonnement se renouvelle aujourd'hui pour 19.99 € sauf annulation. Arrêtez le prélèvement : spotify-verify-now.top,phishing
n00280,notice_pair_legit,Spotify : votre abonnement se renouvelle le 28 pour 19.99 €. Gérez-le dans l'application ou sur spotify.fr.,ham
n00281,notice_pair_lure,Banco Falabella: se aprobó un pago de 9.9€ a un comercio nuevo con la tarjeta terminada en 4542. Cancélelo aquí: bancofalabel-billing-update.online,phishing
n00282,notice_pair_legit,"Banco Falabella: cargo de 9.9€ en su tarjeta terminada en 4542. Si no lo reconoce, llame al número del reverso.",ham
n00283,notice_pair_lure,"Duolingo: подписка продлится сегодня за 11691 ₽, если не отменить. Остановить списание: shorturl.at/6s3m23",phishing
n00284,notice_pair_legit,Duolingo: подписка продлится 28-го за 11691 ₽. Управление в приложении или на duolingo.ru.,ham
n00285,notice_pair_lure,EDF: hoy se cortará la luz por una factura impagada de 24.5€. Regularice ahora: t.ly/wagwpy,phishing
n00286,notice_pair_legit,EDF: su factura de luz de 24.5€ vence el día 28. Pague en la app o en edf.es.,ham
n00287,notice_pair_lure,GLS: pacco 665598486890 non consegnato per indirizzo incompleto. Confermalo qui: gls-customer-verify.live,phishing
n00288,notice_pair_legit,GLS: pacco 665598486890 non consegnato. Resta 7 giorni presso il punto di ritiro.,ham
n00289,notice_pair_lure,Unicaja: se aprobó un pago de 249.0€ a un comercio nuevo con la tarjeta terminada en 1428. Cancélelo aquí: unicaja-account-check.xyz,phishing
n00290,notice_pair_legit,"Unicaja: cargo de 249.0€ en su tarjeta terminada en 1428. Si no lo reconoce, llame al número del reverso.",ham
n00291,notice_pair_lure,PLN: your electricity will be cut off today over an unpaid bill of £129.9. Settle now: pln-account-check.xyz,phishing
n00292,notice_pair_legit,PLN: your electricity bill of £129.9 is due on the 28th. Pay in the app or at pln.com.,ham
n00293,notice_pair_lure,زاجل: الطرد 178816229908 محتجز بسبب رسوم جمركية 2.45 ريال. ادفع للإفراج عنه: service-billing-update.online,phishing
n00294,notice_pair_legit,زاجل: سيتم تسليم طردك 178816229908 اليوم بين الساعة 14:00 و18:00.,ham
n00295,notice_pair_lure,Nacex: el paquete 693327321484 está retenido por una tasa aduanera de 48.0€. Pague para liberarlo: t.ly/amng5y,phishing
n00296,notice_pair_legit,Nacex: su paquete 693327321484 sale hoy a reparto entre las 14:00 y las 18:00.,ham
n00297,notice_pair_lure,"Evri: parcel 888003403182 is held, a customs fee of £1.99 is unpaid. Pay to release: evri-account-check.xyz",phishing
n00298,notice_pair_legit,Evri: parcel 888003403182 is out for delivery today between 14:00 and 18:00.,ham
n00299,notice_pair_lure,Caisse d'Epargne : paiement de 2.45 € autorisé chez un nouveau commerçant avec la carte 8969. Annulez ici : t.ly/zz3wzq,phishing
n00300,notice_pair_legit,"Caisse d'Epargne : 2.45 € débités aujourd'hui de la carte 8969. En cas de doute, appelez le numéro au dos de la carte.",ham
n00301,notice_pair_lure,Hermes: Paket 965837486572 konnte wegen unvollständiger Adresse nicht zugestellt werden. Hier bestätigen: hermes-billing-update.online,phishing
n00302,notice_pair_legit,Hermes: Paket 965837486572 konnte nicht zugestellt werden und liegt 7 Tage in Ihrer Filiale bereit.,ham
n00303,notice_pair_lure,Enel: Ihr Strom wird heute wegen einer offenen Rechnung über 249.0 € abgestellt. Jetzt begleichen: enel-account-check.xyz,phishing
n00304,notice_pair_legit,Enel: Ihre Stromrechnung über 249.0 € ist am 28. fällig. Zahlung in der App oder auf enel.de.,ham
n00305,notice_pair_lure,Zalando: вам положен возврат 179 ₽. Введите данные карты для получения: zalando-id-confirm.site,phishing
n00306,notice_pair_legit,Zalando: возврат 179 ₽ отправлен на карту 9014. Зачисление занимает до 5 рабочих дней.,ham
n00307,notice_pair_lure,Enel: سيتم قطع الكهرباء اليوم بسبب فاتورة غير مدفوعة بقيمة 12.4 ريال. سدد الآن: is.gd/yrkwzy,phishing
n00308,notice_pair_legit,Enel: فاتورة الكهرباء بقيمة 12.4 ريال تستحق في الـ28. ادفع عبر التطبيق أو enel.com.,ham
n00309,notice_pair_lure,Etsy: a refund of £19.99 is waiting for you. Enter your card details to receive it: t.ly/bt8uz4,phishing
n00310,notice_pair_legit,Etsy: your refund of £19.99 was sent back to the card ending 6611. It can take 5 working days.,ham
n00311,notice_pair_lure,OCBC NISP: pembayaran Rp392000 ke merchant baru dari kartu 5129 disetujui. Batalkan di sini: cutt.ly/897eg6,phishing
n00312,notice_pair_legit,"OCBC NISP: transaksi Rp392000 pada kartu 5129 berhasil. Jika bukan Anda, hubungi nomor di belakang kartu.",ham
n00313,notice_pair_lure,"Norisbank: Ihre Daten konnten nicht bestätigt werden, das Online-Banking ist gesperrt. Zugang in 24 Std. freischalten: norisbank-id-confirm.site",phishing
n00314,notice_pair_legit,Norisbank: Am Sonntag von 02:00 bis 05:00 Uhr ist das Online-Banking wegen Wartung nicht erreichbar.,ham
n00315,notice_pair_lure,Nationwide: a payment of £12.4 to a new merchant was approved on card ending 4381. Cancel it here: rb.gy/f52fex,phishing
n00316,notice_pair_legit,"Nationwide: £12.4 was debited from card ending 4381 today. If you do not recognise it, call the number on your card.",ham
n00317,notice_pair_lure,"Sürat Kargo: 759442839080 numaralı kargo gümrükte, 67 TL tutarında ödeme bekleniyor. Serbest bırakmak için ödeyin: rb.gy/aemrdw",phishing
n00318,notice_pair_legit,Sürat Kargo: 759442839080 numaralı kargonuz bugün 14:00-18:00 arasında teslim edilecek.,ham
n00319,notice_pair_lure,LCL : paiement de 24.5 € autorisé chez un nouveau commerçant avec la carte 2150. Annulez ici : lcl-portal-login.cc,phishing
n00320,notice_pair_legit,"LCL : 24.5 € débités aujourd'hui de la carte 2150. En cas de doute, appelez le numéro au dos de la carte.",ham
n00321,notice_pair_lure,زاجل: الطرد 059228212444 محتجز بسبب رسوم جمركية 249.0 ريال. ادفع للإفراج عنه: service-billing-update.online,phishing
n00322,notice_pair_legit,زاجل: سيتم تسليم طردك 059228212444 اليوم بين الساعة 14:00 و18:00.,ham
n00323,notice_pair_lure,Spotify: il tuo piano si rinnova oggi a 48.0 € se non lo annulli. Blocca l'addebito: spotify-billing-update.online,phishing
n00324,notice_pair_legit,Spotify: il tuo piano si rinnova il 28 a 48.0 €. Gestiscilo nell'app o su spotify.it.,ham
n00325,notice_pair_lure,OnTrac: we could not deliver parcel 3470639690 because the address is incomplete. Confirm it here: shorturl.at/n2qysw,phishing
n00326,notice_pair_legit,OnTrac: parcel 3470639690 could not be delivered. It is waiting at your local depot for 7 days.,ham
n00327,notice_pair_lure,"Strava: Ihr Abo verlängert sich heute für 2.45 €, wenn Sie nicht kündigen. Abbuchung stoppen: is.gd/gewmfv",phishing
n00328,notice_pair_legit,Strava: Ihr Abo verlängert sich am 28. für 2.45 €. Verwalten Sie es in der App oder auf strava.de.,ham
n00329,notice_pair_lure,Duolingo: il tuo piano si rinnova oggi a 48.0 € se non lo annulli. Blocca l'addebito: duolingo-account-check.xyz,phishing
n00330,notice_pair_legit,Duolingo: il tuo piano si rinnova il 28 a 48.0 €. Gestiscilo nell'app o su duolingo.it.,ham
n00331,notice_pair_lure,Abanca: se aprobó un pago de 9.9€ a un comercio nuevo con la tarjeta terminada en 8191. Cancélelo aquí: abanca-billing-update.online,phishing
n00332,notice_pair_legit,"Abanca: cargo de 9.9€ en su tarjeta terminada en 8191. Si no lo reconoce, llame al número del reverso.",ham
n00333,notice_pair_lure,Strava: paket Anda diperpanjang hari ini seharga Rp158400 kecuali dibatalkan. Hentikan tagihan: strava-id-confirm.site,phishing
n00334,notice_pair_legit,Strava: paket Anda diperpanjang tanggal 28 seharga Rp158400. Kelola di aplikasi atau strava.co.id.,ham
n00335,notice_pair_lure,Disney+: paket Anda diperpanjang hari ini seharga Rp2078400 kecuali dibatalkan. Hentikan tagihan: disney-account-check.xyz,phishing
n00336,notice_pair_legit,Disney+: paket Anda diperpanjang tanggal 28 seharga Rp2078400. Kelola di aplikasi atau disney.co.id.,ham
n00337,notice_pair_lure,E.ON: Ihr Strom wird heute wegen einer offenen Rechnung über 249.0 € abgestellt. Jetzt begleichen: eon-secure-id.info,phishing
n00338,notice_pair_legit,E.ON: Ihre Stromrechnung über 249.0 € ist am 28. fällig. Zahlung in der App oder auf eon.de.,ham
n00339,notice_pair_lure,GLS: pakket 961608179227 is niet bezorgd omdat het adres onvolledig is. Bevestig het hier: cutt.ly/e8aqdm,phishing
n00340,notice_pair_legit,GLS: pakket 961608179227 is niet bezorgd en ligt 7 dagen klaar in het depot.,ham
n00341,notice_pair_lure,"BPER: per bloccare il bonifico appena fermato, rispondi con il codice 676228.",phishing
n00342,notice_pair_legit,BPER: 676228 è il tuo codice di accesso. Non te lo chiederemo mai.,ham
n00343,notice_pair_lure,Caisse d'Epargne : paiement de 129.9 € autorisé chez un nouveau commerçant avec la carte 7688. Annulez ici : caissedeparg-id-confirm.site,phishing
n00344,notice_pair_legit,"Caisse d'Epargne : 129.9 € débités aujourd'hui de la carte 7688. En cas de doute, appelez le numéro au dos de la carte.",ham
n00345,notice_pair_lure,زاجل: الطرد 1850309870 محتجز بسبب رسوم جمركية 24.5 ريال. ادفع للإفراج عنه: t.ly/pexm3n,phishing
n00346,notice_pair_legit,زاجل: سيتم تسليم طردك 1850309870 اليوم بين الساعة 14:00 و18:00.,ham
n00347,notice_pair_lure,Hermes: Paket 9360996164 konnte wegen unvollständiger Adresse nicht zugestellt werden. Hier bestätigen: is.gd/q3kncb,phishing
n00348,notice_pair_legit,Hermes: Paket 9360996164 konnte nicht zugestellt werden und liegt 7 Tage in Ihrer Filiale bereit.,ham
n00349,notice_pair_lure,"Bank Permata: untuk membatalkan transfer yang kami blokir, balas dengan kode 807589.",phishing
n00350,notice_pair_legit,Bank Permata: 807589 adalah kode masuk Anda. Kami tidak pernah meminta kode ini.,ham
n00351,notice_pair_lure,EDF : votre électricité sera coupée aujourd'hui pour une facture impayée de 48.0 €. Régularisez : edf-portal-login.cc,phishing
n00352,notice_pair_legit,EDF : votre facture d'électricité de 48.0 € est due le 28. Payez dans l'application ou sur edf.fr.,ham
n00353,notice_pair_lure,"Disney+: подписка продлится сегодня за 220 ₽, если не отменить. Остановить списание: disney-billing-update.online",phishing
n00354,notice_pair_legit,Disney+: подписка продлится 28-го за 220 ₽. Управление в приложении или на disney.ru.,ham
n00355,notice_pair_lure,Enel: سيتم قطع الكهرباء اليوم بسبب فاتورة غير مدفوعة بقيمة 9.9 ريال. سدد الآن: enel-verify-now.top,phishing
n00356,notice_pair_legit,Enel: فاتورة الكهرباء بقيمة 9.9 ريال تستحق في الـ28. ادفع عبر التطبيق أو enel.com.,ham
n00357,notice_pair_lure,"Postbank: um die soeben gestoppte Überweisung zu stornieren, antworten Sie mit dem Code 846678.",phishing
n00358,notice_pair_legit,Postbank: 846678 ist Ihr Anmeldecode. Wir fragen Sie nie nach diesem Code.,ham
n00359,notice_pair_lure,"GLS : le colis 3230253106 est bloqué, frais de douane de 249.0 € impayés. Payez pour le libérer : gls-secure-id.info",phishing
n00360,notice_pair_legit,GLS : votre colis 3230253106 sera livré aujourd'hui entre 14h00 et 18h00.,ham
n00361,notice_pair_lure,بنك الرياض: تعذر التحقق من بياناتك وتم تعليق الخدمة المصرفية. استعد الوصول خلال 24 ساعة: service-account-check.xyz,phishing
n00362,notice_pair_legit,بنك الرياض: ستكون الخدمة المصرفية عبر الإنترنت تحت الصيانة يوم الأحد من 02:00 حتى 05:00.,ham
n00363,notice_pair_lure,GLS: no pudimos entregar el paquete 883527816366 porque la dirección está incompleta. Confírmela aquí: gls-secure-id.info,phishing
n00364,notice_pair_legit,GLS: no pudimos entregar el paquete 883527816366. Queda 7 días en su oficina local.,ham
n00365,notice_pair_lure,Banco Desio: pagamento di 129.9 € autorizzato presso un nuovo esercente con la carta 6844. Annulla qui: t.ly/v6nv96,phishing
n00366,notice_pair_legit,"Banco Desio: addebito di 129.9 € sulla carta 6844. Se non lo riconosci, chiama il numero sul retro della carta.",ham
n00367,notice_pair_lure,Booking: eine Rückerstattung von 19.99 € wartet auf Sie. Kartendaten eingeben zum Erhalt: booking-account-check.xyz,phishing
n00368,notice_pair_legit,Booking: Ihre Rückerstattung über 19.99 € ging an die Karte 2144. Die Gutschrift dauert bis zu 5 Werktage.,ham
n00369,notice_pair_lure,"Disney+: подписка продлится сегодня за 179 ₽, если не отменить. Остановить списание: disney-id-confirm.site",phishing
n00370,notice_pair_legit,Disney+: подписка продлится 28-го за 179 ₽. Управление в приложении или на disney.ru.,ham
n00371,notice_pair_lure,"Poste Delivery: il pacco 751402712391 è fermo, tassa doganale di 9.9 € non pagata. Paga per liberarlo: t.ly/epqqrq",phishing
n00372,notice_pair_legit,Poste Delivery: il pacco 751402712391 è in consegna oggi tra le 14:00 e le 18:00.,ham
n00373,notice_pair_lure,"LCL : vos informations n'ont pas pu être vérifiées, votre banque en ligne est suspendue. Rétablissez l'accès sous 24h : lcl-customer-verify.live",phishing
n00374,notice_pair_legit,LCL : maintenance de la banque en ligne dimanche de 02h00 à 05h00. Aucune action de votre part.,ham
n00375,notice_pair_lure,Audible: your plan renews today for £129.9 unless you cancel. Stop the charge: audible-verify-now.top,phishing
n00376,notice_pair_legit,Audible: your plan renews on the 28th for £129.9. Manage it in the app or at audible.com.,ham
n00377,notice_pair_lure,Enel: Ihr Strom wird heute wegen einer offenen Rechnung über 9.9 € abgestellt. Jetzt begleichen: enel-account-check.xyz,phishing
n00378,notice_pair_legit,Enel: Ihre Stromrechnung über 9.9 € ist am 28. fällig. Zahlung in der App oder auf enel.de.,ham
n00379,notice_pair_lure,EDF: listrik Anda akan diputus hari ini karena tagihan Rp392000 belum dibayar. Bayar sekarang: edf-id-confirm.site,phishing
n00380,notice_pair_legit,EDF: tagihan listrik Rp392000 jatuh tempo tanggal 28. Bayar di aplikasi atau edf.co.id.,ham
n00381,notice_pair_lure,"Volksbank: um die soeben gestoppte Überweisung zu stornieren, antworten Sie mit dem Code 374483.",phishing
n00382,notice_pair_legit,Volksbank: 374483 ist Ihr Anmeldecode. Wir fragen Sie nie nach diesem Code.,ham
n00383,notice_pair_lure,"Hermes: Paket 5407851701 wird zurückgehalten, Zollgebühr von 48.0 € offen. Zum Freigeben zahlen: hermes-account-check.xyz",phishing
n00384,notice_pair_legit,Hermes: Paket 5407851701 wird heute zwischen 14:00 und 18:00 Uhr zugestellt.,ham
n00385,notice_pair_lure,BPER: pagamento di 9.9 € autorizzato presso un nuovo esercente con la carta 7863. Annulla qui: t.ly/a6t52c,phishing
n00386,notice_pair_legit,"BPER: addebito di 9.9 € sulla carta 7863. Se non lo riconosci, chiama il numero sul retro della carta.",ham
n00387,notice_pair_lure,OCBC NISP: pembayaran Rp3984000 ke merchant baru dari kartu 8288 disetujui. Batalkan di sini: ocbcnisp-billing-update.online,phishing
n00388,notice_pair_legit,"OCBC NISP: transaksi Rp3984000 pada kartu 8288 berhasil. Jika bukan Anda, hubungi nomor di belakang kartu.",ham
n00389,notice_pair_lure,Совкомбанк: платёж 220 ₽ новому получателю по карте 9538 одобрен. Отмените здесь: service-billing-update.online,phishing
n00390,notice_pair_legit,"Совкомбанк: списание 220 ₽ по карте 9538. Если это не вы, позвоните по номеру на обороте карты.",ham
n00391,notice_pair_lure,Strava: paket Anda diperpanjang hari ini seharga Rp31840 kecuali dibatalkan. Hentikan tagihan: t.ly/8hkpbc,phishing
n00392,notice_pair_legit,Strava: paket Anda diperpanjang tanggal 28 seharga Rp31840. Kelola di aplikasi atau strava.co.id.,ham
n00393,notice_pair_lure,GLS: pakket 9360263595 is niet bezorgd omdat het adres onvolledig is. Bevestig het hier: gls-verify-now.top,phishing
n00394,notice_pair_legit,GLS: pakket 9360263595 is niet bezorgd en ligt 7 dagen klaar in het depot.,ham
n00395,notice_pair_lure,Bank Permata: pembayaran Rp2078400 ke merchant baru dari kartu 1694 disetujui. Batalkan di sini: bankpermata-customer-verify.live,phishing
n00396,notice_pair_legit,"Bank Permata: transaksi Rp2078400 pada kartu 1694 berhasil. Jika bukan Anda, hubungi nomor di belakang kartu.",ham
n00397,notice_pair_lure,Strava: your plan renews today for £2.45 unless you cancel. Stop the charge: shorturl.at/spty7k,phishing
n00398,notice_pair_legit,Strava: your plan renews on the 28th for £2.45. Manage it in the app or at strava.com.,ham
n00399,notice_pair_lure,BPER: pagamento di 48.0 € autorizzato presso un nuovo esercente con la carta 1232. Annulla qui: bper-customer-verify.live,phishing
n00400,notice_pair_legit,"BPER: addebito di 48.0 € sulla carta 1232. Se non lo riconosci, chiama il numero sul retro della carta.",ham
n00401,notice_pair_lure,SDA: pacco 044214002327 non consegnato per indirizzo incompleto. Confermalo qui: sda-portal-login.cc,phishing
n00402,notice_pair_legit,SDA: pacco 044214002327 non consegnato. Resta 7 giorni presso il punto di ritiro.,ham
n00403,notice_pair_lure,"Regions Bank: we could not verify your details, so online banking is suspended. Restore access within 24h: is.gd/2wzva3",phishing
n00404,notice_pair_legit,Regions Bank: online banking will be unavailable on Sunday 02:00-05:00 for maintenance. No action needed.,ham
n00405,notice_pair_lure,E.ON: hoy se cortará la luz por una factura impagada de 2.45€. Regularice ahora: is.gd/e8u898,phishing
